구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,22835684,9827478,13008205,0,13423539,9050137,4373402,9412145,500,16584330,0,0,10146823,7678029,2468794,11118372,-8649578,-18176776,-18176776,-5683304,-4121474,4634486,0,0,0,-85.24,-179.14,-6.12,적지,적지,0,108.59,142.62,0,24.33,0.35,-50.63,-106.40,-30.14,-63.34,-1136,568,0,2.57,2.30,0,-56.04,0,0
2010,26775627,13041215,13734412,0,8370511,5320707,3049804,18405116,500,41176375,0,0,11350419,8217627,3132792,9882038,-6749246,-6945220,-6945220,-5983864,-2623139,9991482,0,0,0,-59.46,-61.19,0,0,0,0,245.10,45.48,0,27.60,0,0,0,0,0,-301,447,0,1.77,1.61,0,0,0,0
2011,27305198,15341167,11964031,0,9270949,7633673,1637275,18034249,500,43693200,0,0,17751704,10325799,7425905,6802089,623816,-1508282,-1508282,-2560438,-1773162,3038758,0,0,0,3.51,-8.50,56.40,흑전,적지,3.44,200.97,51.41,0,41.83,0.66,3.42,-8.28,2.31,-5.58,-35,413,0,1.90,1.93,0,3.41,55.39,17.56
2012,57108035,47109213,9998822,0,25517350,6793095,18724256,31590685,500,66025540,0,0,16008937,11387357,4621580,7770437,-3148856,-4788320,-6660149,-1572581,-30265984,35360511,0,0,0,-19.67,-41.60,-9.82,적전,적지,0,693.49,80.77,0,28.87,0.38,-12.69,-26.84,-7.46,-15.78,-138,478,0,2.78,4.01,0,-17.93,0,0
2013,55912563,38209699,17702864,0,6915281,5500075,1415206,48997281,500,86626866,0,0,20402140,12506817,7895323,7104073,791250,311190,296181,-3939013,21135376,-156948,0,0,0,3.88,1.45,27.44,흑전,흑전,0.70,694.71,14.11,0,38.70,0.36,1.96,0.74,1.40,0.52,4,566,224.27,1.65,3.26,47.03,3.60,102.04,42.33
2014,58068326,28300941,29767385,0,9065682,8719202,346480,49002644,500,86626866,0,0,22752584,14318048,8434535,7992213,442322,158039,158039,724893,-13611109,5451,0,0,0,1.94,0.69,11.52,-44.10,-46.64,3.60,324.58,18.50,0,37.07,0.40,0.90,0.32,0.78,0.28,2,566,499.90,1.61,3.47,48.68,1.28,178.61,41.42
2015,56532821,26271614,30261207,0,9725933,8849994,875939,46806888,500,88297244,0,0,27041894,17237814,9804080,12374958,-2570878,-3648668,-3650091,2411254,-8670890,0,0,0,0,-9.51,-13.50,18.85,적전,적전,0,296.85,20.78,0,36.26,0.47,-5.37,-7.62,-4.49,-6.37,-42,530,0,3.98,6.81,0,-6.43,0,0
2016,104767651,78772201,25995450,0,9872232,9136755,735476,94895419,500,108707244,0,0,32969825,19663389,13306436,12572257,734180,737542,823197,2308838,-55081944,52359861,0,0,0,2.23,2.50,21.92,흑전,흑전,0,862.15,10.40,0,40.36,0.41,1.04,1.16,0.91,1.02,9,873,360.74,3.64,9.01,102.12,2.15,470.85,122.63
2017,109568153,81227330,28340823,0,11624134,10884321,739813,97944019,500,108887244,0,0,41535588,23497552,18038036,16479429,1558607,2870315,2834901,1948086,-467123,171180,0,0,0,3.75,6.83,25.98,112.29,244.38,0,746.28,11.87,0,43.43,0.39,1.62,2.94,1.45,2.65,26,900,239.52,6.94,16.35,144.79,4.35,435.94,199.06
2018,114379880,81370415,33009465,0,10398033,8495060,1902973,103981846,500,108887244,0,0,49864782,27124841,22739941,20172121,2567820,3655605,6065026,886779,8779219,0,0,0,0,5.15,12.16,20.05,64.75,113.94,0,957.86,10.00,0,45.60,0.45,2.54,6.01,2.29,5.42,56,955,76.03,4.43,9.25,58.29,10.41,179.58,104.47
