구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10218763,6591583,3627180,0,6519978,2699859,3820119,3698785,500,3128855,0,0,14284744,10912324,3372421,3111242,261178,266438,279548,1071671,-334107,1563296,0,0,0,1.83,1.96,0,0,0,2.96,244.15,176.27,0,23.61,0,0,0,0,0,166,1182,12.09,1.70,0.24,5.89,0,42.33,19.92
2015,11683333,7225137,4458195,0,5222814,2411738,2811076,6460518,500,3128855,0,0,14441001,9464053,4976948,2847376,2129572,2160369,2739556,252199,-3108060,-708285,0,0,0,14.75,18.97,1.09,715.37,880.00,31.37,299.58,80.84,0,34.46,1.32,41.92,53.93,19.45,25.02,876,2065,2.30,0.98,0.44,2.07,84.30,5.20,4.55
2016,18912844,9432573,9480271,0,9012246,8029246,983000,9900598,100,28805754,0,0,20583202,13518437,7064765,3509905,3554859,3477456,3510104,1730293,172906,691615,0,0,0,17.27,17.05,42.53,66.93,28.13,47.80,117.48,91.03,0,34.32,1.35,43.45,42.91,23.24,22.94,1122,3164,1.82,0.64,0.31,1.64,53.97,3.21,2.90
2017,24242344,14180935,10061410,0,4421426,2927415,1494011,19820918,100,34829754,0,0,24768402,18119750,6648652,5565085,1083567,-1528960,-1595965,-648654,6894184,-4956528,0,0,0,4.37,-6.44,20.33,-69.52,적전,6.86,484.42,22.31,0,26.84,1.15,7.29,-10.74,5.02,-7.40,-46,621,0,5.72,4.99,0,11.29,114.11,78.86
2018,27006031,15795920,11210111,0,2943298,2555298,388000,24062733,100,35805754,0,0,28316767,19922718,8394049,5248668,3145381,3372295,3139200,3163415,-1082551,-300000,0,0,0,11.11,11.09,14.33,190.28,흑전,122.53,618.16,12.23,0,29.64,1.11,14.34,14.31,12.28,12.25,88,722,37.75,4.58,4.19,32.17,24.81,37.68,32.12
