구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,51683217,41911369,9771848,0,4668492,4270765,397727,47014725,500,9000000,0,0,34499255,20899480,13599775,5057689,8542086,10097850,8688076,5316761,-5823654,3276355,300,2699912,31.08,24.76,25.18,15.09,8.91,16.56,0,981.36,9.93,4.57,39.42,0.76,20.84,21.20,18.72,19.04,965,5224,6.81,1.26,1.71,6.47,68.68,6.92,6.58
2010,55300039,43290856,12009183,0,6368645,5256190,1112455,48931393,500,9000000,0,0,34804664,20866635,13938029,6919558,7018472,9204136,5708631,7447608,7303975,-4408738,300,2621984,45.93,20.17,16.40,0,0,0,0,823.62,13.02,4.39,40.05,0,0,0,0,0,634,5654,10.78,1.21,1.77,10.09,0,8.77,8.31
2011,61295055,32625096,28669959,0,10999825,4519430,6480395,50295230,500,9000000,0,0,39206261,26873021,12333240,8639236,3694004,4432951,3719759,2104828,-12185442,2817788,200,1202000,32.31,9.42,9.49,12.65,-47.37,-34.84,172.61,721.89,21.87,4.64,31.46,0.67,7.45,7.50,6.34,6.38,413,5811,10.43,0.74,0.99,9.11,14.38,10.50,9.17
2012,71188501,39101636,32086865,0,17675081,3707511,13967570,53513421,500,9000000,0,0,38750472,29061939,9688533,9142981,545552,2722868,2740523,4472612,-10936355,8592680,0,0,0,1.41,7.07,-1.16,-85.23,-26.33,2.00,1054.66,33.03,0,25.00,0.58,1.05,5.28,0.82,4.14,305,5946,13.33,0.68,0.94,9.56,1.92,66.98,22.44
2013,81649158,47740350,33908808,0,26767802,6148586,20619216,54881355,500,9000000,0,0,34631069,26733812,7897257,9474608,-1577351,528764,1040783,383489,-7798217,10693512,0,0,0,-4.55,3.01,-10.63,적전,-62.02,0,776.44,48.77,0,22.80,0.45,-2.91,1.92,-2.06,1.36,116,6110,36.23,0.69,1.09,15.17,-11.04,0,0
2014,86157799,55572488,30585311,0,27550750,10994820,16555930,58607050,500,9219598,0,0,42117511,30016009,12101502,9919468,2182034,4767497,4275616,1414194,-11464544,-1033601,50,446977,10.45,5.18,10.15,21.62,흑전,310.81,2.42,505.44,47.01,0.98,28.73,0.50,3.85,7.53,2.60,5.10,472,6497,10.86,0.79,1.10,8.35,6.24,21.63,13.61
2015,92306826,52460677,39846150,0,26555985,11045985,15510000,65750842,500,9768593,0,0,47092328,32416132,14676196,10456711,4219484,6202469,5690101,2990878,692285,487458,100,946604,16.64,8.96,12.08,11.81,93.37,33.08,5.96,474.93,40.39,1.49,31.16,0.53,6.79,9.15,4.73,6.38,595,6877,11.25,0.97,1.36,9.05,10.10,15.51,11.68
2016,91257606,49754822,41502784,0,21855309,9844139,12011170,69402297,500,10097988,0,0,42513062,29504980,13008083,10568952,2439131,3530008,3484749,4137046,-4768798,-1917107,60,594215,17.05,5.74,8.20,-9.72,-42.19,-38.76,5.24,505.43,31.49,0.64,30.60,0.46,3.61,5.16,2.66,3.80,351,7051,26.85,1.34,2.20,19.34,5.54,39.04,25.10
2017,99173676,54933135,44240541,0,25696404,22086139,3610265,73477272,500,10646986,0,0,35378782,25440922,9937860,10565964,-628104,1434586,1911401,3788925,-7324923,3503529,60,622887,32.59,-1.78,5.40,-16.78,적전,-45.15,0,248.72,34.97,0.92,28.09,0.37,-0.88,2.68,-0.66,2.01,182,7120,35.92,0.92,1.94,22.77,-2.03,0,146.40
2018,105176904,51837700,53339204,0,28664650,25071844,3592806,76512255,500,11459502,0,0,32886900,22139063,10747838,11037467,-289629,2006573,2486506,578405,-3568448,1995602,100,1095346,44.05,-0.88,7.56,-7.04,적지,30.09,0,206.76,37.46,1.43,32.68,0.32,-0.39,3.32,-0.28,2.43,219,7023,31.95,1.00,2.42,23.68,-0.84,0,138.60
