구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,69078555,43868629,25209926,0,30199819,26373068,3826752,38878736,500,8317000,0,0,35070009,28659980,6410030,6079500,330530,-240551,301567,-3415646,-7915677,13437063,0,0,0,0.94,0.86,-25.35,-93.67,-93.00,0.37,166.34,77.68,0,18.28,0.57,0.88,0.80,0.54,0.49,39,4675,174.58,1.44,1.50,24.43,-0.87,221.64,33.54
2010,101568297,38500772,63067525,0,52000186,31903851,20096335,49568111,500,13725289,0,0,61205455,48493744,12711711,4969105,7742606,7145160,5867953,12726625,-32846682,18799805,100,1372487,22.98,12.65,9.59,0,0,0,7.30,120.68,104.91,1.96,20.77,0,0,0,0,0,472,3587,10.80,1.42,1.05,7.89,0,13.01,10.12
2011,127080138,40664187,86415951,0,76589416,48947622,27641794,50490722,500,13725289,0,0,81681331,67241234,14440097,7429069,7011028,2864977,2155975,2821820,-25201180,20675995,50,686000,26.79,8.58,2.64,33.45,-9.45,-63.26,4.17,83.08,151.69,0.83,17.68,0.71,14.01,4.31,6.13,1.89,187,3684,32.43,1.64,1.02,15.33,5.57,20.78,14.76
2012,132045679,42084986,89960693,0,73909308,47399215,26510093,58136371,500,16472535,0,0,87796542,77614662,10181880,7321439,2860441,4360094,4058907,8201489,-11670770,4632470,50,824000,20.25,3.26,4.62,7.49,-59.20,88.26,0.99,88.79,127.13,1.14,11.60,0.68,5.27,7.47,2.21,3.13,259,3535,17.00,1.24,0.79,8.53,2.47,42.51,17.63
2013,142531914,43847559,98684354,0,82706961,60646328,22060633,59824952,500,16472535,0,0,92174873,80648756,11526118,8485338,3040780,1365190,2314084,1822297,-8267967,9984833,0,0,0,3.30,2.51,4.99,6.30,-42.99,1.13,72.30,138.25,0,12.50,0.67,5.16,3.92,2.21,1.69,107,3603,92.93,2.75,1.77,25.88,4.54,73.99,29.61
2014,168213023,54337807,113875216,0,105095045,70430121,34664924,63117978,500,21413947,0,0,111420104,97012114,14407991,9823221,4584770,2032775,2172181,6231595,-18108291,13435789,0,0,0,4.11,1.95,20.88,50.78,-6.13,1.61,77.15,166.51,0,12.93,0.72,7.46,3.53,2.95,1.40,67,2892,71.68,1.67,0.93,14.57,3.80,39.36,17.62
2015,167257514,52113701,115143813,0,105026857,71654999,33371858,62230658,500,21413947,0,0,106194679,92620506,13574172,9365858,4208314,1800911,1645018,3123769,-8622075,-1255944,0,0,0,3.96,1.55,-4.69,-8.21,-24.27,1.57,72.73,168.77,0,12.78,0.63,6.71,2.62,2.51,0.98,38,2951,125.41,1.61,0.96,14.51,2.73,44.31,17.92
2016,174637560,59060387,115577173,0,115326088,79120529,36205559,59311472,500,21413947,0,0,102552273,96363821,6188451,9783500,-3595049,-6475126,-6816801,3859993,-13410298,10914875,0,0,0,-3.51,-6.65,-3.43,적전,적전,0,74.65,194.44,0,6.03,0.60,-5.92,-11.22,-2.10,-3.99,-323,2811,0,1.55,0.91,0,-2.67,0,61.68
2017,197028668,76137784,120890883,0,118901323,101684892,17216431,78127345,500,32113947,0,0,104620012,95871138,8748874,9024598,-275724,-3401638,-2432947,9699562,-9988054,16211647,0,0,0,-0.26,-2.33,2.02,적지,적지,0,74.88,152.19,0,8.36,0.56,-0.40,-3.54,-0.15,-1.31,-78,2477,0,1.13,0.65,13.57,-0.14,0,23.36
2018,181940514,48590444,133350070,0,94879161,65704501,29174660,87061354,500,36332704,0,0,107484472,96858279,10626193,11969952,-1343759,-3364509,-2725062,6844643,-15093954,-8520099,0,0,0,-1.25,-2.54,2.74,적지,적지,0,73.95,108.98,0,9.89,0.57,-1.63,-3.30,-0.71,-1.44,-65,2443,0,2.48,2.05,47.51,-0.75,0,50.40
