구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,147757769,62527762,85230007,0,67201187,49036617,18164570,80556582,500,17600000,0,0,144605455,113355763,31249693,17765990,13483703,13289800,10693883,8946319,-4765241,-1875334,60,1056000,0,7.40,1.87,5.15,-4.80,10.49,127.51,83.42,0.80,21.61,1.00,17.82,14.13,9.29,7.37,608,4577,12.34,1.64,0.91,7.89,11.68,12.55,8.67
2017,142432630,56734677,85697953,0,71618166,57144382,14473784,70814464,500,8800000,0,0,141954747,109865344,32089403,19265602,12823800,12028516,11232584,7023555,-8344247,-2145613,100,880000,0,7.91,4.67,-0.52,13.29,10.36,99.28,101.13,1.00,22.61,1.00,19.64,17.21,9.07,7.94,1276,8047,7.87,1.25,0.62,5.08,13.98,10.04,6.77
2016,140341176,57760413,82580763,0,80592261,58909717,21682543,59748915,500,8800000,0,0,135618091,104323256,31294836,18403520,12891316,12360029,9914925,23012166,-15098363,-2584338,60,528000,0,7.31,0.59,61.97,92.52,9.29,98.05,134.88,0.51,23.08,1.01,23.55,18.11,9.57,7.36,1127,6790,10.43,1.73,0.76,6.47,12.20,10.88,7.40
2015,129054591,55225361,73829230,0,79304336,58949532,20354804,49750256,500,8800000,0,0,134818282,105854944,28963338,21004354,7958984,6613469,5150104,8693407,-7109789,-2809966,450,259866,0,3.82,4.33,14.60,8.56,5.63,93.68,159.40,0.67,21.48,1.06,16.97,10.98,6.25,4.05,5852,56534,11.50,1.19,0.44,5.50,7.14,13.19,7.73
2014,125539177,56131255,69407922,0,81470228,61548266,19921962,44068949,5000,880000,0,0,129226165,102005159,27221006,20276229,6944777,5224802,4744037,1528179,-6505988,5761269,450,259866,0,3.67,1.59,20.89,44.80,4.09,91.20,184.87,1.07,21.06,1.08,16.48,11.26,5.80,3.96,5391,50078,7.80,0.84,0.29,3.58,7.88,11.96,6.63
2013,113920963,49412567,64508396,0,73702236,56823025,16879211,40218727,5000,880000,0,0,127198058,101816424,25381634,19637084,5744550,4339154,3276184,14941015,-7815957,-6824116,450,259866,0,2.58,10.70,38.92,11.40,2.90,86.96,183.25,1.64,19.95,1.12,14.94,8.52,5.08,2.90,3723,45703,7.39,0.60,0.19,2.75,5.71,10.69,5.45
2012,112365858,49788523,62577335,0,75705014,57441961,18263053,36660845,5000,880000,0,0,114903220,92149602,22753618,18618412,4135206,2226033,2940827,15013282,-5166419,-9851922,450,250000,0,2.56,2.05,-8.30,13.70,1.48,86.68,206.50,1.91,19.80,1.00,11.57,8.23,3.58,2.55,3342,41660,7.05,0.57,0.18,2.44,6.81,15.72,6.71
2011,118427955,58377708,60050247,0,83589924,71871115,11718809,34838031,5000,880000,0,0,112592896,91844608,20748287,16238723,4509564,2379964,2586510,1441164,-7982156,6040879,450,250000,0,2.30,18.00,36.97,41.35,1.57,81.23,239.94,1.93,18.43,0.99,13.30,7.63,3.95,2.27,2939,39589,7.94,0.59,0.18,2.96,6.23,16.08,8.18
2010,109665320,54026063,55639257,0,76668180,66070447,10597734,32997140,5000,880000,0,0,95417460,78761887,16655573,13363151,3292422,1603103,1829850,5849019,-9255039,4349233,450,243486,0,1.92,0,0,0,1.29,81.77,232.35,3.02,17.46,0,0,0,0,0,2079,37497,7.17,0.40,0.14,1.99,0,17.65,7.23
2009,94646588,44273420,50373168,0,61407334,51265647,10141686,33239254,5000,880000,0,0,82896716,66744310,16152405,12196011,3956394,1367244,1485868,6445632,-6975607,606006,450,243486,0,1.79,-8.26,-13.32,34.57,1.59,86.36,184.74,3.77,19.48,0.83,11.93,4.48,3.95,1.48,1688,37772,7.08,0.32,0.13,1.67,6.06,11.55,5.22
