구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,989693,909561,80132,0,870825,845944,24881,118868,500,3000000,0,0,80000,0,80000,183933,-103933,-530593,-530593,102421,-110000,11592,0,0,0,-663.24,0,적지,적지,0,107.52,732.60,0,100.00,0.07,-27.05,-138.12,-9.38,-47.88,0,0,0,0,0,0,-21.40,0,0
2011,1226754,1203645,23109,0,577293,552412,24881,649460,500,3000000,0,0,0,0,0,490367,-490367,-851091,-851091,-122560,-15150,102133,0,0,0,0,-100.00,적전,적전,0,217.89,88.89,0,0,0.00,-45.62,-79.17,-32.58,-56.54,0,0,0,0,0,0,-42.18,0,0
2010,1783639,1314701,468938,0,283087,280287,2800,1500552,500,3000000,0,0,435000,0,435000,207321,227679,246875,246555,-906588,36757,906359,0,0,0,56.68,0,흑전,흑전,0,469.06,18.87,0,100.00,0.38,23.91,25.89,19.82,21.46,0,0,0,0,0,0,24.34,0.10,0.10
2009,513642,66694,446947,0,109645,109645,0,403997,500,1300000,0,0,0,0,0,83630,-83630,-123543,-123543,-27612,30103,-16106,0,0,0,0,0,적지,적지,0,60.83,27.14,0,0,0.00,-17.96,-26.52,-15.46,-22.84,0,0,0,0,0,0,-28.26,0,0
