구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,122123723,57687410,64436313,0,27659952,24052097,3607856,94463771,500,20047970,0,0,72957663,72649728,307935,5028640,-4720704,2996768,1436995,-9198051,4757325,-2544454,20,391928,0,1.97,-57.86,적전,-92.32,0,239.84,29.28,0.33,0.42,0.58,-4.97,1.51,-3.75,1.14,72,4817,84.96,1.26,1.67,56.92,-15.06,0,0
2017,129465894,71041761,58424133,0,33992604,32768745,1223859,95473290,500,20047970,0,0,173114089,152036483,21077605,6220508,14857097,20376601,18716581,20471206,-16249493,-704900,120,2353000,0,10.81,114.25,흑전,흑전,13885.14,216.80,35.60,1.78,12.18,1.44,17.06,21.50,12.40,15.62,934,4864,7.23,1.39,0.78,7.00,154.55,9.11,8.75
2016,110253034,56242471,54010562,0,31601575,29633969,1967606,78651458,500,20047970,0,0,80798733,83905101,-3106368,5451836,-8558204,-5573185,-6749251,-1677168,7171599,647475,0,0,0,-8.35,11.91,적지,적전,0,189.79,40.18,0,-3.84,0.74,-10.47,-8.26,-7.82,-6.17,-337,3977,0,1.57,1.55,0,-67.55,0,0
2015,108657268,52455593,56201676,0,23828735,21885549,1943185,84828534,500,20047970,0,0,72201144,66404140,5797004,5920119,-123115,919590,1074992,2749324,-5660115,-792934,0,0,0,1.49,-4.64,적전,-84.36,0,239.68,28.09,0,8.03,0.66,-0.15,1.28,-0.11,0.98,54,4267,116.56,1.46,1.74,65.56,-0.76,0,175.73
2014,109731498,54858170,54873327,0,26071327,24257360,1813967,83660171,500,20047970,0,0,75716553,64959167,10757387,6678054,4079333,6830555,6873911,2546104,1262006,0,40,792934,0,9.08,-0.14,11168.88,흑전,0,226.15,31.16,1.19,14.21,0.72,5.06,8.53,3.89,6.56,343,4209,9.78,0.80,0.89,8.69,21.61,16.49,13.61
2013,99815578,49309215,50506364,0,22234143,20833562,1400581,77581435,500,20047970,0,0,75824441,68637062,7187379,7151179,36200,-1305014,-2720472,7376703,-13284066,278333,0,0,0,-3.59,-33.85,-99.30,적전,0,236.68,28.66,0,9.48,0.75,0.05,-3.46,0.04,-2.68,-136,3905,0,0.77,0.79,0,0.35,1661.44,62.83
2012,103346217,49453422,53892796,0,23593604,21702293,1891311,79752614,500,19941640,0,0,114616808,103417728,11199080,6002403,5196677,4059219,2371296,-20042827,9262850,-236366,50,976000,0,2.07,-4.01,-53.70,-81.27,319.62,227.87,29.58,0.96,9.77,1.00,6.62,3.02,4.51,2.06,120,4075,43.66,1.28,0.90,31.51,30.21,20.03,17.03
2011,126862018,77106791,49755227,0,49650826,48435232,1215594,77211193,500,19643520,0,0,119404079,102145950,17258128,6034441,11223687,17466048,12657832,30940947,-17337640,1679968,60,1160000,0,10.60,35.59,111.90,-25.88,1911.07,159.20,64.31,1.72,14.45,1.05,15.60,17.60,9.85,11.10,644,3981,5.42,0.88,0.57,5.26,531.74,6.12,5.91
2010,101114200,71507867,29606333,0,34456157,33270993,1185165,66658042,500,19643520,0,0,88064646,77020318,11044328,5747552,5296776,22024562,17077418,8436777,-2197472,-1448694,60,1120036,0,19.39,0,0,0,10722.22,214.93,51.69,1.92,12.54,0,0,0,0,0,869,3504,3.59,0.89,0.70,3.53,0,11.57,10.98
2009,84605207,38102502,46502705,0,32648533,31200119,1448414,51956675,500,19643520,0,0,66917230,56725117,10192112,9283998,908115,1142433,894152,6635598,-10938843,1492550,30,568564,0,1.34,-16.00,-82.47,-61.82,111.11,122.12,62.84,1.03,15.23,0.87,1.80,1.78,1.18,1.16,31,2386,93.39,1.22,0.86,23.92,4.19,70.20,23.68
