구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,375721121,110290088,265431033,0,257832259,61815863,196016396,117888862,5000,20559682,0,0,17646677,16753610,893068,5356363,-4463296,11020808,6192940,-1609859,320466,-1843921,0,0,0,-25.29,35.09,0,0,0,0,178.42,218.71,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,363935086,107269483,256665603,0,277813419,130168417,147645002,86121667,5000,20586111,0,0,445932475,412741301,33191174,43818311,-10627137,-28468575,-30964785,14752665,17854441,-19423309,0,0,0,-2.38,-6.94,2427.01,적지,적전,0,82.41,322.58,0,7.44,1.21,-10.42,-30.36,-2.87,-8.37,0,0,0,0,0,0,-8.24,0,0
2013,318070878,74077452,243993425,0,231361225,118134331,113226893,86709654,5000,20699489,0,0,437709178,405580863,32128315,27031488,5096826,-267887,-368609,13206695,-7811950,-28922297,0,0,0,1.16,-0.08,-1.84,흑전,적지,0.43,62.71,266.82,0,7.34,1.28,5.90,-0.43,1.49,-0.11,0,0,0,0,0,0,7.97,13.61,5.98
2014,292264782,55446158,236818625,0,203615060,99455891,104159169,88649722,5000,20699919,0,0,385233428,351242087,33991341,23453153,10538188,3100236,3083055,-26530398,9480623,-7918243,0,0,0,2.74,0.80,-11.99,106.76,흑전,1.25,55.75,229.68,0,8.82,1.26,12.02,3.52,3.45,1.01,0,0,0,0,0,0,12.81,9.27,6.12
2015,305916572,75611967,230304604,0,213096510,129105758,83990753,92820061,5000,20699919,0,0,390260863,360159932,30100932,23044458,7056474,4041913,4622757,43653732,-8851296,-10460153,0,0,0,1.81,1.18,1.31,-33.04,49.94,0.89,58.57,229.58,0,7.71,1.30,7.78,5.09,2.36,1.55,0,0,0,0,0,0,9.14,7.26,4.34
2016,279357550,76024248,203333302,0,180855472,118038895,62816577,98502078,5000,20699919,0,0,196288358,167271642,29016716,22629806,6386910,6752999,5590473,-6672798,-3503875,-12822588,0,0,0,3.25,2.85,-49.70,-9.49,20.93,0.83,64.41,183.61,0,14.78,0.67,6.68,5.84,2.18,1.91,0,0,0,0,0,0,5.61,5.21,3.07
2017,277101459,76014954,201086505,0,158973329,103985203,54988126,118128130,5000,20734654,0,0,139046682,112500280,26546402,19548270,6998131,21397001,19463032,-6233282,13902912,5489567,0,0,0,5.03,14.00,-29.16,9.57,248.15,0.98,73.10,134.58,0,19.09,0.50,6.46,17.97,2.52,7.00,0,0,0,0,0,0,5.22,5.28,3.44
2018,267881469,86641583,181239886,0,130465708,91669655,38796053,137415761,5000,20734654,0,0,157086760,132704919,24381841,19086474,5295368,23479099,19562225,-5732558,29159420,-22895917,0,0,0,3.37,12.45,12.97,-24.33,0.51,1.02,94.52,94.94,0,15.52,0.58,4.14,15.31,1.94,7.18,0,0,0,0,0,0,3.36,1.39,0.83
