구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2000,8679866,5280741,3399125,0,3779397,2598505,1180892,4900469,500,2843000,0,0,7059080,4189242,2869838,2013855,855983,624651,422057,-1821209,-1673098,2761180,0,0,0,12.13,5.98,0,0,0,4.82,203.22,77.12,0,40.65,0,0,0,0,0,157,1724,0,0,0,0,0,2.60,1.23
2001,33542202,23741073,9801130,0,19809542,13740567,6068976,13732660,500,4062680,0,0,20924825,14597951,6326874,4117494,2209380,1402602,1120722,-6831329,-6714322,14491654,0,0,0,10.56,5.36,196.42,158.11,165.54,2.51,172.78,144.25,0,30.24,0.99,23.71,12.03,10.47,5.31,393,3380,0,0,0,0,11.07,6.25,4.17
2002,33542202,23741073,9801130,0,19809542,13740567,6068976,13732660,500,6262680,0,0,20924825,14597951,6326874,4117494,2209380,1402602,1120722,-6831329,-6714322,14491654,0,0,0,10.56,5.36,0.00,0.00,0.00,2.51,172.78,144.25,0,30.24,0.62,16.09,8.16,6.59,3.34,201,2193,16.14,1.48,0.86,8.12,6.88,15.49,10.32
2003,54334224,37612574,16721650,0,25187178,11704628,13482550,29147045,500,16278516,0,0,35966359,25903439,10062921,9774165,288755,-5174750,-5174750,-3014578,-18566166,24885901,0,0,0,0.80,-14.39,71.88,-86.93,적전,0.16,321.35,86.41,0,27.98,0.82,1.35,-24.14,0.66,-11.78,-537,1791,0,0.54,0.26,0,1.10,80.05,18.75
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
