구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2964.16,-3728.67,680.60,적지,적지,0,30.15,59.49,0,96.84,0.00,-5.19,-6.52,-3.29,-4.14,0,0,0,0,0,0,-4.80,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1006.16,17759.86,51.71,적지,흑전,0,51.97,44.04,0,100.00,0.00,-2.14,37.74,-1.42,25.11,0,0,0,0,0,0,-1.97,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2763.32,-3383.26,84.75,적지,적전,0,42.24,62.98,0,100.00,0.00,-9.67,-11.83,-6.32,-7.74,0,0,0,0,0,0,-8.98,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-398.22,-503.74,450.79,적지,적지,0,37.20,80.83,0,100.00,0.01,-8.60,-10.87,-5.01,-6.34,0,0,0,0,0,0,-7.51,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-490.89,-617.22,-3.66,적지,적지,0,33.92,103.69,0,100.00,0.01,-11.56,-14.53,-6.04,-7.59,0,0,0,0,0,0,-9.49,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1525.18,-1817.27,-66.56,적지,적지,0,104.56,152.72,0,100.00,0.00,-14.00,-16.68,-6.19,-7.37,0,0,0,0,0,0,-9.44,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.19,-30.59,1321.14,적지,적지,0,126.28,149.69,0,100.00,0.06,-3.08,-4.45,-1.23,-1.77,0,0,0,0,0,0,-1.72,0,30.19
2016,53437731,10092241,43345489,0,32766936,8152104,24614832,20670795,500,143711861,0,0,3568818,0,3568818,3885388,-316570,-1506881,-1506881,-283594,32385,-169221,0,0,0,-8.87,-42.22,8.18,적지,적지,0,123.80,158.52,0,100.00,0.07,-1.48,-7.03,-0.58,-2.77,0,0,0,0,0,0,-0.79,0,19.01
2017,51931327,9897518,42033809,0,32587677,8149575,24438101,19343651,500,143711861,0,0,3527163,0,3527163,3646636,-119473,-1327144,-1327144,22266,184575,-199250,0,0,0,-3.39,-37.63,-1.17,적지,적지,0,121.45,168.47,0,100.00,0.07,-0.60,-6.63,-0.23,-2.52,0,0,0,0,0,0,-0.31,0,15.77
2018,50639078,9913656,40725422,0,32628673,8536647,24092026,18010405,500,143711861,0,0,3401827,0,3401827,3580285,-178459,-1333245,-1333245,346902,-29428,-168660,0,0,0,-5.25,-39.19,-3.55,적지,적지,0,116.13,181.17,0,100.00,0.07,-0.96,-7.14,-0.35,-2.60,0,0,0,0,0,0,-0.48,0,16.31
