구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,13692156,5938082,7754074,0,10063840,8103896,1959944,3628316,500,1420000,0,0,16661962,14549707,2112256,3030615,-918359,-2081833,-1627118,1479553,-2000299,1851754,0,0,0,-9.77,10.59,적전,적전,0,73.27,277.37,0,12.68,1.22,-20.68,-36.63,-6.74,-11.95,-1146,2555,0,4.23,0.92,0,-9.66,0,0
2017,13544775,5140872,8403902,0,8289341,6243162,2046178,5255434,500,1420000,0,0,15066331,12478855,2587476,2167209,420267,302957,234279,1069497,-1667563,601915,0,0,0,1.55,-13.91,-47.42,-47.46,3.13,82.34,157.73,0,17.17,1.13,8.18,4.56,3.15,1.76,165,3701,109.10,4.86,1.70,38.16,3.58,53.88,26.46
2016,13152795,4983851,8168944,0,8131640,6456771,1674869,5021155,500,1420000,0,0,17501016,14615577,2885438,2086103,799335,533371,445875,180583,-2035512,1615039,0,0,0,2.55,31.06,235.26,115.51,5.58,77.19,161.95,0,16.49,1.47,16.66,9.29,6.73,3.75,314,3536,31.85,2.83,0.81,16.28,7.65,18.52,12.08
2015,10599858,2757372,7842486,0,6024577,3544667,2479910,4575280,500,1420000,0,0,13353329,10401820,2951509,2713089,238421,125293,206893,172113,-1184250,896690,0,0,0,1.55,-25.31,-63.54,-56.16,1.60,77.79,131.68,0,22.10,1.18,5.39,4.68,2.10,1.82,147,3222,68.03,3.10,1.05,24.86,4.99,60.52,24.14
2014,12094848,4551905,7542943,0,7826461,4674384,3152077,4268387,10000,34250,0,0,17877542,14410377,3467165,2813217,653948,551201,471921,527376,-1431759,876812,0,0,0,2.64,10.55,흑전,16.41,2.97,97.38,183.36,0,19.39,1.51,16.18,11.68,5.52,3.98,13779,124624,0,0,0,0,7.65,5.22,3.59
2013,11594051,4979240,6614811,0,7779854,4041950,3737904,3814197,10000,34250,0,0,16171817,13817029,2354788,2706189,-351401,406258,405383,-673847,-691595,-531868,0,0,0,2.51,52.57,적전,-11.01,0,123.19,203.97,0,14.56,1.36,-8.38,9.67,-2.95,3.40,11836,111363,0,0,0,0,-5.17,0,0
2012,12260463,5562508,6697955,0,7687333,3823133,3864200,4573130,10000,34250,0,0,10599855,7726569,2873286,2341581,531705,455513,455513,1218280,-4238353,3623743,0,0,0,4.30,0,0,0,2.75,145.50,168.10,0,27.11,0,0,0,0,0,13300,133522,0,0,0,0,0,3.73,2.03
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
