구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,3242285269,983543922,2258741348,0,1814100595,634950409,1179150186,1428184674,500,104167877,0,0,1983976385,1422203420,561772965,379332457,182440508,148599712,103543311,156983755,-451593599,314800560,100,10298843,0,5.22,0.98,-1.61,-17.43,9.49,154.90,127.02,1.09,28.32,0.66,13.19,7.48,6.04,3.43,994,13706,9.22,0.67,0.48,3.78,6.00,10.16,5.59
2017,2794010132,913495259,1880514873,0,1455076288,648195518,806880770,1338933844,500,104167877,0,0,1964792711,1327569238,637223474,451802015,185421459,166739440,125401984,255098707,-289661134,25974849,100,10298843,0,6.38,3.70,-25.24,-28.73,9.48,140.93,108.67,0.85,32.43,0.73,14.59,9.87,6.85,4.63,1208,12849,9.77,0.92,0.62,4.44,7.62,9.69,5.36
2016,2617913245,847736927,1770176317,0,1415163264,559981110,855182153,1202749981,500,102915877,0,0,1894702700,1207928696,686774004,438753679,248020325,216529861,175961705,383186434,-126426467,-237433595,100,10173643,0,9.29,3.11,10.29,38.42,9.88,151.39,117.66,0.77,36.25,0.73,22.18,15.73,9.54,6.77,1689,11622,7.70,1.12,0.71,4.20,11.12,7.60,4.80
2015,2580874677,800745044,1780129633,0,1546829551,580525235,966304317,1034045126,500,102915877,0,0,1837466551,1218458121,619008430,394132101,224876329,164788235,127120026,320820947,-142070616,-115641472,80,8145414,0,6.92,4.47,7.83,-2.09,6.74,137.93,149.59,0.65,33.69,0.72,22.86,12.92,8.80,4.98,1217,10004,10.15,1.23,0.69,4.80,9.22,9.30,5.74
2014,2527339854,730035502,1797304353,0,1593974946,579630071,1014344875,933364908,500,102915877,0,0,1758781613,1197753876,561027737,352473102,208554635,164076854,129837531,303507788,-321250363,10018482,75,7638357,0,7.38,1.77,17.81,4.74,6.49,125.95,170.78,0.59,31.90,0.73,24.11,15.01,8.64,5.38,1255,9046,10.16,1.41,0.74,5.60,9.14,10.89,7.25
2013,2299812618,734962932,1564849686,0,1502811813,695130726,807681086,797000806,500,101420260,0,0,1728239824,1239241949,488997874,311966371,177031503,161419143,123967608,209011234,-314129227,118167812,65,6527028,0,7.17,1.29,-1.77,-7.69,4.74,105.73,188.56,0.45,28.29,0.79,23.96,16.78,8.14,5.70,1209,7848,12.03,1.85,0.85,6.62,8.39,13.47,8.60
2012,2052081643,685960341,1366121302,0,1371530511,641765987,729764524,680551133,500,101420260,0,0,1706160466,1249359040,456801426,276580125,180221301,158123431,134291537,145693854,-270342670,87026507,60,6027449,0,7.87,19.32,60.94,53.01,5.59,106.89,201.53,0.38,26.77,0.86,28.94,21.56,9.12,6.79,1314,6713,12.18,2.38,0.95,7.55,10.97,13.58,9.35
2011,1902240724,731405860,1170834864,0,1337197555,754316858,582880697,565043169,500,101420260,0,0,1429955656,1085681933,344273723,232294251,111979471,113120163,87765441,-14223876,-356720598,373483663,60,6027449,0,6.14,24.49,-18.04,-18.12,7.34,96.96,236.65,0.32,24.08,0.90,21.36,16.74,7.08,5.55,865,5601,21.38,3.30,1.31,13.42,8.30,22.77,15.55
2010,1258874998,491267195,767607804,0,775529953,472827706,302702247,483345046,500,101420260,0,0,1148630880,801227125,347403755,210772301,136631454,130894583,107189831,110294429,-147473029,43666523,45,4528711,0,9.33,0,0,0,7.72,103.90,160.45,0.54,30.25,0,0,0,0,0,1057,4795,7.95,1.75,0.74,5.67,0,8.95,6.80
2009,1020158427,376324402,643834025,0,633228129,323783360,309444770,386930298,500,101420260,0,0,1009916034,668997937,340918096,175776371,165141725,140295236,113345565,213539633,-173928186,-53357748,60,6027449,0,11.22,28.79,317.91,흑전,9.87,116.23,163.65,0.89,33.76,1.00,49.67,34.09,16.36,11.23,1118,3844,6.05,1.76,0.68,3.65,20.19,5.92,4.08
