구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,64770337,28008247,36762089,0,38158107,37502934,655172,26612230,500,10000000,0,0,98423008,72423574,25999434,16157253,9842181,9590358,7317202,8589878,-8215343,2257502,150,1442498,19.71,10.00,7.43,0,0,0,9.21,74.68,143.39,4.12,26.42,0,0,0,0,0,732,2691,4.97,1.35,0.37,2.89,0,4.74,3.08
2010,85775717,37455153,48320564,0,47256589,46492347,764242,38519128,500,10000000,0,0,122810488,94802469,28008019,16217128,11790891,11367719,9074618,17602030,-14044008,-1442498,200,1923331,21.19,9.60,7.39,24.78,19.80,24.02,14.81,80.56,122.68,4.76,22.81,1.63,36.21,27.87,15.66,12.06,907,3881,4.63,1.08,0.34,2.44,34.77,4.24,2.51
2011,112663462,60793631,51869832,0,67120589,64809643,2310946,45542874,500,10000000,0,0,150129607,114715340,35414267,20427702,14986565,14305668,11529317,23070400,-12045335,-1923331,200,1923000,16.68,9.98,7.68,22.24,27.10,27.05,18.98,93.80,147.38,4.12,23.59,1.51,35.66,27.43,15.10,11.62,1153,4584,4.21,1.06,0.32,2.25,41.28,3.24,1.94
2012,150995371,95918614,55076757,0,95976893,92530043,3446850,55018479,500,10000000,0,0,178061322,141258397,36802924,22127451,14675473,13053937,10492944,24794096,-14830303,-1923331,200,1923000,18.33,8.24,5.89,18.61,-2.08,-8.99,21.38,103.66,174.44,3.92,20.67,1.35,29.19,20.87,11.13,7.96,1049,5531,4.86,0.92,0.29,2.35,41.65,3.48,1.97
2013,188654754,133279370,55375384,0,111938011,109471514,2466497,76716743,500,10000000,0,0,200655055,156080230,44574824,24240338,20334486,26517941,19294235,34710236,-6992380,-8623331,230,2211830,11.46,10.13,9.62,12.69,38.56,83.88,39.87,121.75,145.91,1.73,22.21,1.18,30.87,29.29,11.97,11.36,1929,7701,6.89,1.73,0.66,4.20,67.52,6.54,4.07
2014,246087931,199724178,46363753,0,150325343,148413304,1912039,95762588,500,10000000,0,0,225516768,171403323,54113445,32883598,21229847,38224162,29975465,42108689,3180693,-5211830,240,2307997,7.70,9.41,13.29,12.39,4.40,55.36,56.58,134.57,156.98,0.98,24.00,1.04,24.62,34.76,9.77,13.79,2998,9606,8.21,2.56,1.09,5.65,138.13,11.59,7.07
2015,290935340,204380635,86554705,0,166973963,166097918,876045,123961377,500,10000000,0,0,263882885,187424006,76458879,42297738,34161141,39176974,30525343,23679307,-61522175,12692003,300,2884996,9.45,12.95,11.57,17.01,60.91,1.83,73.28,123.05,134.70,0.94,28.97,0.98,31.09,27.79,12.72,11.37,3053,12425,10.45,2.57,1.21,6.70,70.14,9.34,6.22
2016,376932709,281793460,95139249,0,225183675,224193269,990407,151749034,500,10000000,0,0,317066479,210994119,106072359,58862520,47209839,40965129,30314590,67458001,-27149516,-5884996,350,3365829,11.10,14.89,9.56,20.15,38.20,-0.69,92.90,125.69,148.39,1.06,33.45,0.95,34.25,21.99,14.14,9.08,3031,15204,10.90,2.17,1.04,6.60,59.30,7.00,4.93
2017,494197481,395946270,98251212,0,313553501,312903418,650083,180643980,500,10000000,0,0,366436947,249993561,116443386,73318915,43124470,48743050,36577569,49640525,2583652,-5892115,350,3325480,9.06,11.77,9.98,15.57,-8.65,20.66,89.83,126.54,173.58,1.53,31.78,0.84,25.95,22.01,9.90,8.40,3669,18297,6.23,1.25,0.62,4.14,69.16,5.32,3.73
2018,545352360,462404894,82947466,0,339228762,337815443,1413319,206123598,500,10000000,0,0,414997500,300809623,114187877,78908128,35279749,38603822,30046504,88117861,-48945060,-25855675,420,3945636,12.91,8.50,7.24,13.25,-18.19,-17.86,126.78,136.88,164.58,2.14,27.52,0.80,18.24,15.54,6.79,5.78,3057,20933,6.43,0.94,0.47,4.16,119.12,5.63,3.82
