구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,44041966,20909978,23131987,0,42865523,37501173,5364350,1176442,500,4200000,0,0,32706074,28996252,3709823,2422592,1287231,-4046355,-3914598,-410380,-16509764,14200777,0,0,0,-11.97,-11.77,-17.09,적전,1.11,55.76,3643.66,0,11.34,0.86,44.54,-135.45,3.37,-10.25,-932,280,0,25.31,0.91,0,4.71,48.15,38.70
2015,32362685,16385616,15977069,0,27758829,21710244,6048586,4603856,500,4000000,0,0,37069915,32674793,4395122,2842598,1552524,398253,330396,231268,-6731061,8405239,0,0,0,0.89,-9.73,31.45,-59.57,1.41,75.47,602.95,0,11.86,1.30,32.16,6.84,5.43,1.16,83,1151,95.64,6.86,0.85,47.61,5.82,34.74,28.60
2014,24829506,11809973,13019533,0,19777418,12662808,7114610,5052088,500,4000000,0,0,41065464,38183470,2881995,1700917,1181077,764962,817305,386943,1692580,-1890280,0,0,0,1.99,-2.83,-30.75,51.05,1.30,93.27,391.47,0,7.02,1.63,26.76,18.52,4.69,3.24,204,1263,0,0,0,0,7.60,13.20,10.99
2013,25559317,11320355,14238963,0,21785193,11747006,10038187,3774125,500,4000000,0,0,42263064,39123663,3139400,1433799,1705601,593102,541095,4754,-575887,1652606,0,0,0,1.28,-5.68,5.29,-37.70,1.96,96.37,577.22,0,7.43,1.68,48.68,15.44,6.77,2.15,135,944,0,0,0,0,10.03,9.85,8.73
2012,24846926,10901818,13945108,0,21613897,18514915,3098982,3233030,500,4000000,0,0,44809702,41931536,2878166,1258299,1619867,973221,868552,2128173,8681814,-10819588,0,0,0,1.94,-20.63,-19.14,51.08,1.23,58.88,668.53,0,6.42,1.48,56.40,30.24,5.33,2.86,217,808,0,0,0,0,9.40,10.68,9.96
2011,35881343,13543316,22338027,0,33369921,31157012,2212909,2511422,500,4000000,0,0,56453978,53110265,3343712,1340510,2003202,715065,574879,-2065552,-8981962,10637428,0,0,0,1.02,14.50,28.52,33.41,1.01,43.47,1328.73,0,5.92,2.03,1449.38,415.94,7.21,2.07,144,628,0,0,0,0,10.63,14.28,13.50
2010,19666946,11247309,8419637,0,21901947,21233947,668000,-2235001,500,4000000,0,0,49303108,46510112,2792996,1234363,1558634,527717,430903,-6582430,-4798834,11708066,0,0,0,0.87,0,0,0,1.46,52.97,완전잠식,0,5.66,0,0,0,0,0,108,-559,0,0,0,0,0,11.12,11.12
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
