구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2001,21440690,15029127,6411563,0,16925370,12236954,4688416,4515321,5000,200000,0,0,19963071,15282647,4680424,3266633,1413792,256930,219082,-472264,83132,503290,0,0,0,7.08,1.10,7.43,1.63,3.62,1.35,122.82,374.84,0,23.45,0.91,32.09,4.97,6.45,1.00,0,0,0,0,0,0,7.97,8.36,6.78
2002,21278656,15080134,6198523,0,16300775,13430133,2870642,4977882,0,0,0,0,17844491,14385934,3458557,2745144,713413,497236,462561,1422197,19449,-1547467,0,0,0,4.00,2.59,-10.61,-49.54,111.14,0.78,112.29,327.46,0,19.38,0.84,15.03,9.75,3.34,2.17,0,0,0,0,0,0,4.43,14.04,10.14
2003,17043902,13675871,3368031,0,12793851,12496809,297042,4250051,5000,200000,0,0,12357052,10016951,2340101,2026414,313687,-727831,-727831,-1068107,3100431,-2208918,0,0,0,2.54,-5.89,-30.75,-56.03,적전,0.37,109.43,301.03,0,18.94,0.64,6.80,-15.77,1.64,-3.80,0,0,0,0,0,0,2.32,26.95,15.59
2004,15272828,12304847,2967981,0,12202591,11975418,227174,3070236,5000,200000,0,0,12369573,11429589,939984,1964698,-1024714,-1194455,-1194455,285325,-26408,-177460,0,0,0,-8.28,-9.66,0.10,적전,적지,0,102.75,397.45,0,7.60,0.77,-28.00,-32.63,-6.34,-7.39,0,0,0,0,0,0,-8.71,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
