구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,20166944,17589762,2577182,0,15646165,15518704,127461,4520779,5000,133338,0,0,9769820,7307497,2462323,945078,1517245,1467873,1144602,1250386,-2886960,4100125,0,0,0,15.53,11.72,0,0,0,32.49,113.35,346.09,0,25.20,0,0,0,0,0,9455,33905,0,0,0,0,0,0.00,0.00
2010,69820167,60660690,9159478,0,42198456,41500004,698451,27621712,5000,329049,0,0,35971822,21352560,14619262,2705368,11913894,11658879,9008278,8286683,-8072959,1033549,0,0,0,33.12,25.04,268.19,685.23,687.02,172.82,146.17,152.77,0,40.64,0.80,74.13,56.05,26.48,20.02,60287,84104,0,0,0,0,162.14,0.00,0.00
2011,73748167,61736774,12011393,0,39387919,38970924,416995,34360248,5000,329049,0,0,85959170,70401751,15557419,9250105,6307313,7062622,5467775,5588274,-11807574,2727819,0,0,0,7.34,6.36,138.96,-47.06,-39.30,622.64,158.42,114.63,0,18.10,1.20,20.35,17.64,8.79,7.62,16617,104659,0,0,0,0,55.64,0.00,0.00
2012,93102224,78499437,14602787,0,56068617,55739433,329184,37033607,5000,329049,0,0,83449513,69431714,14017799,10176266,3841532,3970473,2773908,3523506,-4423010,4393169,0,415560,14.98,4.60,3.32,-2.92,-39.09,-49.27,71.03,140.83,151.40,0,16.80,1.00,10.76,7.77,4.60,3.33,8430,113012,0,0,0,0,30.21,0.00,0.00
2013,81479800,68257930,13221869,0,44243020,43742374,500647,37236779,5000,329049,0,0,36306202,28936216,7369985,5815206,1554779,690701,1204448,2901372,463458,-1997712,0,0,0,4.28,3.32,0,0,0,19.47,156.05,118.82,0,20.30,0,0,0,0,0,3300,113325,0,0,0,0,0,0.06,0.03
2014,51545863,42519145,9026718,0,30333353,29703527,629826,21212510,5000,263240,0,0,52060448,40764950,11295498,8378024,2917474,2907600,864175,-1757057,-2399087,-8091607,0,0,0,5.60,1.66,43.39,87.65,-28.25,31.84,143.15,143.00,0,21.70,0.78,9.98,2.96,4.39,1.30,3680,84883,0,0,0,0,91.77,-0.07,-0.05
2015,53048992,44292039,8756953,0,31614510,31470113,144397,21434482,500,2632400,0,0,26514435,17132829,9381606,3846304,5535302,5423673,-230259,-1216673,1378070,-1390639,0,0,0,20.88,-0.87,-49.07,89.73,적전,564.08,140.74,147.49,0,35.38,0.51,25.96,-1.08,10.58,-0.44,-55,8597,0,0,0,0,84.76,0.00,0.00
2016,90530671,83383755,7146916,0,43781596,43475925,305671,46749075,500,2939035,0,0,31454021,18670803,12783218,3784956,8998263,8504016,6325595,2951786,-22632956,20396858,0,0,0,28.61,20.11,18.63,62.56,흑전,4499131.33,191.79,93.65,0,40.64,0.44,26.39,18.55,12.53,8.81,2352,15906,19.17,2.84,3.86,18.34,91.34,14.73,14.28
2017,124860424,115296389,9564034,0,62960496,62642528,317968,61899927,500,7885652,0,0,36750462,22222276,14528186,4279287,10248899,10893401,8292616,3914775,-2935907,6588793,0,0,0,27.89,22.56,16.84,13.90,31.10,16912.37,184.05,101.71,0,39.53,0.34,18.87,15.26,9.52,7.70,1071,7851,21.42,2.92,4.83,20.35,71.72,17.66,16.94
2018,121311103,111020949,10290154,0,58371761,58000393,371368,62939341,500,8011795,0,0,35769759,19535900,16233859,5146047,11087813,11109868,8627690,-808245,10430386,-7016881,0,0,0,31.00,24.12,-2.67,8.19,4.04,11745.56,191.41,92.74,0,45.38,0.29,17.76,13.82,9.01,7.01,1084,8808,14.58,1.79,3.52,13.80,53.52,11.42,10.94
