구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,252048100,110761411,141286689,0,68781171,28210490,40570682,183266928,500,13737238,0,0,172996579,95274029,77722550,50320836,27401714,26390586,22414155,19543478,-12592713,-8199469,150,2039259,0,12.96,10.21,20.42,48.00,21.23,392.62,37.53,0.67,44.93,0.71,15.73,12.87,11.27,9.22,1647,13389,13.66,1.68,1.79,10.24,13.18,11.74,9.20
2017,234077006,95778364,138298641,0,68924832,25779649,43145184,165152174,500,13734238,0,0,156963801,87760413,69203388,46447360,22756027,19474775,15144223,22376411,-27920367,8193236,100,1373330,0,9.65,18.49,-11.45,-13.68,18.36,371.53,41.73,0.40,44.09,0.70,14.34,9.54,10.13,6.74,1146,11856,22.08,2.13,2.21,15.11,11.10,15.99,12.12
2016,215065816,94887753,120178064,0,62835108,32186173,30648936,152230708,500,13720858,0,0,132468197,70637045,61831152,36133125,25698027,22655348,17544912,11726509,-14201765,4181487,100,1371992,0,13.24,29.97,32.38,21.37,32.34,294.81,41.28,0.34,46.68,0.67,18.07,12.34,13.02,8.89,1280,10911,22.97,2.69,3.04,17.24,15.35,16.09,13.11
2015,179799993,77483141,102316852,0,47577828,18186007,29391821,132222165,500,13714078,0,0,101920703,56521340,45399363,25986906,19412457,18937178,14455366,22559059,-24527916,-58516,0,0,0,14.18,6.60,7.11,0.81,26.10,426.06,35.98,0,44.54,0.59,15.47,11.52,11.31,8.42,1077,9629,31.61,3.54,4.56,20.86,13.83,24.07,17.30
2014,163510080,76741195,86768885,0,44701949,13389721,31312228,118808130,500,9099289,0,0,95608058,55188480,40419578,22295901,18123677,17025685,14339779,17845211,-8616780,6843778,0,0,0,15.00,15.38,-2.33,-23.08,25.49,573.14,37.63,0,42.28,0.63,16.25,12.85,11.89,9.41,1595,12925,39.56,4.88,5.99,26.76,15.88,31.81,23.02
2013,141414881,61117139,80297742,0,37095537,13527568,23567969,104319344,500,9053259,0,0,82862590,47629446,35233143,16676254,18556889,22442973,18641928,16190153,-35898430,27114476,0,0,0,22.50,24.51,133.83,113.18,73.15,451.80,35.56,0,42.52,0.71,21.48,21.58,15.90,15.97,2083,11391,19.94,3.65,4.49,14.91,18.49,20.68,15.45
2012,92046142,36513202,55532940,0,23609341,12457377,11151963,68436801,500,8069634,0,0,66549430,43918976,22630454,14694285,7936169,10276874,8744728,5102430,-13605120,1630190,0,0,0,13.14,27.49,-11.55,15.05,19.78,293.11,34.50,0,34.01,0.76,12.43,13.69,9.09,10.02,1088,8481,0,0,0,0,9.55,1.40,0.84
2011,82529827,37585778,44944049,0,23231058,14917827,8313231,59298769,500,8019454,0,0,52198327,32472115,19726212,10753327,8972885,8998354,7600639,9402862,-1931454,-2332875,0,0,0,14.56,38.03,42.56,23.66,23.35,251.95,39.18,0,37.79,0.67,16.30,13.81,11.45,9.70,954,7394,0,0,0,0,14.08,0.33,0.23
2010,74149211,43098853,31050357,0,23336747,10408366,12928381,50812464,500,4411006,0,0,37815901,23134656,14681245,8387067,6294178,6350124,6146517,5567046,-12550623,7494819,0,0,0,16.25,0,0,0,13.73,414.08,45.93,0,38.82,0,0,0,0,0,1435,11519,0,0,0,0,0,0.00,0.00
2009,60913984,27900486,33013498,0,26757062,9550353,17206709,34156922,500,4056202,0,0,36681047,21986752,14694295,7185081,7509214,7786420,8615067,5003951,-11961162,3397146,0,0,0,23.49,101.33,349.12,흑전,8.22,292.14,78.34,0,40.06,0.70,29.61,33.98,14.29,16.39,2220,8421,0,0,0,0,21.75,1.12,0.80
