구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,33356898,7741673,25615225,0,46347833,39755246,6592586,-12990935,500,8082358,0,0,22076348,18065054,4011294,7035368,-3024074,-8201967,-8872254,2365805,-2915803,1858214,0,0,0,-40.19,-5.91,적지,적지,0,19.47,완전잠식,0,18.17,0.63,완전잠식,완전잠식,-8.67,-25.42,-1159,-1503,0,0,3.46,0,-21.10,0,55.28
2017,36440185,9268996,27171188,0,50148866,39474047,10674819,-13708682,500,6823171,0,0,23463195,19950366,3512829,7003532,-3490704,-2664663,-2812998,3027636,-730359,-2176010,0,0,0,-11.99,-10.79,적지,적지,0,23.48,완전잠식,0,14.97,0.62,완전잠식,완전잠식,-9.19,-7.41,-400,-2080,0,0,2.95,27.78,-15.59,0,59.24
2016,39504661,12047212,27457449,0,42038498,34445198,7593300,-2533837,500,6219491,0,0,26299773,23038311,3261462,7742491,-4481029,-8295793,-8833130,2749989,-2236870,-115940,0,0,0,-33.59,10.53,적지,적지,0,34.98,완전잠식,0,12.40,0.62,-1321.29,-2604.56,-10.51,-20.71,-1459,-407,0,0,2.85,0,-14.20,0,504.49
2015,45803243,11260669,34542574,0,42591123,27142657,15448466,3212119,500,6710967,0,0,23794011,21389308,2404703,7551553,-5146850,-11259749,-11596019,-294393,1788509,-1544865,0,0,0,-48.74,-14.98,적전,적전,0,41.49,1325.95,0,10.11,0.46,-71.83,-161.83,-10.04,-22.62,-1945,539,0,29.41,3.97,0,-12.20,0,0
2014,56723917,16595549,40128368,0,45605148,27908151,17696997,11118770,500,4961067,0,0,27987297,18157048,9830249,7895945,1934304,179904,175598,-161369,-4675780,4982318,0,0,0,0.63,118.13,23.76,-73.87,0.90,59.46,410.16,0,35.12,0.55,18.48,1.68,3.83,0.35,35,2087,260.44,4.31,1.67,8.73,4.57,38.94,10.58
2013,44230388,7792018,36438370,0,34417355,17486061,16931294,9813034,500,5194400,0,0,12830495,7983496,4846999,3284105,1562894,544533,672068,-332275,-3982337,3103563,0,5972,0,5.24,6.01,-12.32,-16.96,0.93,44.56,350.73,0,37.78,0.32,16.55,7.12,3.95,1.70,129,1889,0,0,0,0,6.23,17.48,6.10
2012,34934140,5409351,29524788,0,25858924,7565532,18293392,9075216,5000,519440,0,0,12103452,7677455,4425997,2643487,1782510,900835,809306,1257413,-6569528,6510033,0,5972,0,6.69,25.66,-8.85,1.65,1.48,71.50,284.94,0,36.57,0.39,23.16,10.51,5.68,2.58,1628,17471,0,0,0,0,6.00,12.75,5.59
2011,27838230,2997832,24840398,0,21518113,7448881,14069232,6320117,5000,475000,0,0,9631951,5585682,4046269,2090641,1955628,470767,796177,1746455,-13589167,9444855,0,3750,0,8.27,145.66,162.12,140.01,1.68,40.25,340.47,0,42.01,0.42,34.17,13.91,8.59,3.50,1676,13306,0,0,0,0,17.57,9.72,4.85
2010,17704057,4435275,13268783,0,12578846,4940385,7638462,5125211,5000,475000,0,0,3920840,1982510,1938330,1192236,746094,376088,331720,2499056,-10383614,10548526,0,3750,0,8.46,0,0,0,1.93,89.78,245.43,0,49.44,0,0,0,0,0,2178,10790,0,0,0,0,0,10.02,5.14
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
