구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,61196049,25866252,35329797,0,38636027,36824941,1811086,22560022,500,6000000,0,0,77535515,68288315,9247200,6334667,2912533,1225143,1019198,5595601,-2940833,-1740536,50,179225,17.58,3.76,1.31,39.69,흑전,53.22,1.97,70.24,171.26,2.54,11.93,1.27,12.82,4.49,4.77,1.67,170,3760,11.60,0.52,0.15,3.11,6.50,11.73,6.00
2010,72656548,24254855,48401694,0,33222282,25869170,7353112,39434267,500,6000000,0,0,92610576,76770029,15840547,6861165,8979382,9126479,7385341,12707198,-2720909,-7227183,100,600000,8.12,9.70,7.97,0,0,0,7.81,93.76,84.25,1.94,17.10,0,0,0,0,0,1231,6569,4.18,0.78,0.33,2.99,0,4.96,3.74
2011,91828914,35773213,56055701,0,51828725,45308317,6520408,40000189,500,6000000,0,0,88289560,80834771,7454789,7587203,-132414,1374754,406399,-2222528,-8683451,10362034,50,182000,42.05,-0.15,0.46,-4.67,적전,-94.50,0,78.96,129.57,1.86,8.44,1.07,-0.33,1.02,-0.16,0.49,72,6667,37.29,0.40,0.18,4.79,-0.07,0,15.14
2012,76497227,24660126,51837101,0,33870199,26061390,7808809,42627028,500,6000000,0,0,137309465,121060925,16248540,8973192,7275348,5153170,3462932,14925691,-569059,-13156044,100,600000,17.16,5.30,2.52,55.52,흑전,752.10,7.01,94.62,79.46,1.95,11.83,1.63,17.61,8.38,8.64,4.11,583,7110,8.80,0.72,0.22,4.39,9.17,5.95,4.01
2013,72673320,24419371,48253949,0,25596609,19235073,6361535,47076711,500,6000000,0,0,146331345,125530786,20800560,14989584,5810975,3966108,3599520,6931156,-1057164,-8337698,100,600000,16.64,3.97,2.46,6.57,-20.13,3.94,15.17,126.95,54.37,1.55,14.21,1.96,12.96,8.03,7.79,4.83,601,7851,10.77,0.82,0.27,5.46,11.17,7.65,4.77
2014,83318947,32752096,50566851,0,29887145,23509856,6377289,53431802,500,6000000,0,0,137443780,115913777,21530003,15643678,5886325,7628571,6697180,4925301,-3617335,-1217969,100,600000,9.01,4.28,4.87,-6.07,1.30,86.06,13.27,139.31,55.94,1.66,15.66,1.76,11.71,13.33,7.55,8.59,1110,8904,5.41,0.67,0.26,3.82,10.46,7.07,4.80
2015,78358394,27498181,50860212,0,20169867,14183854,5986013,58188527,500,6000000,0,0,115714410,98876043,16838367,12589995,4248372,5839208,5137487,12453913,-2152432,-6054620,120,720000,14.06,3.67,4.44,-15.81,-27.83,-23.29,18.91,193.87,34.66,0.88,14.55,1.43,7.61,9.21,5.26,6.36,854,9695,15.93,1.40,0.71,9.39,7.54,19.21,10.44
2016,83807458,36983830,46823628,0,20954348,15130310,5824037,62853110,500,6000000,0,0,98172878,82835849,15337029,11097386,4239643,6937386,5798153,9962734,97137,-1585524,120,720000,12.43,4.32,5.91,-15.16,-0.21,12.86,34.86,244.44,33.34,1.51,15.62,1.21,7.01,9.58,5.23,7.15,965,10471,8.23,0.76,0.49,5.05,8.05,11.24,6.05
2017,79676217,35904272,43771946,0,16385955,10703006,5682949,63290262,500,6000000,0,0,108784102,91789121,16994981,12162810,4832172,3015660,2770083,4149759,-478177,-2023830,150,900000,32.56,4.44,2.55,10.81,13.98,-52.22,67.59,335.46,25.89,1.57,15.62,1.33,7.66,4.39,5.91,3.39,461,10543,20.79,0.91,0.53,10.54,10.95,11.90,7.65
2018,78444968,40052429,38392539,0,13679036,10566484,3112552,64765932,500,6000000,0,0,87691023,76811899,10879124,9884995,994129,1540839,1600869,2845243,-7824953,-2909210,100,600000,37.62,1.13,1.83,-19.39,-79.43,-42.21,165.66,379.05,21.12,1.39,12.41,1.11,1.55,2.50,1.26,2.02,266,10788,27.16,0.67,0.49,10.67,2.52,43.61,12.54
