구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,14586476,5438144,9148332,0,5560957,4739483,821474,9025520,5000,620000,0,0,16404913,10923207,5481706,3567446,1914260,1884844,2342722,1712522,-682271,-910645,0,0,0,14.28,7.61,43.28,93.59,25.24,114.74,61.61,0,33.42,1.16,24.37,29.83,13.58,16.62,0,0,0,0,0,0,28.29,0.71,0.47
2017,13600494,4773168,8827326,0,6917696,5720397,1197299,6682797,5000,620000,0,0,15244803,10225819,5018984,3682956,1336029,1197167,1210125,2480036,-854473,-892240,0,0,0,7.94,-3.77,-32.38,47.64,11.68,83.44,103.51,0,32.92,1.15,21.98,19.91,10.07,9.12,0,0,0,0,0,0,15.73,1.59,0.86
2016,12929779,3638143,9291636,0,7457107,6276937,1180170,5472672,5000,620000,0,0,15841514,10325143,5516371,3540464,1975907,1396000,819648,2601522,-438966,-2820276,0,0,0,5.17,-1.57,82.40,53.43,11.04,57.96,136.26,0,34.82,1.14,39.20,16.26,14.26,5.92,0,0,0,0,0,0,11.69,2.03,1.28
2015,14783521,4887943,9895578,0,10174453,8896483,1277970,4609068,5000,620000,0,0,16094929,11632581,4462348,3379062,1083286,405889,534223,3232586,-1242926,-1423456,0,0,0,3.32,8.76,-16.33,43.35,4.41,54.94,220.75,0,27.73,1.04,24.95,12.30,7.02,3.46,0,0,0,0,0,0,12.94,5.34,2.33
2014,16067540,5914351,10153189,0,11992695,11101178,891517,4074845,5000,620000,0,0,14798487,10466547,4331940,3037300,1294640,264082,372678,1801330,-1225584,-703846,0,0,0,2.52,-3.15,45.08,14.70,3.60,53.28,294.31,0,29.27,0.92,33.25,9.57,8.03,2.31,0,0,0,0,0,0,15.72,5.86,2.84
2013,16195252,5307026,10888226,0,12482143,11500987,981157,3713108,5000,620000,0,0,15279552,11623275,3656277,2763921,892356,316281,324912,2430677,-1058026,-1153861,0,0,0,2.13,-5.10,-26.41,-14.76,1.90,46.14,336.16,0,23.93,0.92,24.19,8.81,5.36,1.95,0,0,0,0,0,0,7.50,9.25,3.57
2012,17104274,5754715,11349559,0,13440660,12463076,977584,3663614,5000,674015,0,0,16100856,12187796,3913061,2700486,1212575,335908,381192,1922736,-877341,-1049652,0,0,0,2.37,-3.68,6.14,49.38,1.66,46.17,366.87,0,24.30,0.92,34.77,10.93,6.91,2.17,0,0,0,0,0,0,10.40,7.90,3.62
2011,18016172,5965905,12050268,0,14705877,13838118,867759,3310295,5000,674015,0,0,16715208,13035238,3679970,2537523,1142448,290262,255187,2082808,-1470870,-852393,0,0,0,1.53,-10.14,-9.70,20.50,1.26,43.11,444.25,0,22.02,0.91,35.85,8.01,6.19,1.38,0,0,0,0,0,0,7.25,9.38,3.90
2010,18905402,6210506,12694896,0,15842666,14541196,1301470,3062736,5000,674015,0,0,18600580,14986188,3614392,2349194,1265198,226553,211779,2508152,-949055,-1389120,0,0,0,1.14,29.72,20.46,흑전,1.38,42.71,517.27,0,19.43,0.94,42.74,7.15,6.41,1.07,0,0,0,0,0,0,8.05,9.06,3.88
2009,20597203,6638444,13958760,0,17738913,16494414,1244499,2858290,5000,674015,0,0,14339457,10940604,3398853,2348560,1050293,-507270,-421049,1511335,-1418869,-161925,0,0,0,-2.94,-21.99,-17.41,적지,1.03,40.25,620.61,0,23.70,0.69,34.07,-13.66,5.06,-2.03,0,0,0,0,0,0,5.56,12.58,5.05
