구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,1473336013,481016127,992319886,0,821335693,376759959,444575734,652000320,5000,20804655,0,0,841771632,667436696,174334936,84972300,89362636,60285492,52291712,111580333,-139031901,89744930,600,12482793,25.54,10.62,6.21,-8.97,-1.35,흑전,4.25,127.67,125.97,5.69,20.71,0.60,14.68,8.59,6.42,3.76,2350,17632,4.49,0.60,0.26,2.55,8.68,9.12,6.43
2010,2088211197,605104192,1280884941,202222067,1415262499,622737795,792524705,672948698,5000,20804655,0,0,894638953,707185211,187453742,86395413,101058329,86416033,63228125,9803544,-433766469,410339979,500,10402328,38.05,11.30,7.07,0,0,0,3.77,97.17,210.31,5.64,20.95,0,0,0,0,0,1314,17598,6.74,0.50,0.21,3.00,0,13.87,10.37
2011,2257628667,769804369,1408540191,79284107,1604054493,792716253,811338240,653574174,2500,41609310,0,0,1028406975,871612650,156794325,105548552,51245773,5962894,-1018615,-155207217,-122679085,186921073,200,8322000,0,4.98,-0.10,14.95,-49.29,적전,1.24,97.11,245.43,7.30,15.25,0.47,7.73,-0.15,2.36,-0.05,-244,8596,0,0.32,0.11,2.63,-0.51,32.80,16.05
2012,2224876903,548493569,1399465562,276917773,1590174869,866085415,724089454,634702034,2500,41609310,0,0,1079338906,910230872,169108034,124410912,44697122,8856548,4668057,78739576,-51069282,18568287,0,0,0,4.14,0.43,4.95,-12.78,흑전,0.94,63.33,250.54,0,15.67,0.48,6.94,0.72,1.99,0.21,-284,7941,0,0.31,0.09,1.80,1.28,36.72,14.55
2013,2279635167,777916346,1378668993,123049826,1616182374,829902614,786279761,663452792,2500,41609310,0,0,1136324559,936176460,200148099,124277137,75870963,36135294,24927839,41202584,-44055458,631063,25,1040233,12.14,6.68,2.19,5.28,69.74,434.01,1.79,93.74,243.60,0.80,17.61,0.50,11.69,3.84,3.37,1.11,206,8500,15.25,0.37,0.11,1.60,2.82,22.14,11.29
2014,2157864369,591730394,1317334276,248799699,1558388943,826735999,731652943,599475427,2500,41609310,0,0,1178011589,1016537410,161474179,132091799,29382380,-21698212,-41167970,139776998,-37810477,-83919666,0,0,0,2.49,-3.49,3.67,-61.27,적전,0.78,71.57,259.96,0,13.71,0.53,4.65,-6.52,1.32,-1.86,-943,8920,0,0.23,0.07,2.28,3.34,50.05,13.78
2015,2170261009,668058939,1312372520,189829550,1574133473,917049116,657084357,596127536,2500,41609310,0,0,1156771667,959156067,197615600,125200818,72414782,9956111,78554,80723289,-72574643,-19157093,0,0,0,6.26,0.01,-1.80,146.46,흑전,2.07,72.85,264.06,0,17.08,0.53,12.11,0.01,3.35,0.00,-107,9207,0,0.33,0.11,1.73,0.03,19.95,9.63
2016,1904532338,589860224,1268750904,45921210,1313030904,795721329,517309574,591501434,2500,41609310,0,0,1131454264,985553281,145900983,103839404,42061578,-977239,-1438449,200755873,-18656362,-204164675,0,0,0,3.72,-0.13,-2.19,-41.92,적전,1.30,74.13,221.98,0,12.89,0.56,7.08,-0.24,2.06,-0.07,5,9248,485.22,0.29,0.10,1.44,4.15,28.01,9.93
2017,1915712278,553874256,1236020805,125817217,1270092233,712710111,557382122,645620045,2500,41609310,0,0,1034625039,856870815,177754225,107968577,69785648,59539830,40872689,116132176,-29601631,-52524509,25,1040233,3.90,6.75,3.95,-8.56,65.91,흑전,2.36,77.71,196.72,1.02,17.18,0.54,11.28,6.61,3.65,2.14,641,9866,3.82,0.25,0.10,1.01,3.48,16.95,8.23
2018,2014259668,670504839,1234888230,108866599,1346709029,794668623,552040405,667550639,2500,41609310,0,0,1109066894,903107148,205959745,81874317,124085429,91347533,61526647,85487292,-35955475,-10595511,50,2080466,6.00,11.19,5.55,7.20,77.81,50.53,4.11,84.38,201.74,1.77,18.57,0.56,18.90,9.37,6.31,3.13,833,10793,3.39,0.26,0.11,1.08,6.08,9.26,5.80
