구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,104464541,47611890,56852651,0,14862331,14755331,107000,89602210,500,11634263,0,0,86145918,0,86145918,67270094,18875824,21215319,16668712,9679520,-6097101,-660256,390,4291663,0,19.35,5.90,22.10,388.83,2551.82,322.68,16.59,2.15,100.00,0.85,22.84,20.17,18.67,16.49,1433,8265,12.67,2.20,2.45,11.24,157.80,11.19,10.06
2017,97757060,40450482,57306578,0,22049707,22049707,0,75707353,500,11634263,0,0,81347113,0,81347113,65887666,15459447,4356714,3409905,15875730,-24088259,-1320512,60,660256,0,4.19,10.37,15.44,-67.28,966215.43,183.45,29.12,0.28,100.00,0.90,20.69,4.56,17.11,3.77,293,7083,72.84,3.01,3.05,44.30,127.02,16.07,14.07
2016,82955433,29907293,53048140,0,9206276,9206276,0,73749157,500,11634263,0,0,73701173,28108534,45592639,32200336,13392303,12857989,10420313,13159052,-47107,-990384,120,1320512,0,14.14,7.60,30.49,19.94,26572.03,324.86,12.48,0.68,61.86,0.95,19.42,15.11,17.27,13.43,896,6909,19.65,2.55,2.78,16.90,81.82,15.29,13.57
2015,72172003,22695962,49476041,0,8007290,8007290,0,64164713,500,11634263,0,0,68496029,30689556,37806474,27543240,10263234,11064106,8687623,10960225,-5659057,-4545756,90,990384,0,12.68,23.86,141.59,167.24,1642.12,283.44,12.48,0.39,55.20,0.99,16.56,14.02,14.85,12.57,747,6097,30.80,3.77,3.91,26.86,72.91,26.07,23.19
2014,66036602,49175095,16861507,0,6250389,6250389,0,59786213,500,11634263,0,0,55301566,27038045,28263521,24015330,4248191,4263858,3250821,4531701,-5745081,-4646540,80,903505,0,5.88,5.91,-31.83,-33.54,1230.65,786.75,10.45,0.71,51.11,0.83,7.02,5.37,6.40,4.90,279,5442,40.08,2.06,2.36,29.65,30.67,30.67,24.16
2013,66650097,55868038,10782060,0,5426618,5393618,33000,61223480,500,11634263,0,0,52214408,27011234,25203174,18971857,6231317,6314503,4891286,4799247,-26242633,25979551,100,1163426,0,9.37,6.95,12.22,1.90,216.95,1035.82,8.86,0.88,48.27,1.00,13.76,10.80,11.98,9.40,452,5262,25.13,2.16,2.35,20.93,51.28,21.19,18.31
2012,37418348,27827882,9590466,0,8052642,7043947,1008695,29365706,500,8888119,0,0,48822488,25809687,23012801,17459805,5552996,6180643,4800243,4367099,-15652632,10525283,0,0,0,9.83,16.41,-20.71,-6.32,98.64,395.06,27.42,0,47.14,1.62,26.47,22.88,18.43,15.93,561,3304,26.10,4.43,2.57,21.73,63.90,23.45,19.98
2011,22849564,15431438,7418127,0,10258920,8583596,1675324,12590645,500,6369930,0,0,41938612,20841764,21096847,14093716,7003131,6898069,5123906,2282248,-1345128,-172065,0,0,0,12.22,33.72,147.89,128.64,58.89,179.78,81.48,0,50.30,2.06,70.51,51.59,34.41,25.17,809,1977,0,0,0,0,145.22,0.00,0.00
2010,17858174,11004199,6853975,0,10585010,7860275,2724735,7273164,500,6271930,0,0,31362632,18288552,13074080,10248971,2825109,2878837,2241004,4317025,-4072808,2283286,0,0,0,7.15,0,0,0,27.68,140.00,145.54,0,41.69,0,0,0,0,0,389,1160,0,0,0,0,0,0.00,0.00
2009,9561618,6686557,2875061,0,5402584,4709865,692719,4159034,500,5300000,0,0,20460955,13371087,7089868,6371431,718437,872501,702781,3850373,-157197,-160000,0,0,0,3.43,0,0,0,18.16,141.97,129.90,0,34.65,0,0,0,0,0,133,785,0,0,0,0,0,0.00,0.00
