구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,6911640,5916660,994980,0,5441453,5298930,142523,1470187,5000,118832,0,0,3434885,2529643,905242,625784,279458,233247,177317,-1133234,-95954,6281435,0,0,0,8.14,5.16,0,0,0,19.88,111.66,370.12,0,26.35,0,0,0,0,0,1628,8576,0,0,0,0,0,0.00,0.00
2013,7057988,2894732,4163256,0,5703916,5703916,0,1354072,5000,118832,0,0,3875224,2485222,1390002,1409503,-19501,-219504,-255361,44484,-3268723,-8889,0,0,0,-0.50,-6.59,12.82,적전,적전,0,50.75,421.24,0,35.87,0.55,-1.38,-18.08,-0.28,-3.66,-1490,7899,0,0,0,0,-0.80,0,13.72
2014,7704928,3600791,4104137,0,522874,522874,0,7182054,500,1714320,0,0,4690803,2733130,1957673,1595576,362097,224653,208078,783832,-312009,0,0,0,0,7.72,4.44,21.05,흑전,흑전,1.80,688.65,7.28,0,41.73,0.64,8.48,4.88,4.91,2.82,154,4189,107.35,3.94,4.76,46.06,7.34,78.12,44.27
2015,22173331,15123969,7049363,0,614801,614801,0,21558531,500,2074820,0,0,5387371,2644811,2742561,2181181,561380,627575,615403,-841172,-11514546,13731692,0,0,0,10.42,11.42,14.85,55.04,195.76,0,2459.98,2.85,0,50.91,0.36,3.91,4.28,3.76,4.12,350,10391,88.02,2.96,10.05,58.07,10.05,113.83,72.72
2016,29696857,21277444,8419413,0,644517,644517,0,29052341,500,2329649,0,0,5097702,3074925,2022776,2704432,-681656,-434592,-479523,-1503151,-259865,8020492,0,0,0,-13.37,-9.41,-5.38,적전,적전,0,3301.30,2.22,0,39.68,0.20,-2.69,-1.89,-2.63,-1.85,-226,12471,0,3.73,19.35,0,-10.66,0,0
2017,57234562,38301485,18933077,0,22485355,1460542,21024813,34749207,500,6670932,0,0,4670448,3937341,733107,3987537,-3254430,-3181769,-2178409,-2135815,-1653799,30532222,0,0,0,-69.68,-46.64,-8.38,적지,적지,0,2622.42,64.71,0,15.70,0.11,-10.20,-6.83,-7.49,-5.01,-363,5211,0,7.14,47.75,0,-27.69,0,0
2018,67542860,11657734,55885127,0,32637825,1647859,30989966,34905035,500,21151414,0,0,7510794,6347775,1163019,6248702,-5085683,-6282995,-5365781,-4943191,-34592250,10549685,0,0,0,-67.71,-71.44,60.82,적지,적지,0,707.45,93.50,0,15.48,0.12,-14.60,-15.41,-8.15,-8.60,-259,1651,0,3.72,16.96,0,-40.77,0,0
