구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,187812629,75325405,112487224,0,97737400,89327971,8409429,90075229,500,49624189,0,0,136595300,122536264,14059037,15103531,-1044494,-32876115,-28445678,-13294713,-8169183,6217754,0,0,0,-20.82,1.04,적지,적지,0,84.32,108.51,0,10.29,0.69,-1.06,-28.77,-0.53,-14.37,-466,1549,0,1.61,0.89,0,-1.08,0,45.72
2017,208058303,78175789,129882514,0,100367615,73471288,26896327,107690687,500,48498486,0,0,135191558,131160374,4031184,16400732,-12369548,-24855925,-23602051,-15250032,-7625214,25745110,0,0,0,-17.46,54.85,적전,적지,0,106.40,93.20,0,2.98,0.62,-11.27,-21.51,-5.66,-10.81,-307,1932,0,1.99,1.38,0,-15.55,0,0
2016,228758317,88602867,140155450,0,116988676,106693339,10295337,111769640,500,48498486,0,0,87302967,75002299,12300668,12128894,171774,-1761268,-1896521,3288372,-11978430,19604477,0,0,0,-2.17,-63.20,-87.05,적전,0.16,83.04,104.67,0,14.09,0.47,0.18,-1.97,0.09,-1.01,-41,2038,0,3.86,4.12,0,0.33,2433.02,425.43
2015,146338755,57623469,88715287,0,65439447,54386273,11053174,80899308,1000,19119243,0,0,237222890,178239093,58983797,57657130,1326666,13397246,9223597,-2663712,-86902095,87337649,0,0,0,3.89,2.50,-39.30,흑전,0.43,105.95,80.89,0,24.86,1.21,1.26,8.79,0.68,4.72,504,4235,6.15,0.73,0.25,4.43,0.89,58.58,15.34
2014,244886480,149961809,94924671,0,115915632,85772868,30142764,128970849,1000,19119243,0,0,231446314,175450887,55995427,53809936,2185491,-71974,-237860,-6344996,-13004183,20104756,0,0,0,-0.10,123.74,-33.99,적전,0.70,174.84,89.88,0,24.19,1.34,2.26,-0.25,1.26,-0.14,37,3433,40.50,0.44,0.12,6.60,6.96,66.14,24.71
2013,101592603,66494275,35098328,0,36795801,28060377,8735424,64796802,1000,19119243,0,0,103442134,89450125,13992010,10681092,3310917,1829522,1630750,14551567,-11827159,3836839,0,0,0,1.58,21.24,150.53,178.10,6.18,236.97,56.79,0,13.53,1.08,5.16,2.54,3.46,1.70,85,3393,20.75,0.52,0.33,13.53,6.63,10.22,8.09
2012,89766075,53533329,36232746,0,26263800,20807441,5456359,63502275,1000,19119243,0,0,85322569,74514327,10808243,9486661,1321582,623186,586385,2753017,-281965,6477044,0,0,0,0.69,-19.88,-59.19,-77.30,1.71,257.28,41.36,0,12.67,0.97,2.20,0.98,1.50,0.67,37,3325,53.57,0.60,0.37,20.14,2.43,28.72,16.54
2011,86353051,49443117,36909934,0,29675945,23686842,5989103,56677106,1000,15208965,0,0,106495363,89277042,17218321,13979880,3238440,3893758,2583332,11916353,11247600,-19752117,40,606000,0,2.43,13.98,15.55,19.12,2.80,208.74,52.36,1.92,16.17,1.08,5.80,4.63,3.29,2.63,170,3731,12.25,0.56,0.30,7.46,3.75,11.76,7.78
2010,110345912,71241513,39104399,0,55343796,50813950,4529846,55002116,1000,15208965,0,0,93434519,77705430,15729089,12926508,2802581,1455683,2168624,-4298360,-8783288,12543599,40,606079,0,2.32,0,0,0,2.01,140.20,100.62,2.00,16.83,0,0,0,0,0,143,3621,14.03,0.55,0.33,8.23,0,18.35,11.88
2009,79367993,48300849,31067144,0,34641381,32265845,2375536,44726612,1000,15208965,0,0,73150221,63694152,9456069,9093872,362197,-839006,-680366,-82839,-938951,-109768,20,303039,0,-0.93,-2.47,-38.88,적전,0.36,149.70,77.45,1.42,12.93,0.91,0.80,-1.50,0.45,-0.85,-45,2946,0,0.48,0.29,24.71,0.57,104.43,19.80
