구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,18702972,7178926,11524047,0,2133610,1978664,154947,16569362,500,15832549,0,0,19622961,14632595,4990366,4723418,266948,388093,150987,-1805220,3323159,-2800000,0,0,0,0.77,37.35,흑전,흑전,43.62,362.82,12.88,0,25.43,0.95,1.62,0.91,1.29,0.73,10,1047,235.41,2.15,1.81,65.86,2.11,133.15,54.21
2017,22697733,12138200,10559533,0,6208915,6127904,81011,16488817,500,15832549,0,0,14286729,11025628,3261100,3756383,-495282,-1105018,-2265142,-63763,-573956,790153,0,0,0,-15.85,2.72,적전,적지,0,198.08,37.66,0,22.83,0.65,-2.98,-13.62,-2.25,-10.27,-142,1041,0,2.55,2.95,0,-10.13,0,0
2016,21420375,12665956,8754420,0,4639002,4507553,131449,16781373,500,15832549,0,0,13909022,10858426,3050596,2147824,902772,3159224,-6225442,-2836358,1880127,27417,0,0,0,-44.76,-50.86,88.75,적전,12.78,280.99,27.64,0,21.93,0.44,3.83,-26.42,2.83,-19.54,-393,1181,0,2.51,3.38,0,1.84,52.00,32.51
2015,42294543,17783384,24511159,0,11951148,10980851,970297,30343394,500,15832549,0,0,28305620,20621836,7683784,7205485,478299,8968562,8629167,-1452896,7523289,-8894951,20,297954,0,30.49,26.58,-75.79,123.54,6.27,161.95,39.39,0.48,27.15,0.71,1.80,32.45,1.19,21.51,559,2033,7.42,2.04,2.32,6.74,3.96,137.52,47.85
2014,37934587,19218710,18715877,0,15087302,14126186,961115,22847285,500,15832549,0,0,22362585,15036345,7326240,5350716,1975524,2960851,3860217,2364819,2024573,-3006097,30,446932,0,17.26,0.73,92.44,463.33,7.88,136.05,66.04,0.97,32.76,0.68,10.42,20.36,5.99,11.71,219,1413,14.11,2.19,2.19,11.45,28.92,26.08,18.54
2013,28014609,13634030,14380579,0,12938817,8601456,4337362,15075791,500,15832549,0,0,22200002,15780276,6419726,5393167,1026559,694656,685250,18993,-817163,534902,0,0,0,3.09,140.89,흑전,흑전,3.38,158.51,85.83,0,28.92,0.80,6.87,4.58,3.69,2.47,43,1106,70.47,2.76,2.18,39.90,16.95,49.63,32.84
2012,27561464,17732940,9828524,0,12730372,8273733,4456639,14831092,500,15832549,0,0,9215652,7234629,1981023,5402246,-3421223,-3050464,-3050464,147357,-1168426,-594778,0,0,0,-33.10,120.05,적지,적지,0,214.33,85.84,0,21.50,0.49,-33.94,-30.26,-18.18,-16.21,-274,1105,0,2.06,2.75,0,-59.19,0,0
2011,10069904,7978320,2091584,0,4739047,4563225,175822,5330857,500,8671043,0,0,4188072,3202502,985570,4095116,-3109545,-1748311,-1748311,-2531221,5029265,-1405460,0,0,0,-41.75,-35.09,적전,적지,0,174.84,88.90,0,23.53,0.37,-59.71,-33.57,-27.45,-15.44,-224,622,0,2.88,3.34,0,-48.67,0,0
2010,12582092,10605854,1976238,0,7497464,7268730,228734,5084628,500,7188473,0,0,6451767,2689314,3762453,3668895,93558,-258927,-258927,-938695,-88901,400000,0,0,0,-4.01,0,0,0,0.45,145.91,147.45,0,58.32,0,0,0,0,0,-36,716,0,2.41,1.92,0,0,197.76,56.93
2009,12000293,6783546,5216747,0,7484789,7313467,171322,4515504,500,7188473,0,0,6190583,2433777,3756805,3342198,414607,133074,133074,791546,-444412,0,0,0,0,2.15,5.00,-3.29,10.77,1.14,92.75,165.76,0,60.69,0.52,9.31,2.99,3.50,1.12,19,637,87.51,2.54,1.88,35.03,5.18,40.34,27.24
