구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,271305638,104579171,166726467,0,239693321,35304776,204388545,31612318,500,10991011,0,0,69745373,52151609,17593763,9600778,7992985,5546321,3101703,-39629874,4217420,41845110,0,0,0,11.46,4.45,70.39,흑전,흑전,2.84,296.22,758.23,0,25.23,0.29,24.28,9.42,3.30,1.28,282,2884,14.88,1.46,0.66,4.42,7.06,12.93,6.74
2010,220680872,46503308,174177564,0,181461726,21866366,159595361,39219146,500,10991011,0,0,126923539,102403859,24519680,11874420,12645260,5634185,6563300,67491441,-4073069,-48160000,0,0,0,9.96,5.17,0,0,0,3.16,212.67,462.69,0,19.32,0,0,0,0,0,597,3577,4.12,0.69,0.21,2.87,0,2.14,1.74
2011,216189473,38132596,178056877,0,182580476,21938269,160642207,33608997,500,10991011,0,0,20976519,13893768,7082751,9634226,-2551475,-6137884,-5642555,-15191135,-2466355,2200000,0,0,0,-12.16,-26.90,-83.47,적전,적전,0,173.82,543.25,0,33.77,0.10,-7.01,-15.50,-1.17,-2.58,-513,3066,0,0.69,1.11,0,-6.71,0,424.05
2012,228851358,50814897,178036462,0,197969563,34339698,163629865,30881795,500,10991011,0,0,27485841,19829502,7656339,8311288,-654949,-3538609,-2580773,-7606903,-34940,8100981,0,0,0,-2.38,-9.39,31.03,적지,적지,0,147.98,641.06,0,27.86,0.12,-2.03,-8.00,-0.29,-1.16,-235,2818,0,1.00,1.13,362.32,-1.08,0,24.99
2013,240062684,62864083,177198601,0,213147328,45767092,167380237,26915356,500,10991011,0,0,20759915,12931160,7828755,9158979,-1330223,-5210729,-4055171,-18015523,855188,9495987,0,0,0,-6.41,-19.53,-24.47,적지,적지,0,137.36,791.92,0,37.71,0.09,-4.60,-14.03,-0.57,-1.73,-369,2457,0,1.83,2.39,0,-1.88,0,101.47
2014,320110538,73674091,246436447,0,273118591,94924768,178193824,46991947,500,10991011,0,0,47198563,24274019,22924545,12798863,10125681,3154587,2953830,34283741,-24006680,3271225,0,0,0,21.45,6.26,127.35,흑전,흑전,3.82,77.61,581.20,0,48.57,0.17,27.40,7.99,3.62,1.05,269,4284,45.40,2.85,2.84,27.18,12.88,17.02,14.23
2015,550967838,201063605,349904233,0,269296880,136569366,132727514,281670958,500,16464183,0,0,125224022,59373613,65850409,15783538,50066871,46805654,37082825,27062165,-87189208,187852614,0,0,0,39.98,29.61,165.31,394.45,1155.41,22.01,147.22,95.61,0,52.59,0.29,30.47,22.57,11.50,8.51,3302,17114,13.16,2.54,3.90,12.42,27.91,14.29,13.68
2016,673171176,160894947,512276229,0,361331759,105535630,255796130,311839416,500,16464183,0,0,134925438,68661519,66263920,30528577,35735343,32224638,27366878,-28497071,-160240054,83489460,0,0,0,26.49,20.28,7.75,-28.62,-26.20,19.01,152.46,115.87,0,49.11,0.22,12.04,9.22,5.84,4.47,1662,19553,20.36,1.73,4.13,16.91,9.67,18.86,16.31
2017,730382412,72139372,658243040,0,399719243,122771518,276947725,330663169,500,16464183,0,0,150455721,82979534,67476187,54958172,12518015,1276169,2624089,47473296,-152209470,77660615,0,0,0,8.32,1.74,11.51,-64.97,-90.41,1.28,58.76,120.88,0,44.85,0.21,3.90,0.82,1.78,0.37,159,20697,180.38,1.39,3.15,23.26,5.26,55.54,22.99
2018,775052683,56818847,718233836,0,437966753,133610895,304355858,337085931,100,82320915,0,0,162183239,98847730,63335508,50635679,12699829,-20961735,-20280885,51900480,-60909311,-28577711,0,0,0,7.83,-12.50,7.79,1.45,적전,1.08,42.53,129.93,0,39.05,0.22,3.80,-6.07,1.69,-2.69,-246,4024,0,4.66,9.52,313.80,2.25,137.50,46.12
