구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,276985226,130606008,146379218,0,131056480,108440450,22616031,145928746,5000,5964355,0,0,410736055,326054773,84681281,50961031,33720250,37958237,22749757,43908112,-25301089,-3438293,0,0,0,8.21,5.54,98.69,227.60,124.06,10.71,120.44,89.81,0,20.62,2.04,31.71,21.39,16.75,11.30,3607,19525,5.10,0.94,0.27,4.30,33.25,3.76,3.36
2010,250192468,91214732,158977736,0,110294563,85902546,24392017,139897906,5000,5964355,0,0,308422357,240661571,67760786,54169874,13590912,25874139,21667167,9472543,-15492167,-6664376,0,0,0,4.41,7.03,0,0,0,67.78,106.18,78.84,0,21.97,0,0,0,0,0,3633,23516,6.88,1.06,0.48,6.05,0,10.48,8.59
2011,358454161,132988591,225465570,0,207877242,181213454,26663788,150576919,5000,5964355,0,0,418702677,340367781,78334896,64833405,13501491,12627290,9758168,-36592890,-21816778,58670690,200,1925414,20.10,3.22,2.33,35.76,-0.66,-54.96,3.57,73.39,138.05,1.22,18.71,1.38,9.30,6.72,4.44,3.21,1606,24912,10.24,0.66,0.23,7.02,7.71,13.04,9.84
2012,362275910,138922505,223353405,0,219099820,183573114,35526706,143176090,5000,5964355,0,0,454177460,369262123,84915337,76417864,8497473,-101898,-1040705,4845113,-8417339,3655702,0,0,0,1.87,-0.23,8.47,-37.06,적전,1.23,75.68,153.03,0,18.70,1.26,5.79,-0.71,2.36,-0.29,-194,23800,0,0.57,0.18,14.04,48.11,20.88,11.53
2013,353654050,145084484,208569566,0,212773894,179036374,33737520,140880156,5000,5964355,0,0,508115858,407314772,100801086,85986868,14814218,3892259,-419503,9567379,-5268999,-748621,0,0,0,2.92,-0.08,11.88,74.34,적지,2.52,81.04,151.03,0,19.84,1.42,10.43,-0.30,4.14,-0.12,-144,23341,0,0.54,0.15,12.33,-0.86,11.53,7.86
2014,363336125,149812806,213523319,0,216182912,184594067,31588845,147153213,5000,5964355,0,0,543628320,438229055,105399265,93517847,11881418,8554523,6644567,10106715,-14932201,1847192,200,1194005,19.10,2.19,1.22,6.99,-19.80,흑전,2.29,81.16,146.91,1.68,19.39,1.52,8.25,4.61,3.31,1.85,1048,24329,11.35,0.49,0.13,5.31,4.83,14.51,9.07
2015,657031493,245312218,411719275,0,407775353,310081029,97694325,249256139,5000,5964355,0,0,715055913,587631729,127424184,109620979,17803205,19370014,14076791,18314242,1859340,-16308614,0,0,0,2.49,1.97,31.53,49.84,111.85,2.70,79.11,163.60,0,17.82,1.40,8.98,7.10,3.49,2.76,2052,29465,8.97,0.62,0.15,4.68,4.55,22.76,13.97
2016,671743822,232598729,439145093,0,412586638,320683822,91902816,259157184,5000,5964355,0,0,953549613,786899336,166650277,130206403,36443874,21692596,10020556,60541694,-37305859,-18260175,100,596625,8.72,3.82,1.05,33.35,104.70,-28.82,3.94,72.53,159.20,0.55,17.48,1.44,14.34,3.94,5.49,1.51,1147,30659,15.78,0.59,0.11,4.67,4.73,10.96,7.58
2017,680094196,235465022,444629174,0,378330957,311752293,66578664,301763238,5000,5964355,0,0,987439474,797502517,189936957,134570946,55366011,57432724,42328752,51835777,-23492451,-27938753,150,894842,3.12,5.61,4.29,3.55,51.92,322.42,7.23,75.53,125.37,0.61,19.24,1.46,19.74,15.09,8.19,6.26,4813,35596,5.11,0.69,0.15,3.16,11.80,7.64,5.79
2018,720876010,269241688,451634322,0,404569229,320149602,84419627,316306781,5000,5964355,0,0,937110913,783021369,154089544,117832209,36257335,20332066,14376104,7584904,-31316480,28102005,150,894842,9.02,3.87,1.53,-5.10,-34.51,-66.04,5.59,84.10,127.90,0.62,16.44,1.34,11.73,4.65,5.18,2.05,1663,37327,14.55,0.65,0.15,5.05,6.83,12.38,8.17
