구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,32854636381,0,0,0,30707871014,0,0,2146765367,5000,0,0,0,336994742,0.0,336994742,0,0,0,0,-367745487,-32899059,389736725,0,0,0,8.43,6.02,0,0,0,0,0,1430.43,0,46.76,0,0,0,0,0,735,27380,16.19,0.43,0.93,12.54,0,0,0
2015,34641993009,0,0,0,32184385767,0,0,2457607243,5000,0,0,0,648476609,0.0,648476609,0,0,0,0,541648316,-456703425,-150675442,0,0,0,16.07,12.98,38.41,208.46,248.69,0,0,1309.58,0,44.81,0.05,11.32,9.15,0.77,0.62,0,0,0,0,0,0,0,0,0
2016,35559532621,0,0,0,32712012036,0,0,2847520585,5000,0,0,0,667341367,0.0,667341367,0,0,0,0,113733115,-355172212,168369062,0,0,0,17.87,13.89,-3.55,2.78,-1.13,0,0,1148.79,0,52.34,0.04,10.10,7.85,0.76,0.59,0,0,0,0,0,0,0,0,0
2017,36683539606,0,0,0,33574449581,0,0,3109090025,5000,0,0,0,708850822,0.0,708850822,0,0,0,0,827128738,-330200279,-432845473,0,0,0,20.07,15.42,4.91,7.68,6.43,0,0,1079.88,0,58.97,0.04,9.69,7.44,0.80,0.61,0,0,0,0,0,0,0,0,0
2018,37936970885,0,0,0,34660325513,0,0,3276645373,5000,0,0,0,660468647,0.0,660468647,0,0,0,0,849101244,-432320602,-430465403,0,0,0,14.40,10.54,8.56,-19.96,-23.73,0,0,1057.80,0,53.99,0.04,7.23,5.29,0.62,0.45,0,0,0,0,0,0,0,0,0
