구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,1678316387,1075291990,603024397,0,1060579093,903560057,157019035,617737294,500,40000000,0,0,2521499429,1883506213,637993216,581512342,56480874,-36609582,-45404745,14516766,-27603383,-4106171,220,8637593,0,-1.80,2.40,-28.00,적전,2.80,119.01,171.69,2.75,25.30,1.50,8.56,-6.88,3.35,-2.69,-398,6683,0,1.20,0.13,10.72,8.44,17.73,9.79
2017,1693645040,1072800025,620845015,0,992421144,819459365,172961779,701223896,500,40000000,0,0,2462296817,1807937994,654358823,575917761,78441061,88019360,60402393,95788828,-172659665,-75262162,220,8667344,0,2.45,9.92,-8.88,43.42,4.51,130.92,141.53,2.05,26.58,1.43,11.36,8.75,4.57,3.52,792,7276,13.57,1.48,0.17,5.72,6.75,13.59,8.74
2016,1740589243,989584043,751005201,0,1060589595,850323360,210266235,679999649,500,40000000,0,0,2239987018,1714081761,525905257,439818817,86086440,63139458,42115056,84300553,-67180657,56886580,160,6392684,0,1.88,7.38,-47.11,-62.44,7.82,116.38,155.97,1.54,23.48,1.41,14.01,6.85,5.42,2.65,388,6633,26.80,1.57,0.19,7.83,8.46,13.85,9.64
2015,1436140855,787491224,648649630,0,886895297,694200409,192694889,549245557,500,40000000,0,0,2086033712,1582234484,503799229,341038911,162760318,148786330,112130363,41777607,-82705359,129407113,120,4800000,0,5.38,20.69,43.10,44.19,20.38,113.44,161.48,0.48,24.15,1.63,32.70,22.53,12.73,8.77,1323,6588,18.98,3.81,0.48,11.49,25.06,9.77,8.06
2014,1121319003,583161949,538157053,0,675055076,549560178,125494898,446263927,500,40000000,0,0,1728424959,1350687618,377737341,264002026,113735315,104467053,77765541,112366354,-110186179,27464007,100,4000000,0,4.50,10.00,80.78,70.13,19.87,106.11,151.27,0.81,21.85,1.73,27.80,19.01,11.40,7.80,872,5386,14.16,2.29,0.29,8.66,22.51,8.11,6.79
2013,873460346,536847881,336612465,0,501540084,416125826,85414258,371920263,500,40000000,0,0,1571238706,1273626904,297611803,234699835,62911967,63380169,45709951,23231178,-72932073,40928081,80,3200000,0,2.91,6.82,-9.18,-20.84,10.54,129.01,134.85,1.30,18.94,1.90,17.88,12.99,7.62,5.54,482,4553,12.78,1.35,0.16,7.32,15.32,8.14,6.63
2012,777412081,492735181,284676901,0,445761214,379717882,66043332,331650867,500,31748319,0,0,1470986929,1174336659,296650271,227377256,69273015,79565117,57745753,48984237,-66132254,27088348,80,2540000,0,3.93,8.87,-9.74,8.09,9.71,129.76,134.41,1.15,20.17,2.00,22.53,18.78,9.42,7.85,741,5203,9.41,1.34,0.15,6.18,19.73,6.18,5.25
2011,693150743,441702358,251448386,0,409973966,368909133,41064833,283176777,500,31748319,0,0,1351122900,1084591987,266530913,189780168,76750744,71990749,53426094,123837648,-97002864,-21639412,80,2540000,0,3.95,12.38,74.92,51.40,11.65,119.73,144.78,1.48,19.73,2.12,29.25,20.36,12.02,8.37,705,4593,7.65,1.17,0.13,5.35,23.02,4.57,4.06
2010,583965061,357629331,226335730,0,342287837,318680860,23606978,241677224,500,31748319,0,0,1202243454,981147768,221095686,177217519,43878167,46768245,35287881,15297339,-40125073,24527218,80,2539866,0,2.94,0,0,0,7.33,112.22,141.63,2.55,18.39,0,0,0,0,0,448,4060,7.01,0.77,0.08,4.41,0,7.49,6.29
2009,456910995,294914972,161996023,0,237354363,206854955,30499408,219556632,500,31748319,0,0,1133599328,872361366,261237962,160508147,100729815,77086098,34899781,51705950,-43526376,7111852,60,1904899,0,3.08,23.32,24.28,흑전,17.34,142.57,108.11,1.71,23.04,2.78,60.08,20.82,24.72,8.57,575,3826,6.09,0.91,0.07,3.44,48.81,2.08,1.89
