구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,7959542105,2858950415,5100591691,0,2332384541,2039196496,293188044,5627157564,500,83387773,0,0,2416992441,0,2416992441,2344043551,72948890,130669863,15888859,491469890,-1260721862,890516911,127,10052594,0,0.66,22.55,-55.89,-87.30,7.80,140.20,41.45,0.12,100.00,0.34,1.45,0.31,1.02,0.22,613,61614,167.97,1.67,3.33,43.97,0.28,124.46,43.65
2017,6349428455,1993096161,4356332294,0,1886505683,1040863175,845642507,4462922772,500,68008527,0,0,1972326479,0,1972326479,1806946952,165379528,153297725,125093899,371927060,-354669093,467605490,148,10049694,0,6.34,34.70,42.40,91.11,14.71,191.48,42.27,0.11,100.00,0.33,4.05,3.06,2.80,2.11,1601,59344,85.55,2.31,4.71,38.97,3.99,58.88,32.99
2016,5484117180,1216958016,4267159164,0,1781173329,806019919,975153410,3702943851,500,67615715,0,0,1464232790,0,1464232790,1348097735,116135056,100295612,65455117,317259109,-1000011073,923793278,148,10006358,0,4.47,57.08,31.10,-16.90,8.12,150.98,48.10,0.19,100.00,0.34,3.69,2.08,2.68,1.51,874,50777,88.12,1.52,3.47,29.64,2.77,48.13,24.31
2015,3188477733,970066624,2218411109,0,603002738,316078102,286924635,2585474996,500,60096088,0,0,932151827,0,932151827,843563530,88588297,109542969,78764758,162217476,-414240990,197232390,167,10035180,0,8.45,86.86,-49.79,-47.43,105.92,306.91,23.32,0.14,100.00,0.31,3.51,3.12,2.97,2.64,1269,42485,91.23,2.73,7.41,45.70,3.49,78.93,42.64
2014,2768024898,798290742,1969734156,0,304796832,227487551,77309281,2463228067,500,58142204,0,0,498857729,0,498857729,322430634,176427094,168829117,149821510,220333977,172599803,35382128,173,10030239,0,30.03,136.68,167.91,143.98,4316.58,350.92,12.37,0.14,100.00,0.33,13.36,11.35,11.82,10.04,6117,42651,20.21,2.90,6.08,17.52,17.57,40.47,35.79
2013,217200419,180504063,36696356,0,39943793,35872063,4071729,177256626,500,41993550,0,0,210775882,0,210775882,144923538,65852344,60368610,61406763,70505209,-58283082,1171555,1133,14989849,0,29.13,-53.51,-35.28,-19.87,20132.17,503.19,22.53,1.35,100.00,0.51,18.89,17.62,15.89,14.81,4532,13072,18.54,6.43,5.40,16.70,52.13,17.30,15.69
2012,611869394,347526030,264343364,0,91941511,76564705,15376805,519927883,500,13504829,0,0,453387737,0,453387737,351630753,101756984,100852072,76636955,123271058,-51325311,-32217271,1110,14990000,0,16.90,7.62,-12.85,-29.02,7858.90,453.90,17.68,1.22,100.00,0.77,20.85,15.70,17.39,13.09,5656,38158,16.11,2.39,2.71,10.96,40.03,12.14,8.98
2011,558731663,324183841,234547822,0,102482517,94019746,8462771,456249146,500,13554569,0,0,421266779,0,421266779,304512138,116754641,127432807,107975907,111763330,-114040173,-14034943,1607,21589000,0,25.63,20.22,22.12,-11.81,2909.56,344.80,22.46,1.34,100.00,0.83,28.74,26.58,22.90,21.18,8080,34297,14.85,3.50,3.82,11.89,58.34,13.82,11.23
2010,460772567,312166473,148606093,0,104486345,93064074,11422271,356286222,500,13361389,0,0,350423340,0,350423340,254813755,95609585,93433343,122429326,117779385,-93951076,-1762946,749,10007680,0,34.94,0,0,0,222.22,335.43,29.33,0.97,100.00,0,0,0,0,0,9290,26671,8.31,2.89,2.91,6.95,0,10.77,8.60
2009,307879588,189852048,118027540,0,98309564,88217183,10092381,209570024,500,13057675,0,0,274282433,0,274282433,230249061,44033371,38921665,32449283,55523638,-21715299,-12339007,0,0,0,11.83,5.49,8.39,-27.76,24.37,215.21,46.91,0,100.00,0.91,23.03,16.97,14.55,10.72,2499,16050,28.13,4.38,3.33,15.99,45.80,20.83,13.35
