구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,542740904,199189158,343551746,0,232421652,182864734,49556918,310319252,500,29228750,0,0,563469539,451550226,111919314,88529067,23390246,20070094,14442560,18276637,-14093114,-13557001,220,6365828,0,2.56,-0.05,19.41,136.53,4.98,108.93,74.90,3.94,19.86,1.11,8.21,5.07,4.59,2.83,412,8300,13.56,0.67,0.29,4.71,4.57,15.07,7.67
2017,476211354,173533035,302678319,0,217068392,158011081,59057312,259142962,500,29228750,0,0,563737012,453738656,109998356,90410047,19588309,11158291,6106016,39875269,-11300731,-33029337,200,5845750,0,1.08,26.77,60.11,39.90,3.22,109.82,83.76,3.85,19.51,1.16,7.51,2.34,4.02,1.25,283,6768,18.37,0.77,0.27,4.79,3.09,16.54,7.53
2016,498398107,183681093,314717014,0,235814090,188097890,47716199,262584017,500,29228750,0,0,444685147,347585958,97099189,84864812,12234376,8726500,4364516,17418271,-26615031,25342293,200,5845750,0,0.98,25.67,흑전,흑전,2.08,97.65,89.81,4.16,21.84,0.92,4.71,1.68,2.53,0.90,84,6047,56.93,0.80,0.32,5.66,1.75,28.51,10.08
2015,467026320,156735653,310290667,0,209666635,179699718,29966917,257359685,500,29228750,0,0,353853068,277208960,76644108,79907246,-3263138,-5769752,-8297535,23114076,-49516105,13149923,180,5261175,0,-2.34,-13.20,적전,적전,0,87.22,81.47,3.11,21.66,0.79,-1.24,-3.15,-0.73,-1.85,-357,6223,0,0.93,0.48,18.44,-1.50,0,22.28
2014,431307721,183348231,247959490,0,161219192,136056541,25162650,270088529,500,29228750,0,0,407671453,308274032,99397420,84131687,15265733,11742126,7250627,24053636,-20964322,-9406738,150,4384313,0,1.78,-8.56,-2.60,-5.10,5.30,134.76,59.69,2.59,24.38,0.94,5.53,2.63,3.52,1.67,119,6647,48.71,0.87,0.42,6.98,3.32,18.27,7.73
2013,435097316,187145308,247952007,0,153426924,134169917,19257006,281670392,500,29228750,0,0,445819807,339689878,106129930,90456170,15673760,8628889,7640532,26256892,-14109961,5693094,150,4384312,0,1.71,9.58,-31.65,-68.89,5.29,139.48,54.47,3.07,23.81,1.03,5.62,2.74,3.63,1.77,80,7027,60.98,0.69,0.32,6.38,4.96,15.74,6.91
2012,428780317,180684266,248096050,0,152748348,124650941,28097407,276031969,500,29228750,0,0,406825725,307153875,99671850,76739267,22932582,31408746,24560628,30065522,-18700042,-14103699,150,4384000,0,6.04,1.62,-29.45,-4.02,9.78,144.95,55.34,4.49,24.50,0.96,8.56,9.17,5.39,5.77,606,6993,5.51,0.48,0.24,2.69,7.09,8.36,4.62
2011,422190911,204501531,217689380,0,162318926,142094601,20224324,259871985,500,29228750,0,0,400323922,301984555,98339367,65834957,32504410,34197148,25587992,32449599,-49766755,10833003,150,4384000,0,6.39,19.50,-10.41,-17.60,16.41,143.92,62.46,4.74,24.56,0.99,12.99,10.23,8.06,6.34,600,6644,5.27,0.48,0.23,2.64,10.97,4.87,3.17
2010,384414747,188525144,195889603,0,143843919,125539592,18304328,240570827,500,29228750,0,0,335009324,239705639,95303686,59022244,36281442,39875031,31053582,34167794,-58987617,9621850,150,4384313,0,9.27,0,0,0,22.62,150.17,59.79,3.21,28.45,0,0,0,0,0,832,6185,5.63,0.76,0.41,3.46,0,5.42,3.82
2009,312147253,153151916,158995337,0,104287756,82635509,21652247,207859497,500,29228750,0,0,290105376,207850877,82254499,51942648,30311852,35329923,27640001,48568063,-16742137,7566189,150,4384313,0,9.53,-11.30,-23.69,2.50,18.94,185.33,50.17,2.98,28.35,0.98,15.35,14.00,10.25,9.35,649,5213,7.77,0.97,0.51,4.64,12.34,6.88,4.83
