구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,279289787,126259408,153030379,0,152409235,125430522,26978713,126880552,5000,6328264,0,0,1447655763,1374339182,73316580,47688049,25628531,22808369,26663326,40555529,-49690531,20806625,250,1502061,7.10,1.77,1.84,15.96,11.92,533.50,16.22,100.66,120.12,0.83,5.06,5.05,21.43,22.29,8.95,9.31,3345,20647,9.06,1.47,0.13,5.46,15.62,7.94,5.14
2010,368117959,181449428,186668531,0,190908943,156324217,34584727,177209016,5000,7641378,0,0,1808503050,1732777632,75725417,54070345,21655073,18048374,11898548,449918,-57145493,39319947,250,1828886,15.00,1.20,0.66,0,0,0,15.16,116.07,107.73,0.41,4.19,0,0,0,0,0,1682,23782,36.56,2.59,0.25,18.48,0,23.04,14.85
2011,486477959,111793823,374684137,0,299653956,140663130,158990827,186824003,5000,8569253,0,0,968191932,939305963,28885969,58145094,-29259125,-26821936,-20691008,-7953038,-158890768,160902657,0,0,0,-3.02,-2.14,-46.46,적전,적전,0,79.48,160.39,0,2.98,2.27,-16.07,-11.37,-6.85,-4.84,-2299,24983,0,0.81,0.18,0,-8.03,0,0
2012,420136106,90884982,329251124,0,274150416,105532531,168617884,145985690,5000,11568493,0,0,558799105,543829398,14969707,52750246,-37780539,-100529563,-88473736,-5871792,-43668179,49125527,0,0,0,-6.76,-15.83,-42.28,적지,적지,0,86.12,187.79,0,2.68,1.23,-22.70,-53.17,-8.33,-19.52,-7786,14956,0,0.97,0.30,0,-9.31,0,0
2013,422296680,110615472,311681209,0,251968373,116432798,135535575,170328307,5000,16195890,0,0,510940158,465508916,45431242,54280485,-8849243,-24370716,-25131184,-12167434,-14041682,26069281,0,0,0,-1.73,-4.92,-8.56,적지,적지,0,95.00,147.93,0,8.89,1.21,-5.60,-15.89,-2.10,-5.97,-1585,12180,0,1.70,0.64,0,-2.77,0,35.90
2014,408384028,118387385,289996643,0,206841734,120765064,86076671,201542294,5000,21054657,0,0,567791008,511008722,56782286,48181455,8600830,-13669565,-15314356,12122082,-13849562,2145847,0,0,0,1.51,-2.70,11.13,흑전,적지,0.81,98.03,102.63,0,10.00,1.37,4.63,-8.24,2.07,-3.69,-890,10851,0,1.34,0.44,27.43,2.96,51.74,13.45
2015,541196306,149216922,391979385,0,282773777,142795941,139977836,258422529,5000,22109878,0,0,652333136,581297731,71035404,54565606,16469798,30430828,28574583,42248749,-185088,-19121135,0,0,0,2.52,4.38,14.89,91.49,흑전,1.78,104.50,109.42,0,10.89,1.37,7.16,12.42,3.47,6.02,1299,12498,22.05,2.29,0.94,10.92,4.15,49.27,18.06
2016,511496449,196205675,315290774,0,296270442,256868411,39402031,215226007,5000,22109878,0,0,807638506,726433265,81205241,57964494,23240748,-41103006,-46221145,27919541,-8133954,-6774915,0,0,0,2.88,-5.72,23.81,41.11,적전,2.43,76.38,137.66,0,10.05,1.53,9.81,-19.52,4.42,-8.78,-2154,10474,0,1.48,0.42,0,6.64,21.56,9.42
2017,503513319,197930074,305583245,0,290162000,209932491,80229510,213351318,5000,22109878,0,0,935255304,834439080,100816225,70360108,30456117,21351452,18682844,41648088,-28124940,-28933948,0,0,0,3.26,2.00,15.80,31.05,흑전,4.00,94.28,136.00,0,10.78,1.84,14.21,8.72,6.00,3.68,846,10870,19.74,1.54,0.39,8.27,7.41,16.82,9.08
2018,513011860,215957295,297054565,0,311160540,248944165,62216375,201851320,5000,22109878,0,0,841899162,751245738,90653424,75093939,15559485,-13881614,-19920035,22350300,-46583178,24298154,0,0,0,1.85,-2.37,-9.98,-48.91,적전,1.88,86.75,154.15,0,10.77,1.66,7.49,-9.60,3.06,-3.92,-904,10347,0,0.60,0.16,19.09,6.20,19.35,7.04
