구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,23823881,14409663,9414218,0,25878797,14328479,11550318,-2054916,500,6014000,0,0,24496622,26147659,-1651037,6945372,-8596409,-9309098,-7282543,-5187924,-1941474,9436726,0,0,0,-29.73,12.84,적지,적지,0,100.57,완전잠식,0,-6.74,1.10,-572.35,-484.88,-38.54,-32.65,-1211,-342,0,0,1.15,0,-79.99,0,0
2013,20790258,14355422,6434836,0,15731468,13091623,2639845,5058790,500,6014000,0,0,21709574,18262328,3447245,3796832,-349587,-576593,-539387,-1117884,-2057880,3066490,0,0,0,-2.48,0,0,0,0,109.65,310.97,0,15.88,0,0,0,0,0,-90,841,0,4.65,1.08,0,0,0,418.10
2012,13849326,11517651,2331675,0,7495312,4936180,2559132,6354014,5000,601400,0,0,16498000,12644221,3853779,2855038,998741,862103,864004,-1176434,-3758600,5271930,0,0,0,5.24,204.80,흑전,44.35,6.58,233.33,117.96,0,23.36,1.80,22.48,19.45,10.91,9.43,2638,10565,0,0,0,0,15.63,3.45,2.06
2011,4466688,3102265,1364423,0,1935630,1235630,700000,2531059,0,0,0,0,5412778,955427,4457351,4851469,-394119,598554,598554,-1757284,2951139,-1233142,0,0,0,11.06,-18.08,적전,흑전,0,251.07,76.48,0,82.35,1.14,-17.66,26.83,-8.31,12.62,3990,16874,0,0,0,0,-11.62,0,6.32
2010,5016311,1391755,3624556,0,3084773,1717523,1367250,1931537,0,0,0,0,6607359,881935,5725424,5594103,131321,-43813,-43813,415392,-458355,-193138,0,0,0,-0.66,0,0,0,1.18,81.03,159.71,0,86.65,0,0,0,0,0,-438,19315,0,0,0,0,0,14.62,2.24
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
