구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,1508007050,551457842,956549208,0,454684610,294001789,160682822,1053322440,5000,7545313,0,0,854903979,699314113,155589866,113721748,41868117,55219013,41491851,73477609,-75891230,116209938,1350,9538173,23.61,4.90,4.85,8.28,616.31,151.35,5.62,187.57,43.17,1.68,18.20,0.62,4.11,4.07,3.02,2.99,5353,138580,15.02,0.58,0.71,7.92,4.66,15.36,8.24
2010,1970954085,568717450,1402236634,0,656231922,325813916,330418006,1314722163,5000,7545313,0,0,821999843,691552450,130447393,109939594,20507799,16919865,13745241,39904045,-54820845,87038090,1000,7065313,52.16,2.49,1.67,0,0,0,1.42,174.55,49.91,1.67,15.87,0,0,0,0,0,1795,176728,33.42,0.34,0.55,11.70,0,25.92,11.64
2011,2095313485,484428086,1610885398,0,824762801,347734879,477027922,1270550684,5000,7545313,0,0,867940739,730565850,137374889,107482341,29892548,25426665,17547983,-9516790,-270661635,176817450,1000,7065000,40.82,3.44,2.02,5.59,45.76,27.67,1.48,139.31,64.91,2.48,15.83,0.43,2.31,1.36,1.47,0.86,2294,170759,17.61,0.24,0.35,6.05,1.98,23.28,11.05
2012,2142931905,596063451,1546868454,0,871746193,353388184,518358009,1271185712,5000,7545313,0,0,1132726371,920854490,211871881,135965448,75906433,-83627292,-70565346,35284313,-25607412,41074001,1000,7065000,0,6.70,-6.23,30.51,153.93,적전,2.62,168.67,68.58,2.06,18.70,0.53,5.97,-5.55,3.58,-3.33,-9384,165311,0,0.29,0.32,0,5.23,10.55,6.74
2013,2143445649,650759544,1492686106,0,814757690,387107497,427650192,1328687960,5000,7545313,0,0,1267619940,989220164,278399776,138887695,139512081,110617271,83051401,165921488,-41531242,-71735619,1400,9749046,12.19,11.01,6.55,11.91,83.79,흑전,5.43,168.11,61.32,1.65,21.96,0.59,10.73,6.39,6.51,3.88,10600,174628,8.02,0.49,0.51,5.10,8.28,6.80,5.11
2014,2122357917,608987558,1513370359,0,682029914,377422275,304607639,1440328003,5000,7545313,0,0,1321311272,1043997311,277313961,150224625,127089336,117808183,95172109,177279009,11610982,-197827379,1500,10405520,11.37,9.62,7.20,4.24,-8.90,14.59,7.10,161.35,47.35,1.03,20.99,0.62,9.18,6.87,5.96,4.46,12124,188850,12.00,0.77,0.83,7.87,8.52,10.00,7.25
2015,2150692026,848327976,1302364050,0,681980507,440239875,241740632,1468711519,5000,7545313,0,0,1377333890,1116983600,260350290,139718776,120631514,114307996,64884025,128776318,75310817,-72419782,1500,10405520,18.07,8.76,4.71,4.24,-5.08,-31.82,9.50,192.70,46.43,1.42,18.90,0.64,8.29,4.46,5.65,3.04,7633,195021,13.82,0.54,0.58,7.40,6.26,6.90,4.88
2016,2158467189,947854660,1210612529,0,630438893,378114138,252324755,1528028296,5000,7545313,0,0,1441199875,1199198097,242001778,140409139,101592640,130128864,83766909,40526061,44593465,-57260758,1600,11099221,13.73,7.05,5.81,4.64,-15.78,29.10,14.42,250.68,41.26,2.11,16.79,0.67,6.78,5.59,4.72,3.89,10713,201876,7.09,0.38,0.40,4.31,6.40,6.07,4.01
2017,3336312355,1324192866,2012119489,0,1696884211,762405129,934479083,1639428144,5000,7545313,0,0,1190774393,960204847,230569546,117975140,112594405,86433853,65639949,70349648,-879083542,719470165,1800,12486623,21.85,9.46,5.51,-17.38,10.83,-21.64,6.43,173.69,103.50,1.26,19.36,0.43,7.11,4.14,4.10,2.39,7574,208398,18.88,0.69,0.91,8.76,6.09,13.74,8.66
2018,3254244173,1177727302,2076516871,0,1529446792,477558577,1051888214,1724797381,5000,5995844,0,0,1186663442,1005507127,181156316,140035960,41120356,137782794,520425829,126727443,295412215,-334278095,2200,13187583,2.58,3.47,43.86,-0.35,-63.48,692.85,0.53,246.61,88.67,4.22,15.27,0.36,2.44,30.94,1.25,15.79,86991,166839,0.60,0.31,0.26,0.54,2.17,31.84,12.87
