구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,504880746,161733721,343147025,0,415699593,152112608,263586985,89181152,5000,5877675,0,0,205507219,185095025,20412194,8715369,11696825,2661993,9937002,-44032954,-75289011,139037094,0,0,0,5.69,4.84,170.92,-17.57,-35.26,1.81,106.32,466.13,0,9.93,0.48,19.15,16.27,2.71,2.31,2136,15173,0,0,0,0,42.71,7.20,2.92
2010,775168046,227564744,547603301,0,646940436,325739146,321201290,128227610,5000,5769265,0,0,451337329,393821425,57515904,9504855,48011049,27896100,30926118,-6514069,-179183552,212526173,0,0,0,10.64,6.85,0,0,0,2.63,69.86,504.53,0,12.74,0,0,0,0,0,5257,18894,0,0,0,0,0,5.68,3.46
2011,1078059567,259099551,818960016,0,889069855,422069955,466999900,188989712,500,89240200,0,0,588215798,595453128,-7237330,15376307,-22613637,-38910249,-24066714,-93453935,-322191214,383235071,0,610500,0,-3.84,-4.09,30.33,적전,적전,0,61.39,470.43,0.00,-1.23,0.63,-14.26,-15.17,-2.44,-2.60,-331,2118,0,1.83,0.48,42.49,-2.36,0,113.33
2012,1012372631,223295317,789077314,0,924667449,579947972,344719478,87705181,500,124936280,0,0,376917654,462635877,-85718223,14401591,-100119814,-148161841,-154159316,77748912,-50227701,18197671,0,0,0,-26.56,-40.90,-35.92,적지,적지,0,38.50,1054.29,0,-22.74,0.36,-72.37,-111.43,-9.58,-14.75,-1505,702,0,1.92,0.37,0,-15.03,0,0
2013,905409103,171741295,733667808,0,864105338,712841154,151264185,41303765,500,132182656,0,0,331819849,358130162,-26310313,14807724,-41118036,-57902750,-55277787,27476468,-64262530,15686843,0,0,0,-12.39,-16.66,-11.96,적지,적지,0,24.09,2092.07,0,-7.93,0.35,-63.74,-85.70,-4.29,-5.76,-422,312,0,2.74,0.34,0,-9.33,0,56.72
2014,564058345,63445718,500612627,0,926504207,779604351,146899855,-362445861,500,144477027,0,0,261890995,327370352,-65479356,13123570,-78602926,-408426235,-418926235,-17409210,12170898,-22021281,0,0,0,-30.01,-159.96,-21.07,적지,적지,0,8.14,완전잠식,0,-25.00,0.36,완전잠식,완전잠식,-10.70,-57.02,-2950,-2509,0,0,0.18,0,-21.80,0,0
2015,492666167,54441898,438224269,0,477533254,58746273,418786981,15132914,500,160711257,0,0,154258686,195229660,-40970974,11489491,-52460465,265058528,265058528,-14416454,11201763,-1960438,0,0,0,-34.01,171.83,-41.10,적지,흑전,0,92.67,3155.59,0,-26.56,0.29,완전잠식,완전잠식,-9.93,50.17,1967,94,0.44,9.26,0.76,0.39,-56.22,0,0
2016,429973624,37235241,392738383,0,480799307,85995879,394803428,-50825683,500,161170196,0,0,154700198,195210272,-40510074,3192265,-43702339,-66304636,-66304636,-5802563,5854419,0,0,0,0,-28.25,-42.86,0.29,적지,적전,0,43.30,완전잠식,0,-26.19,0.34,완전잠식,완전잠식,-9.47,-14.37,-412,-315,0,0,0.57,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
