구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,128672395,57309656,71362739,0,14176696,10131096,4045600,114495699,500,7100391,0,0,73830487,55986519,17843968,8600996,9242972,12448254,10037350,8923089,-11415991,7527332,300,2130117,0,13.60,11.03,2.51,36.95,5707.58,565.68,12.38,2.33,24.17,0.61,8.69,9.44,7.67,8.33,1492,16125,8.61,0.80,1.17,8.18,12.86,9.87,9.34
2017,112265502,47707164,64558339,0,14044107,10730744,3313364,98221395,500,6202147,0,0,66494216,49799668,16694548,7677538,9017010,8926252,7329286,8881111,-8926665,-13857,270,1674580,0,11.02,9.11,7.11,-2.58,3347.41,444.58,14.30,2.20,25.11,0.59,9.78,7.95,8.03,6.53,1209,15837,10.17,0.78,1.12,9.26,14.10,8.46,7.83
2016,112213891,44871828,67342063,0,26088493,9901019,16187473,86125398,500,6048727,0,0,60942765,45400822,15541942,7123695,8418247,10582218,7523771,7432679,-6368276,-1512182,250,1512182,0,12.35,5.28,3.55,-1.69,724.59,453.20,30.29,1.98,25.50,0.57,10.14,9.06,7.93,7.08,1244,14239,10.17,0.89,1.26,9.15,13.02,9.09,8.27
2015,100213685,42733189,57480496,0,20276021,8277042,11998980,79937663,500,6048727,0,0,57889099,43094413,14794686,6665083,8129603,9364569,7653199,11683491,670950,-10677169,250,1512182,0,13.22,-4.44,16.64,17.40,15.89,516.29,25.36,1.92,25.56,0.58,10.76,10.13,8.18,7.70,1284,13216,10.13,0.98,1.34,8.88,15.09,9.67,8.55
2014,98651066,45366448,53284618,0,27550224,19180410,8369814,71100842,500,5793026,0,0,60580443,47413741,13166702,6196722,6969980,7940306,6518788,5927113,-3649976,-1868257,250,1448257,0,10.76,5.03,15.93,-33.46,11.32,236.52,38.75,2.61,21.73,0.64,10.18,9.52,7.41,6.93,1125,12274,8.52,0.78,0.92,7.28,13.90,7.97,6.87
2013,89439265,55055164,34384100,0,23601793,8978203,14623590,65837472,500,5793026,0,0,57678601,45686761,11991840,5979587,6012253,12174822,9797127,6069119,-14534744,8408463,250,1448257,0,16.99,4.24,33.20,168.43,42.13,613.21,35.85,2.44,20.79,0.73,9.87,16.08,7.63,12.43,1691,11365,6.06,0.90,1.03,5.36,12.85,9.88,8.14
2012,68188733,36570989,31617744,0,12153072,8930135,3222937,56035661,500,5793026,0,0,55332645,44889896,10442749,5929081,4513667,4474962,3649828,6351821,-2663978,-4145370,300,1585000,0,6.60,-1.53,-40.10,-46.45,54.88,409.52,21.69,3.22,18.87,0.80,8.16,6.60,6.50,5.26,630,9673,14.81,0.96,0.98,10.39,10.37,11.97,8.91
2011,70646746,41716149,28930597,0,16072960,12502654,3570307,54573786,500,5793026,0,0,56194678,43779569,12415109,4879947,7535161,8229402,6816121,6053432,-11585540,-1498178,400,2317000,0,12.13,25.46,22.98,37.56,100.26,333.66,29.45,2.93,22.09,0.83,14.60,13.21,11.19,10.12,1177,9421,11.60,1.45,1.41,10.31,21.43,10.49,9.43
2010,64030764,40562521,23468243,0,15417713,9756269,5661444,48613051,500,5537272,0,0,44789317,34373765,10415552,4288413,6127139,6425856,4954949,4647603,-14891287,17109214,500,2554546,0,11.06,0,0,0,32.08,415.76,31.72,3.91,23.25,0,0,0,0,0,1223,8499,10.47,1.51,1.16,9.89,0,11.57,11.05
2009,39419082,17099021,22320060,0,11298641,7956632,3342009,28120441,500,2000000,0,0,37172575,27274768,9897807,3937040,5960767,6089659,4928879,5962421,-4128864,-2025000,100,200000,0,13.26,19.32,63.48,121.99,25.63,214.90,40.18,0,26.63,0.99,23.17,19.16,15.80,13.07,2464,14060,0,0,0,0,20.43,0.00,0.00
