구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,21393577,4662762,16730815,0,11562741,5823066,5739675,9830836,500,3697240,0,0,7200311,5870987,1329324,2555987,-1226663,-1177414,-1177414,-134973,-1891142,630171,0,0,0,-17.04,-16.35,-6.97,적전,적전,0,80.07,117.62,0,18.46,0.40,-15.13,-14.53,-6.89,-6.61,-209,1316,0,0,0,0,-10.10,0,14.34
2010,18972521,6393364,12579157,0,10608276,7389600,3218676,8364245,500,3512526,0,0,18234356,10218781,8015576,2184716,5830860,5405051,5405051,7656935,-5653994,-897677,0,0,0,31.98,29.64,0,0,0,23.98,86.52,126.83,0,43.96,0,0,0,0,0,1458,2202,0,0,0,0,0,0.79,0.62
2011,51207862,5802226,45405636,0,32242276,12218943,20023333,18965586,500,5079436,0,0,35683082,20953248,14729835,3489778,11240057,9866165,9381864,13823134,-31947843,18363399,0,0,0,31.50,26.29,95.69,92.77,73.58,15.25,47.49,170.00,0,41.28,1.02,82.25,68.66,32.03,26.74,1683,3135,0,0,0,0,39.43,2.01,1.58
2012,88153717,37786210,50367507,0,27827365,18544210,9283155,60326352,500,9534061,0,0,85391272,45554962,39836310,5996493,33839817,33339299,28011630,40384900,-19583023,706261,150,1430000,5.11,39.63,32.80,139.30,201.06,198.57,49.14,203.76,46.13,0,46.65,1.23,85.36,70.65,48.56,40.20,2980,6327,0,0,0,0,67.80,0.00,0.00
2013,144981737,41641910,103339827,0,19050523,15057699,3992824,125931214,500,11997811,0,0,90236891,59917620,30319271,5476658,24842613,25149843,23794892,35684952,-78842507,34350100,200,2399562,10.08,27.53,26.37,5.67,-26.59,-15.05,106.78,276.55,15.13,1.00,33.60,0.77,26.68,25.55,21.31,20.41,2026,10496,9.92,1.91,2.62,6.79,34.90,9.71,6.73
2014,160298571,42890367,117408204,0,33132708,24337443,8795265,127165863,500,18100780,0,0,72335891,63020132,9315759,6566465,2749294,3682419,1389759,18201584,-17840465,8800589,100,1810026,102.58,3.80,1.92,-19.84,-88.93,-94.16,14.08,176.23,26.05,1.64,12.88,0.47,2.17,1.10,1.80,0.91,98,6949,62.48,0.88,1.52,5.69,2.19,40.66,5.49
2015,138654703,43131831,95522872,0,32150352,28109693,4040659,106504351,500,18149154,0,0,48588138,48862600,-274463,6573960,-6848422,-4354888,-19365596,8084349,-7339975,2100496,0,0,0,-14.09,-39.86,-32.83,적전,적전,0,153.44,30.19,0,-0.56,0.33,-5.86,-16.58,-4.58,-12.96,-991,5869,0,0.60,1.31,34.68,-7.60,0,4.91
2016,124796201,46006114,78790087,0,32311918,27338378,4973540,92484283,500,18194154,0,0,32216062,36963085,-4747022,6047237,-10794259,-20967509,-14644093,5434827,-14081539,7920595,0,0,0,-33.51,-45.46,-33.70,적지,적지,0,168.28,34.94,0,-14.73,0.24,-10.85,-14.72,-8.19,-11.12,-807,5077,0,0.94,2.70,57.24,-14.38,0,16.27
2017,101998543,56355115,45643428,0,32423208,31417280,1005928,69575335,500,18709617,0,0,12697986,18906309,-6208323,6378818,-12587141,-23088424,-24528542,229082,-25432068,4911516,0,0,0,-99.13,-193.17,-60.58,적지,적지,0,179.38,46.60,0,-48.89,0.11,-15.53,-30.27,-11.10,-21.63,-1337,3729,0,0.45,2.40,0,-19.58,0,0
2018,60828364,11639477,49188887,0,30691481,29844889,846592,30136883,500,18709617,0,0,8127572,15338738,-7211166,4508596,-11719762,-38986680,-38963373,-5242595,5068069,-5333066,0,0,0,-144.20,-479.40,-35.99,적지,적지,0,39.00,101.84,0,-88.72,0.10,-23.51,-78.15,-14.40,-47.86,-2083,1612,0,0.03,0.11,0,-23.28,0,0
