구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,51833742,38672568,13161174,0,9365191,7975444,1389747,42468551,500,11549500,0,0,43929890,21908257,22021633,17506479,4515154,5145234,3951212,2449582,-7605792,7388031,120,1325940,33.56,10.28,8.99,16.69,3.35,582.75,0,484.90,22.05,3.53,50.13,0.94,12.27,10.74,9.67,8.46,381,3813,8.92,0.89,0.80,4.26,13.40,8.68,4.44
2010,52834686,38424276,14410410,0,11114309,10697988,416321,41720377,500,11549500,0,0,45348901,22375131,22973770,19097388,3876382,4561710,3300615,8735135,1491967,-3231029,110,1158479,35.12,8.55,7.28,0,0,0,0,359.17,26.64,3.66,50.66,0,0,0,0,0,286,3922,10.52,0.77,0.77,5.65,0,8.95,5.16
2011,55246677,40158149,15088528,0,10271816,9747617,524200,44974860,500,11549500,0,0,48236141,21843121,26393020,21206197,5186822,5935197,4436647,8689256,-2815111,-1159636,140,1474000,32.94,10.75,9.20,6.37,33.81,34.42,0,411.98,22.84,2.28,54.72,0.89,11.97,10.24,9.60,8.21,387,4204,15.87,1.46,1.47,11.76,16.13,13.69,10.52
2012,50189633,28119832,22069802,0,12670022,11084156,1585866,37519611,500,11549500,0,0,51714369,22657288,29057081,27361782,1695299,-431220,72272,2181793,-11360802,-7413472,0,0,0,3.28,0.14,7.21,-67.32,-98.37,3453.59,253.69,33.77,0,56.19,0.98,4.11,0.18,3.22,0.14,6,4070,579.85,0.89,0.81,25.76,-0.97,24.72,12.89
2013,57952354,34745528,23206826,0,16288669,14682043,1606626,41663684,500,11549500,0,0,55623117,19669727,35953390,29530994,6422396,5533321,4471456,10823032,-5104326,-47000,100,967584,21.64,11.55,8.04,7.56,278.84,6086.99,0,236.65,39.10,3.37,64.64,1.03,16.22,11.29,11.88,8.27,387,4429,7.67,0.67,0.62,4.41,14.97,5.34,3.52
2014,60446383,40289412,20156971,0,17271662,15348164,1923497,43174721,500,11549500,0,0,52916516,16683912,36232603,27716174,8516430,4044581,2811588,6194812,-4898029,-967584,50,483792,17.21,16.09,5.31,-4.87,32.61,-37.12,0,262.50,40.00,1.25,68.47,0.89,20.08,6.63,14.39,4.75,243,4560,16.47,0.88,0.88,6.67,17.16,5.44,3.66
2015,65622770,45432422,20190348,0,17968112,14982757,2985355,47654658,500,11549500,0,0,53139374,14663785,38475589,29240784,9234805,6733687,5176907,9193177,-7841813,-483792,100,967584,18.69,17.38,9.74,0.42,8.44,84.13,0,303.23,37.70,2.56,72.41,0.84,20.33,11.40,14.65,8.21,448,4947,8.70,0.79,0.85,4.53,19.25,4.88,3.21
2016,73655413,52110074,21545340,0,17067720,15374360,1693360,56587693,500,11549500,0,0,53488427,16549891,36938536,29265486,7673050,6743324,5261282,5943927,-8179733,3988894,70,737214,14.01,14.35,9.84,0.66,-16.91,1.63,0,338.94,30.16,1.09,69.06,0.77,14.72,10.09,11.02,7.56,456,5346,14.12,1.20,1.39,8.03,14.14,9.68,6.37
2017,90041623,59243235,30798388,0,34500994,30804418,3696576,55540629,500,13497842,0,0,57481263,16519108,40962155,38268493,2693662,1313022,726538,2378964,-2363958,-3138000,50,604525,83.21,4.69,1.26,7.46,-64.89,-86.19,0,192.32,62.12,1.18,71.26,0.70,4.80,1.30,3.29,0.89,61,4707,69.15,0.90,0.87,9.60,3.23,21.25,7.95
2018,94960503,67318418,27642085,0,37970333,30042974,7927360,56990170,500,14558062,0,0,85990357,27643671,58346686,60565628,-2218942,-5417648,-4365087,56851,-12407251,9395472,0,0,0,-2.58,-5.08,49.60,적전,적전,0,224.07,66.63,0,67.85,0.93,-3.94,-7.76,-2.40,-4.72,-302,4464,0,0.63,0.47,12.88,-3.07,0,7.17
