구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2010,1206691984,0,0,0,936934249,0,0,269757735,5000,0,0,0,82338434,0,82338434,0,34007578,0,0,-102495095,-24563587,210058037,0,0,0,12.44,9.50,47.70,15.97,22.86,0,0,347.32,0,30.12,0.28,13.83,10.57,3.50,2.68,738,7338,8.50,0.85,0.81,7.34,0,0,0
2011,1850736090,0,0,0,1546477494,0,0,304258596,5000,0,0,0,104629687,0,104629687,0,39787087,0,0,-135027933,1003673,48328234,296,10823000,35.98,9.04,6.83,0,0,0,0,0,508.28,4.70,23.77,0,0,0,0,0,818,8313,7.70,0.76,0.53,6.83,0,0,0
2012,2008674590,0,0,0,1681347131,0,0,327327459,5000,0,0,0,110443336,0,110443336,0,40891955,0,0,-64419700,-20449999,75223911,300,11333000,37.39,6.18,4.58,5.56,2.78,0.77,0,0,513.66,3.34,16.70,0.34,12.95,9.60,2.12,1.57,785,8625,11.43,1.04,0.52,9.98,0,0,0
2013,1808404239,0,0,0,1491887002,0,0,316517237,5000,0,0,0,86569680,0,86569680,0,11917001,0,0,221275193,-16364119,-198749357,70,2639926,29.15,2.70,2.05,-21.62,-70.86,-70.12,0,0,471.34,0.65,19.60,0.23,3.70,2.81,0.62,0.47,224,8397,48.50,1.29,0.99,24.81,0,0,0
2013,1839681415,0,0,0,1530406011,0,0,309275404,5000,0,0,0,62932620,0,62932620,0,7105962,0,0,-45642487,-731696,62042200,0,0,0,1.95,0.75,-27.30,-40.37,-69.87,0,0,494.84,0,17.23,0.20,2.27,0.87,0.39,0.15,67,8401,149.09,1.20,1.11,38.10,0,0,0
2014,1968450659,0,0,0,1640800544,0,0,327650116,5000,0,0,0,111358655,0,111358655,0,29243010,0,0,-171372918,-2425978,94027026,73,2674554,12.02,5.64,4.30,76.95,311.53,715.75,0,0,500.78,0.72,21.49,0.27,9.18,6.99,1.54,1.17,550,8938,18.55,1.14,0.80,12.63,0,0,0
2015,2653950107,0,0,0,2283835148,0,0,370114959,5000,0,0,0,165248711,0,165248711,0,61841389,0,0,-271915788,-7673962,276629305,510,18517970,38.21,9.18,7.20,48.39,111.47,117.72,0,0,617.06,4.81,24.54,0.29,17.73,13.89,2.68,2.10,1197,10069,8.85,1.05,0.64,7.41,0,0,0
2016,2669256091,0,0,0,2296829490,0,0,372426601,5000,0,0,0,121356887,0,121356887,0,32186311,0,0,-101196881,-1081157,88609825,515,18500773,75.94,4.89,3.70,-26.56,-47.95,-49.73,0,0,616.72,4.84,18.43,0.25,8.67,6.56,1.21,0.92,602,10211,17.70,1.04,0.65,13.03,0,0,0
2017,3123427888,0,0,0,2733714002,0,0,389713885,5000,0,0,0,142891908,0,142891908,0,51119913,0,0,-104796612,-6416881,108581253,485,17254652,44.42,7.80,5.93,17.75,58.83,59.44,0,0,701.47,4.49,21.81,0.23,13.41,10.19,1.76,1.34,960,10732,11.26,1.01,0.67,9.72,0,0,0
2018,3175868447,0,0,0,2772136484,0,0,403731963,5000,0,0,0,146580592,0,146580592,0,47324885,0,0,181089963,-13537327,-166352151,485,17171761,50.43,4.52,3.25,2.58,-7.42,-12.35,0,0,686.63,5.47,14.01,0.33,11.93,8.58,1.50,1.08,841,11123,10.53,0.80,0.34,9.72,0,0,0
