구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익
2018,7341195592,0,0,0,6459761314,0,0,881434278,5000,0,0,0,138717107,-2027126,-178552738,350,12217241,0,6.19,2.80,2.36,5.47,0,0,732.87,3.84,21.72,0.18,11.00,9.11,1.31,1.09,2148,24649,4.25,0.37,0.26,4.02,0,0,0,271575016,0,271575016,0,93308563,0,0
2017,6852217519,0,0,0,6036366463,0,0,815851057,5000,0,0,0,-315216386,7825894,342674929,300,10471921,0,6.75,5.35,26.32,17.71,0,0,739.89,3.31,24.32,0.18,11.68,9.39,1.52,1.23,2037,22827,4.45,0.40,0.30,4.18,0,0,0,264171942,0,264171942,0,91155476,0,0
2016,5118539223,0,0,0,4372935399,0,0,745603824,5000,0,0,0,573354200,65527212,-658533171,170,5896337,0,5.61,-9.34,-25.85,-21.07,0,0,586.50,1.93,22.57,0.21,10.08,8.70,1.35,1.17,1731,20910,5.09,0.42,0.29,4.45,0,0,0,250763668,0,250763668,0,72162667,0,0
2015,5534211787,0,0,0,4848115120,0,0,686096667,5000,0,0,0,265761332,51894,-176800768,150,5202651,0,7.66,47.78,186.44,165.23,0,0,706.62,1.60,26.83,0.18,14.96,12.14,1.74,1.41,2193,19257,4.29,0.49,0.33,3.85,0,0,0,276612872,0,276612872,0,97318070,0,0
2014,5673627302,0,0,0,5058986097,0,0,614641204,5000,0,0,0,-384951329,-4725974,10432926,100,3468434,0,4.08,50.36,236.93,163.73,0,0,823.08,1.24,25.64,0.14,5.65,4.95,0.64,0.56,827,17272,9.74,0.47,0.40,7.48,0,0,0,187177910,0,187177910,0,33975272,0,0
2013,4938178840,0,0,0,4349607810,0,0,588571030,5000,0,0,0,672187190,4084944,-369779583,0,0,0,1.96,-17.11,206.80,-5.69,0,0,739.01,0,21.66,0.11,1.72,1.92,0.20,0.22,313,16548,14.10,0.27,0.28,8.71,0,0,0,124487085,0,124487085,0,10083668,0,0
2013,5157264803,0,0,0,4571100562,0,0,586164241,5000,0,0,0,-134979431,-1442834,204579463,50,1734000,0,0.96,-8.03,-81.39,-44.57,0,0,779.83,0.96,12.08,0.25,0.56,2.05,0.07,0.25,332,16481,15.64,0.32,0.15,8.88,0,0,0,150191257,0,150191257,0,3286719,0,0
2012,4597488388,0,0,0,4017101421,0,0,580386967,5000,0,0,0,-743866986,45357759,643245044,100,3468000,0,0.67,7.55,393.09,126.22,0,0,692.14,1.82,5.08,0.70,3.11,3.81,0.38,0.47,600,16320,9.15,0.34,0.06,7.33,0,0,0,163312134,0,163312134,0,17657674,0,0
2011,4586430100,0,0,0,4032311761,0,0,554118338,5000,0,0,0,488628731,-103182832,-405463790,100,3568000,0,0.51,0,0,0,0,0,727.70,1.40,8.04,0,0,0,0,0,265,15448,26.94,0.46,0.14,16.26,0,0,0,151853937,0,151853937,0,3581007,0,0
2010,4251371004,0,0,0,3712212971,0,0,539158033,5000,0,0,0,-557774887,-103667884,744331887,100,3568446,0,3.48,33.08,101.69,54.41,0,0,688.52,1.00,26.06,0.23,4.72,4.78,0.80,0.81,696,15033,14.45,0.67,0.50,11.74,0,0,0,187285525,0,187285525,0,24732290,0,0
