구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,29637210,19220860,10416350,0,7917805,7404769,513036,21719404,5000,610000,0,0,51540108,46433300,5106808,1930473,3176335,3314057,2398245,7468483,-4869806,0,0,3361,0.14,6.16,4.65,-20.32,99.26,53.68,27148.16,259.57,36.45,0,9.91,1.82,15.49,11.70,11.24,8.49,3932,35606,0,0,0,0,22.66,0.00,0.00
2010,35643089,23245005,12398084,0,11689394,11231223,458171,23953696,5000,610000,0,0,65837165,61164777,4672388,2406063,2266325,2659830,2161332,-4322846,3060918,-3361,0,15250,0.71,3.44,3.28,27.74,-28.65,-9.88,0,206.97,48.80,0,7.10,2.02,9.92,9.46,6.94,6.62,3543,39268,0,0,0,0,16.61,0.00,0.00
2011,45817545,32107179,13710366,0,18024758,17381946,642812,27792787,5000,610000,0,0,115326081,103679717,11646363,6426925,5219438,5129887,4005073,7223230,-2323837,-15250,0,305000,7.62,4.53,3.47,75.17,130.30,85.31,21046.12,184.72,64.85,0,10.10,2.83,20.17,15.48,12.81,9.83,6566,45562,0,0,0,0,27.67,0.00,0.00
2012,44719738,31370898,13348840,0,12565124,11901484,663640,32154614,5000,610000,0,0,100734085,90929435,9804651,4114668,5689982,6424390,4801755,4942022,-8092156,-305000,0,305000,6.35,5.65,4.77,-12.65,9.02,19.89,13547.58,263.59,39.08,0,9.73,2.23,18.98,16.02,12.57,10.61,7872,52712,0,0,0,0,29.20,0.00,0.00
2013,49989130,36126152,13862978,0,15348968,14712361,636607,34640162,5000,610000,0,0,129209478,122265373,6944104,3874070,3070035,2934450,2347831,-5658740,5263654,-305000,0,244000,10.39,2.38,1.82,28.27,-46.04,-51.10,1317.05,245.55,44.31,0,5.37,2.73,9.19,7.03,6.48,4.96,3849,56787,0,0,0,0,12.57,0.00,0.00
2014,57541262,43536925,14004337,0,15501462,14775634,725828,42039800,5000,610000,0,0,105095862,90556544,14539318,4351808,10187510,10030230,7671227,23571278,-18406180,-244000,0,366000,4.77,9.69,7.30,-18.66,231.84,226.74,0,294.65,36.87,0,13.83,1.95,26.57,20.01,18.95,14.27,12576,68918,0,0,0,0,46.19,0.00,0.00
2015,62425261,45231360,17193902,0,13128869,12752120,376749,49296393,5000,610000,0,0,92339450,77001691,15337759,4049400,11288359,10052886,7491478,9712541,-5257191,-366000,0,305000,4.07,12.22,8.11,-12.14,10.81,-2.34,144722.55,354.70,26.63,0,16.61,1.54,24.72,16.40,18.82,12.49,12281,80814,0,0,0,0,74.92,0.00,0.00
2016,79011075,53963362,25047713,0,19174623,17594781,1579843,59836451,5000,610000,0,0,110093234,92053001,18040233,4686416,13353817,13701350,10334984,7628932,-9546513,-305000,0,0,0,12.13,9.39,0,0,0,1162.62,306.70,32.05,0,16.39,0,0,0,0,0,16943,98093,0,0,0,0,0,0.00,0.00
2017,97690984,67135938,30555046,0,20686985,19401372,1285613,77003999,5000,622200,0,0,140446264,112606118,27840146,5028594,22811552,21951335,16845828,-1358793,2012186,-1164002,0,0,0,16.24,11.99,27.57,70.82,63.00,1892.13,346.04,26.86,0,19.82,1.59,33.34,24.62,25.82,19.07,27610,123761,0,0,0,0,59.90,0.00,0.00
2018,122226689,94792400,27434288,0,13109092,11648438,1460654,109117597,500,7622000,0,0,132971035,109827330,23143705,5163373,17980331,18823061,14446830,19928752,-16393083,18171861,400,3048800,21.10,13.52,10.86,-5.32,-21.18,-14.24,1312.53,813.78,12.01,4.02,17.41,1.21,19.32,15.52,16.35,13.14,2172,14316,4.58,0.70,0.50,4.40,35.56,4.22,4.08
