구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,52453346,6701152,45752193,0,33951578,20805015,13146562,18501768,500,22882712,0,0,13971223,13146146,825077,1687884,-862807,-1784025,-1784025,-3326817,75307,-3002580,0,0,0,-12.77,-12.82,적지,적지,0,32.21,183.50,0,5.91,0.26,-4.59,-9.49,-1.60,-3.31,-78,809,0,5.90,7.82,0,-1.86,0,364.07
2017,55276578,8936420,46340158,0,36163802,19891662,16272141,19112776,500,21860000,0,0,16025310,14694222,1331089,1569021,-237932,-12945187,-12945187,522300,-7057586,12471736,0,0,0,-80.78,-17.91,적전,적전,0,44.93,189.21,0,8.31,0.31,-1.17,-63.44,-0.46,-25.19,-592,875,0,2.62,3.12,0,-0.55,0,85.43
2016,47501946,3379550,44122396,0,25803092,9531138,16271953,21698854,500,21860000,0,0,19522154,16154007,3368147,1491015,1877132,1034068,1034068,1822260,-356232,-850000,0,0,0,5.30,9.67,52.31,-71.36,2.52,35.46,118.91,0,17.25,0.41,8.85,4.87,3.95,2.17,47,993,66.91,3.19,3.54,34.84,4.46,48.09,31.91
2015,47650418,2776127,44874292,0,26907704,8703764,18203939,20742715,500,21860000,0,0,17800884,15091721,2709164,1476725,1232439,3610554,3610554,1638097,-3940683,2390000,0,0,0,20.28,-12.27,-50.18,113.38,1.47,31.90,129.72,0,15.22,0.38,6.51,19.08,2.66,7.78,165,949,12.41,2.16,2.52,10.11,3.13,54.80,32.89
2014,45123117,2580894,42542223,0,28018099,12593173,15424926,17105018,500,21860000,0,0,20290011,16288661,4001351,1527798,2473553,1692071,1692071,1986491,574411,-2050565,0,0,0,8.34,-0.78,5.43,-71.33,2.24,20.49,163.80,0,19.72,0.44,15.20,10.40,5.40,3.70,77,783,11.60,1.15,0.97,8.16,6.70,16.17,12.55
2013,46422957,2595442,43827515,0,30982382,28633811,2348572,15440574,500,21860000,0,0,20449829,16771417,3678413,1332361,2346052,5902253,5902253,1158496,508813,-1205005,0,0,0,28.86,-25.14,-35.27,흑전,1.57,9.06,200.66,0,17.99,0.43,18.83,47.38,4.95,12.45,270,707,4.44,1.70,1.28,4.05,6.62,21.09,16.97
2012,48355990,3285024,45070966,0,38880357,37055855,1824503,9475633,500,21860000,0,0,27318618,21963225,5355393,1730750,3624642,-6432360,-6760543,3651885,-1718916,-1955333,0,0,0,-24.75,25.07,13.30,적지,1.95,8.87,410.32,0,19.60,0.56,28.16,-52.52,7.43,-13.85,-309,434,0,2.56,0.89,0,9.96,13.94,11.92
2011,49273294,4344084,44929210,0,33002612,30187353,2815258,16270682,500,21860000,0,0,21843054,16734689,5108365,1909211,3199154,507350,-13482057,-695546,1244248,-535212,0,0,0,-61.72,-2.87,12.95,적전,1.58,14.39,202.83,0,23.39,0.46,28.05,-118.20,6.72,-28.32,-760,745,0,1.78,1.08,0,3.82,17.99,15.23
2010,45924821,3732939,42191882,0,39382427,28012220,11370207,6542394,500,10200000,0,0,22487867,18678523,3809344,976871,2832473,429651,457304,913503,1219987,-1970000,0,0,0,2.03,0,0,0,1.36,13.33,601.96,0,16.94,0,0,0,0,0,72,974,0.63,0.05,0.01,0.29,0,17.40,14.60
2009,23238529,4704449,18534080,0,10737484,10505846,231639,12501044,100,240925966,0,0,11307451,9296906,2010545,11725662,-9715117,-40481183,-40782174,-1502034,-16994840,18278631,0,0,0,-360.67,189.91,적지,적지,0,44.78,85.89,0,17.78,0.40,-43.98,-184.61,-34.08,-143.07,-233,52,0,3.17,2.55,0,0,0,0
