구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,208664210,139631036,69033174,0,127549668,114939247,12610421,81114542,500,13448040,0,0,553607158,519624555,33982602,18641225,15341378,6898427,6380026,11943956,-10365764,88523,100,1101170,17.26,2.77,1.15,35.75,88.43,133.35,4.66,121.48,157.25,2.55,6.14,2.75,20.15,8.38,7.62,3.17,543,6094,7.21,0.64,0.08,3.60,17.31,4.63,3.26
2010,232128234,162797936,69330298,0,145913232,129527377,16385855,86215002,500,13448040,0,0,515954066,486356850,29597216,20307781,9289435,4029401,3123771,-1275242,-17166717,18087705,50,560585,17.95,1.80,0.61,0,0,0,2.81,125.69,169.24,0.98,5.74,0,0,0,0,0,232,6411,21.87,0.79,0.13,6.46,0,10.39,5.76
2011,284127143,188963394,95163748,0,192550405,166228209,26322196,91576738,500,14294600,0,0,450428604,417410631,33017973,27044750,5973223,6003474,2917833,-18297231,-33208527,57857085,50,715000,24.50,1.33,0.65,-12.70,-35.70,-6.59,1.44,113.68,210.26,1.44,7.33,1.74,6.72,3.28,2.31,1.13,207,6406,16.80,0.54,0.11,3.87,2.34,21.87,8.30
2012,374659292,230062622,144596670,0,275785175,220470984,55314191,98874117,500,14294600,0,0,548858755,502365907,46492848,32763079,13729769,9082647,6109618,9725396,-32569450,41213133,50,715000,11.82,2.50,1.11,21.85,129.86,109.39,1.99,104.35,278.93,0.68,8.47,1.67,14.42,6.42,4.17,1.85,423,6768,17.36,1.09,0.19,5.57,5.26,15.78,8.16
2013,432728319,252681968,180046352,0,319394138,261913495,57480642,113334182,500,15558278,0,0,654680194,584095503,70584690,43810158,26774533,16585516,13160622,40545409,-63423018,52419972,75,1167000,9.04,4.09,2.01,19.28,95.01,115.41,3.36,96.48,281.82,0.86,10.78,1.62,25.23,12.40,6.63,3.26,867,7284,10.05,1.20,0.20,4.34,10.02,9.65,5.90
2014,420719812,228225915,192493898,0,304452189,252527827,51924362,116267624,500,15600400,0,0,579347225,526755643,52591582,44068530,8523052,6826239,4903850,2597725,-11654080,-2345342,50,780020,15.91,1.47,0.85,-11.51,-68.17,-62.74,1.14,90.38,261.85,1.06,9.08,1.36,7.42,4.27,2.00,1.15,314,7453,14.94,0.63,0.13,3.30,2.60,25.78,8.51
2015,420268051,225100545,195167506,0,291269221,258537411,32731810,128998830,500,16087061,0,0,616138233,553014475,63123758,40831364,22292394,17031754,14885891,27044920,-14578298,-18302816,75,1206530,8.11,3.62,2.42,6.35,161.55,203.56,3.13,87.07,225.79,1.18,10.25,1.47,18.18,12.14,5.30,3.54,928,8019,6.84,0.79,0.17,3.46,7.93,10.74,6.50
2016,436686199,236090910,200595289,0,273466862,248404783,25062079,163219337,500,20478206,0,0,602202164,539069968,63132196,43895963,19236233,15255744,13582140,46751969,-27659114,-17626087,80,1638256,12.06,3.19,2.26,-2.26,-13.71,-8.76,2.95,95.04,167.55,1.37,10.48,1.41,13.17,9.30,4.49,3.17,729,7970,8.03,0.73,0.18,3.53,7.13,11.15,5.87
2017,424992667,224319770,200672897,0,271577862,248181630,23396232,153414805,500,20478206,0,0,585716904,532241853,53475051,47999274,5475777,-1035040,-1462094,80963,-31423498,11230011,0,0,0,0.93,-0.25,-2.74,-71.53,적전,0.88,90.39,177.02,0,9.13,1.36,3.46,-0.92,1.27,-0.34,-71,7492,0,0.60,0.16,5.85,-1.63,39.20,9.49
2018,418903547,230595992,188307555,0,277924450,251834549,26089901,140979097,500,20478206,0,0,451807947,410474014,41333933,40083078,1250855,-11031759,-10872639,-410813,-10100044,4429,0,0,0,0.28,-2.41,-22.86,-77.16,적지,0.16,91.57,197.14,0,9.15,1.07,0.85,-7.39,0.30,-2.58,-531,6884,0,0.50,0.16,7.74,0.45,161.09,9.50
