구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,7332656,3047666,4284990,0,1590750,513829,1076921,5741906,5000,333333,0,0,3330563,2215897,1114666,957309,157358,180880,180880,1116201,-2459930,1019782,0,0,0,4.72,5.43,0,0,0,0,593.13,27.70,0,33.47,0,0,0,0,0,543,17226,0,0,0,0,0,0.00,0.00
2010,12804458,8764158,4040299,0,5789180,4844920,944260,7015278,5000,333333,0,0,6993135,3837583,3155553,2207390,948162,1052811,1052811,1138317,842064,2173889,0,0,0,13.56,15.05,0,0,0,31.85,180.89,82.52,0,45.12,0,0,0,0,0,3158,21046,0,0,0,0,0,0.00,0.00
2011,17503543,13610115,3893428,0,9869624,8007406,1862218,7633920,5000,333333,0,0,8749795,6313601,2436195,2041308,394887,558737,558737,-727041,-3522639,3196142,0,0,0,4.51,6.39,25.12,-58.35,-46.93,9.36,169.97,129.29,0,27.84,0.58,5.39,7.63,2.61,3.69,1676,22902,0,0,0,0,11.69,0.00,0.00
2012,12988213,9179547,3808667,0,3766737,2674416,1092322,9221476,500,3333330,0,0,11606681,8191215,3415466,2338546,1076920,1587078,1587078,2267532,-3909217,-1253238,0,0,0,9.28,13.67,32.65,172.72,184.05,58.71,343.24,40.85,0,29.43,0.76,12.78,18.83,7.06,10.41,476,2766,0,0,0,0,24.75,0.00,0.00
2013,18492551,14038350,4454201,0,4111450,3724868,386582,14381101,500,3333330,0,0,17033006,9788874,7244132,3536748,3707384,4326189,5161459,2383821,-1437462,917720,0,0,0,21.77,30.30,46.75,244.26,225.22,725.66,376.88,28.59,0,42.53,1.08,31.42,43.74,23.55,32.79,1548,4314,6.07,2.18,1.84,4.90,64.02,8.45,6.34
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
