구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2010,8032470854,0,0,0,6342160602,0,0,1690310252,5000,0,0,36000000,527465200,0,527465200,0,172007456,0,0,-583737678,-49674117,738548590,1000,79014483,86.49,5.24,2.86,30.87,71.97,-9.21,0,0,375.21,6.35,16.08,0.45,10.28,5.60,2.37,1.29,1053,20962,14.96,0.75,0.42,10.70,0,0,0
2011,9561512936,0,0,0,7865322994,0,0,1696189942,5000,0,0,36000000,432676965,0,432676965,0,83963969,0,0,332508289,41787104,-205206080,750,59768351,81.28,2.00,1.75,0,0,0,0,0,463.71,5.08,10.28,0,0,0,0,0,847,21089,17.41,0.70,0.30,11.63,0,0,0
2012,10980848993,0,0,0,9247454275,0,0,1733394718,5000,0,0,36000000,471881460,0,471881460,0,93196296,0,0,-997768769,693485236,-130627738,650,51525000,57.34,2.13,2.06,9.06,11.00,22.21,0,0,533.49,5.86,10.79,0.43,5.43,5.24,0.91,0.87,1036,21532,10.72,0.52,0.22,7.55,0,0,0
2013,12586148533,0,0,0,10928013045,0,0,1658135488,5000,0,0,36000000,361998275,0,361998275,0,772089,0,0,-35290702,-147270485,96307114,500,38719885,1197.41,0.03,0.12,-23.29,-99.17,-96.40,0,0,659.05,5.10,13.51,0.23,0.05,0.19,0.01,0.03,37,20904,263.25,0.47,0.32,21.08,0,0,0
2013,13824076615,0,0,0,12189490827,0,0,1634585788,5000,0,0,36000000,244677531,0,244677531,0,-11696890,0,0,-151593455,49864738,118831871,200,16267498,107.65,-0.79,1.02,-32.41,적전,367.27,0,0,745.72,2.55,16.44,0.11,-0.71,0.92,-0.09,0.11,174,20535,45.08,0.38,0.46,16.54,0,0,0
2014,18221745400,0,0,0,16578849036,0,0,1642896364,5000,0,0,36000000,410729640,0,410729640,0,47777378,0,0,-226477163,-303268858,509581396,250,19432281,44.48,2.14,1.96,67.87,흑전,189.08,0,0,1009.12,2.63,18.43,0.14,2.92,2.67,0.30,0.27,503,20824,18.85,0.46,0.37,11.93,0,0,0
2015,18685970298,0,0,0,16954453138,0,0,1731517160,5000,0,0,36000000,526808909,0,526808909,0,170070369,0,0,342420719,-34728563,-309206741,500,36565116,26.85,4.94,3.96,28.26,255.96,211.70,0,0,979.17,4.22,15.31,0.19,10.08,8.07,0.92,0.74,1569,22097,7.55,0.54,0.30,6.57,0,0,0
2016,17692580620,0,0,0,15914516694,0,0,1778063926,5000,0,0,36000000,446263446,0,446263446,0,83312068,0,0,-794444808,195253756,718976744,550,40260722,54.39,2.01,1.79,-15.29,-51.01,-45.64,0,0,895.05,5.29,10.79,0.23,4.75,4.22,0.46,0.41,853,22589,12.19,0.46,0.22,9.81,0,0,0
2017,17446839713,0,0,0,15578942992,0,0,1867896721,5000,0,0,36000000,468581830,0,468581830,0,132963726,0,0,-643615587,-186605540,843862840,610,44663133,38.54,3.75,3.27,5.00,59.60,56.57,0,0,834.04,4.24,13.21,0.20,7.29,6.36,0.76,0.66,1336,23588,10.78,0.61,0.35,9.05,0,0,0
2018,19151314244,0,0,0,17150418139,0,0,2000896105,5000,0,0,36000000,513918777,0,513918777,0,158499796,0,0,-1598084884,-9759474,1893521603,620,45530100,32.33,6.20,5.50,9.68,19.21,21.43,0,0,857.14,5.46,20.10,0.14,8.19,7.27,0.87,0.77,1623,24716,6.99,0.46,0.39,6.02,0,0,0
