구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,77324148,35677162,41646985,0,35253796,32208492,3045304,42070351,500,16312697,0,0,62611447,35439741,27171707,26164082,1007625,428087,369766,4824162,-5313776,-1835829,100,1618435,0,0.59,2.76,-8.88,흑전,1.65,110.77,83.80,3.28,43.40,0.80,2.37,0.87,1.29,0.47,23,2654,134.33,1.15,0.79,19.34,2.22,49.30,15.50
2017,79178255,36063323,43114933,0,36092154,32056857,4035297,43086102,500,16312697,0,0,60928090,36615163,24312927,23207096,1105832,-819881,-2702525,3880498,-8871777,6197270,100,683829,0,-4.44,-7.98,-52.19,적지,2.19,112.50,83.77,3.48,39.90,0.72,2.45,-5.99,1.30,-3.18,-169,2716,0,1.06,0.77,163.98,-2.68,42.34,11.29
2016,90608322,33449184,57159139,0,43408068,26032920,17375149,47200254,500,16312697,0,0,66209674,38697840,27511834,25198808,2313026,1204268,-8160693,-3996572,-335060,-603687,150,1025744,0,-12.33,-0.92,507.47,적전,6.74,128.49,91.97,1.80,41.55,0.69,4.38,-15.45,2.43,-8.56,-479,2972,0,2.81,2.05,0,-8.81,64.05,25.11
2015,100037240,47095395,52941845,0,41610147,28196002,13414145,58427093,500,16312697,0,0,66825043,38790930,28034112,27653347,380765,586190,149818,4155660,-7111779,8603118,210,3398713,0,0.22,-9.60,-77.90,-85.02,0.85,167.03,71.22,5.12,41.95,0.71,0.64,0.25,0.41,0.16,9,3649,446.42,1.12,1.00,23.22,0.22,175.98,21.54
2014,87157439,44762583,42394856,0,25887368,23702777,2184591,61270070,500,16312697,0,0,73918903,42255694,31663210,29939949,1723260,1214150,999819,5498835,-500849,-5258329,210,3398713,0,1.35,-12.58,-21.83,-71.86,4.05,188.85,42.25,5.07,42.84,0.82,2.76,1.60,1.91,1.11,61,3831,67.63,1.08,0.91,15.89,3.55,39.24,13.58
2013,93694224,47609162,46085062,0,30230756,27718875,2511881,63463468,500,16312697,0,0,84559310,48158238,36401072,34196563,2204509,4786485,3553057,5305538,5026630,-2522034,210,3390313,0,4.20,-11.98,-21.11,2.75,4.81,171.76,47.63,5.52,43.05,0.91,3.47,5.59,2.36,3.81,218,3989,17.47,0.95,0.73,8.65,4.02,28.16,10.65
2012,93023486,42010110,51013376,0,29331882,27079085,2252796,63691605,500,16312697,0,0,96068853,54060638,42008215,39213747,2794468,5119285,3458095,4787840,-23996423,8562398,250,4036000,0,3.60,-6.86,-67.51,-43.83,4.82,155.14,46.05,4.28,43.73,1.10,4.82,5.96,3.21,3.97,212,4003,27.55,1.46,0.99,13.32,6.71,34.09,14.68
2011,81269991,44400582,36869409,0,28937415,25410938,3526477,52332576,500,16312697,0,0,103140710,55356534,47784175,39183042,8601133,8007178,6157000,7598493,3076118,-6669767,400,5683000,0,5.97,-1.41,-26.56,-32.13,20.75,174.73,55.30,5.85,46.33,1.27,16.32,11.68,10.57,7.57,377,4442,18.12,1.54,1.08,11.61,48.61,12.97,9.26
2010,81474085,42479810,38994275,0,28374371,23881515,4492856,53099714,500,16312697,0,0,104619144,54913380,49705764,37993652,11712113,11809238,9071359,10169180,2694841,-10080552,500,7103221,0,8.67,0,0,0,27.53,177.88,53.44,6.43,47.51,0,0,0,0,0,559,4489,13.92,1.73,1.21,10.40,0,10.84,8.58
2009,58601525,37973900,20627625,0,17585954,15478230,2107724,41015571,500,11220000,0,0,68895075,24615199,44279876,30719627,13560249,13853408,10597883,15459644,1403789,-17244638,600,5468246,0,15.38,3.81,-10.23,25.83,10234.15,245.34,42.88,7.42,64.27,1.11,28.49,22.27,21.92,17.13,945,5449,8.56,1.48,1.32,6.95,123.65,6.69,5.67
