구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,5001762046,2108446162,2893315884,0,3180580272,1867108050,1313472223,1821181774,500,58574308,0,0,4181719227,2370701023,1811018204,1480531760,330486443,249196896,167268881,520789566,-504191015,78107930,0,0,0,7.90,4.00,6.46,11.90,265.57,2.40,112.93,174.64,0,43.31,0.89,19.63,9.94,7.04,3.56,9,14394,1112.16,0.71,0.13,2.00,7.73,8.87,4.79
2010,3382133052,1246067413,2136065639,0,2312682065,1260700485,1051981580,1069450986,500,60264847,0,0,1208070111,1066163347,141906764,93198097,48708667,111535496,87855786,36673359,-186142689,166621911,0,0,0,4.03,7.27,0,0,0,0.51,98.84,216.25,0,11.75,0,0,0,0,0,1719,16092,6.48,0.69,0.55,5.82,0,40.76,32.93
2011,3791477187,1454009607,2337467581,0,2924082988,1862731566,1061351422,867394199,500,60272518,0,0,1030431057,841752717,188678340,64979666,123698674,25591117,-161341473,141198680,-202627215,2896908,0,0,0,12.00,-15.66,-14.70,153.96,적전,1.50,78.06,337.11,0,18.31,0.29,12.77,-16.66,3.45,-4.50,-2425,13185,0,0.33,0.26,0,8.75,14.47,11.06
2012,2757220051,1496134291,1261085763,0,3330879411,3014221049,316658364,-573659360,500,60272518,0,0,532710532,562279549,-29569017,166610387,-196179404,-950251009,-1732744864,92810962,-389050497,151829135,0,0,0,-36.83,-325.27,-48.30,적전,적지,0,49.64,완전잠식,0,-5.55,0.16,-133.58,-1179.80,-5.99,-52.92,-21448,-7980,0,0,0.22,0,-20.68,0,0
2013,2311862207,1487487849,824374357,0,1861381644,1223382937,637998708,450480562,500,52844013,0,0,382785260,363041630,19743630,46332417,-26588787,588676955,229973461,32024475,620223334,-574842625,0,0,0,-6.95,60.08,-28.14,적지,흑전,0,121.59,413.20,0,5.16,0.15,완전잠식,완전잠식,-1.05,9.07,11108,4027,0.28,0.76,0.29,0.25,-12.12,0,42.42
2014,1638252913,901788784,736464129,0,1268584193,709674969,558909224,369668720,500,52866795,0,0,456925910,409625658,47300252,42581764,4718488,140223002,113165446,66416686,188118675,-194629178,0,0,0,1.03,24.77,19.37,흑전,-50.79,0.22,127.07,343.17,0,10.35,0.23,1.15,27.60,0.24,5.73,2633,6089,0.73,0.32,0.22,0.62,6.28,32.13,5.27
2015,1203683619,690027197,513656421,0,846218950,516495561,329723390,357464668,500,60070918,0,0,437329492,369402472,67927020,49222850,18704170,32658232,20423149,83044815,-12062866,-182991225,0,0,0,4.28,4.67,-4.29,296.40,-81.95,1.26,133.60,236.73,0,15.53,0.31,5.14,5.62,1.32,1.44,579,5906,5.70,0.56,0.40,3.62,0,9.59,4.94
2016,807442205,543031738,264410465,0,481942067,432955008,48987059,325500138,500,72677207,0,0,242973133,211477630,31495503,43288066,-11792564,5577789,-33174452,16315487,158859083,-114590980,0,0,0,-4.85,-13.65,-44.44,적전,적전,0,125.42,148.06,0,12.96,0.24,-3.45,-9.71,-1.17,-3.30,-412,4616,0,0.61,0.71,0,0,0,0
2017,886226384,612283165,273943218,0,552522219,514464864,38057356,333704164,500,74166668,0,0,282834110,231111326,51722784,41345590,10377194,15544706,6946922,14811468,-130201701,50694897,0,0,0,3.67,2.46,16.41,흑전,흑전,2.18,119.01,165.57,0,18.29,0.33,3.15,2.11,1.23,0.82,118,4748,18.96,0.47,0.58,13.24,25.40,14.80,10.90
2018,759854099,486333671,273520428,0,534214362,497734878,36479484,225639737,500,74166668,0,0,290411590,260842014,29569576,113791417,-84221841,-101053814,-103258776,-56702666,83410187,-45055324,0,0,0,-29.00,-35.56,2.68,적전,적전,0,97.71,236.76,0,10.18,0.35,-30.11,-36.92,-10.23,-12.55,-1398,3223,0,0.66,0.53,0,-246.77,0,0
