구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,272079008,189787341,82291668,0,67222248,65232248,1990000,204856761,1000,11715480,0,0,257887299,87989417,169897882,126298428,43599454,43611470,33019995,23481872,-702783,36931887,280,3280334,0,12.80,-8.24,-5.88,-0.18,44.15,290.94,32.81,1.11,65.88,1.07,26.63,20.17,18.05,13.67,3234,17486,7.78,1.44,1.02,6.99,21.21,6.76,6.21
2017,211025528,130046281,80979247,0,88454699,84474699,3980000,122570829,5000,1991496,0,0,281050483,98438485,182611998,136287283,46324715,46013649,33078715,34786286,-45298155,10656479,0,0,0,11.77,5.28,31.40,32.42,51.07,153.95,72.17,0,64.97,1.50,44.19,31.55,24.70,17.64,16861,61140,0,0,0,0,27.55,0.79,0.72
2016,164090134,125381552,38708583,0,76982291,74561085,2421206,87107843,5000,248937,0,0,266951857,97063984,169887873,134633304,35254569,33911463,24979957,-5751345,5167397,-4639310,0,0,0,9.36,0,0,0,14.62,168.16,88.38,0,63.64,0,0,0,0,0,113882,349919,0,0,0,0,0,0.79,0.69
2015,147428349,102635819,44792530,0,85860314,77701788,8158526,61568035,5000,200000,0,0,225949829,76323119,149626709,116912514,32714196,28338234,21756308,20420795,-5158582,-15174825,0,2000000,0,9.63,16.66,52.59,66.50,19.59,132.09,139.46,0,66.22,1.57,63.24,42.05,22.80,15.16,88065,255624,0,0,0,0,34.78,1.00,0.88
2014,139521079,91856216,47664863,0,97621219,85850575,11770644,41899860,5000,200000,0,0,193680723,69779405,123901318,102462404,21438914,17511161,13067172,8878236,-7032139,689368,0,1000000,0,6.75,20.80,39.08,-1.12,9.98,107.00,232.99,0,63.97,1.44,57.26,34.90,15.97,9.73,47230,178000,0,0,0,0,25.02,1.96,1.59
2013,128996482,78713316,50283166,0,96016422,78554138,17462284,32980061,5000,200000,0,0,160335345,57583620,102751725,87337143,15414582,16676199,13215033,9358796,-14726775,11743348,0,2000000,0,8.24,19.08,285.58,338.02,7.46,100.20,291.13,0,64.09,1.46,56.20,48.18,14.03,12.03,53965,140053,0,0,0,0,22.14,2.66,1.99
2012,90673984,52790683,37883301,0,68795444,52062760,16732684,21878540,5000,200000,0,0,134642378,56414154,78228225,74230415,3997810,3183439,3017003,1017929,-1337622,1889457,0,3000000,0,2.24,1.49,-39.95,-35.59,2.11,101.40,314.44,0,58.10,1.55,18.28,13.80,4.61,3.48,12026,96655,0,0,0,0,7.89,7.81,3.96
2011,82737944,43198703,39539241,0,60876407,48700423,12175984,21861537,5000,200000,0,0,132666050,56481258,76184792,69527308,6657484,5874873,4684171,-398974,-14539693,15349395,0,0,0,3.53,9.74,33.24,23.51,5.23,88.70,278.46,0,57.43,1.83,31.67,22.28,9.20,6.47,20314,99629,0,0,0,0,14.82,3.97,2.69
2010,62048683,33727163,28321520,0,41871317,36801377,5069940,20177366,5000,200000,0,0,120892830,55950146,64942684,59946101,4996583,4534510,3792611,7534957,-3719083,-4295126,0,3000000,0,3.14,54.68,-5.19,30.42,5.71,91.65,207.52,0,53.72,2.21,28.95,21.98,9.12,6.92,22585,94315,0,0,0,0,17.26,1.84,1.15
2009,47568587,20905521,26663066,0,33231466,28456466,4775000,14337121,5000,200000,0,0,78158249,33224146,44934103,39663736,5270367,4243776,2908028,8664799,-9532670,1041989,0,0,0,3.72,13.85,110.91,220.08,5.02,73.46,231.79,0,57.49,1.82,40.92,22.58,12.30,6.79,14540,71686,0,0,0,0,17.55,2.00,1.51
