구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4964745,4628146,336599,0,2593472,2528588,64885,2371272,5000,80000,0,0,9695383,5747540,3947844,880828,3067016,3046933,2588360,2171994,-341367,-192901,0,0,0,31.63,26.70,0,0,0,96.51,183.03,109.37,0,40.72,0,0,0,0,0,32355,29641,0,0,0,0,0,0.00,0.00
2015,42159897,28464438,13695459,0,11750576,10213936,1536640,30409321,500,4716100,0,0,74634006,30564563,44069443,17553796,26515647,24246715,18286571,22178068,-22338303,8680130,0,0,0,35.53,24.50,669.79,764.54,606.49,133.75,278.68,38.64,0,59.05,3.17,161.78,111.57,112.53,77.61,3813,6448,0,0,0,0,299.71,0.00,0.00
2016,68592467,47303240,21289227,0,14100796,13060486,1040310,54491671,500,18864400,0,0,104692209,39311521,65380689,37299641,28081047,28828733,22451711,13455660,-9851971,820662,0,0,0,26.82,21.45,40.27,5.90,22.78,1830.22,362.19,25.88,0,62.45,1.89,66.15,52.89,50.71,40.54,1191,2830,0,0,0,0,108.38,0.04,0.04
2017,128073431,78162401,49911030,0,22081749,19271646,2810102,105991682,500,22064400,0,0,127402379,58060830,69341549,49904392,19437157,18954972,13459906,-7092252,-34441114,36174729,150,3309660,23.40,15.26,10.56,21.69,-30.78,-40.05,134.81,405.58,20.83,1.02,54.43,1.30,24.22,16.77,19.77,13.69,655,4746,22.44,3.10,2.49,20.47,25.66,16.75,15.66
2018,153453131,99086172,54366958,0,37065294,29435399,7629895,116387837,500,22415066,0,0,156623550,80724850,75898700,65553320,10345380,11077811,8452718,-19898947,2155039,19142232,0,0,0,6.61,5.40,22.94,-46.78,-37.20,25.92,336.62,31.85,0,48.46,1.11,9.30,7.60,7.35,6.00,401,4977,21.73,1.75,1.24,17.70,8.22,19.58,16.35
