구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2010,243325914,0,0,0,226593612,0,0,16732302,0,0,0,0,2567707,0,2567707,2232109,335598,415193,182428,-10599086,1227855,0,0,0,0,1.64,0.89,-17.79,흑전,흑전,0,0,1354.23,0,23.60,0.08,1.97,1.07,0.13,0.07,76,6972,33.48,0.37,0.30,20.99,0,0,0
2011,229491435,0,0,0,233037866,0,0,-3546432,0,0,0,0,-16586956,0,-16586956,2353661,-18940617,-19134231,-20232320,866323,2004980,0,0,0,0,-108.51,-115.91,-20.27,적전,적전,0,0,완전잠식,0,23.44,0.07,-287.29,-306.88,-8.01,-8.56,-8430,-1478,0,0,0.23,0,0,0,0
2012,140447372,0,0,0,133151029,0,0,7296343,0,0,0,0,-4733313,0,-4733313,2295320,-7028633,-6916724,-6916724,-23582666,5906852,11893208,0,0,0,-68.15,-67.07,-40.12,적지,적지,0,0,1824.90,0,8.27,0.06,-374.87,-368.90,-3.80,-3.74,-2464,2097,0,0.72,0.41,0,0,0,0
2013,126463823,0,0,0,126187694,0,0,276129,0,0,0,0,-5647917,0,-5647917,2329405,-7977322,-3216891,-3216891,-6621828,7327084,0,0,0,0,-92.36,-37.25,-10.39,적지,적지,0,0,45698.82,0,34.49,0.06,-210.69,-84.96,-5.98,-2.41,0,0,0,0,0,0,0,0,0
2014,135527644,0,0,0,128376327,0,0,7151317,0,0,0,0,-6627226,0,-6627226,2978222,-9605448,-10223214,-10223214,-16664794,920491,17404513,0,0,0,-131.95,-140.44,-16.49,적지,적지,0,0,1795.14,0,41.81,0.06,-258.65,-275.28,-7.33,-7.80,0,0,0,0,0,0,0,0,0
2015,240586952,0,0,0,225726306,0,0,14860646,0,0,0,0,6443755,0,6443755,5071601,1372154,1227636,1227636,1009241,-2691130,57935734,0,0,0,9.44,8.45,65.74,흑전,흑전,0,0,1518.95,0,41.74,0.08,12.47,11.15,0.73,0.65,0,0,0,0,0,0,0,0,0
2015,222854215,0,0,0,206897817,0,0,15956398,0,0,0,0,5040364,0,5040364,3532108,1508256,1049059,1049059,-34617353,-78339,0,0,0,0,14.02,9.75,-10.34,9.92,-14.55,0,0,1296.64,0,66.91,0.05,9.79,6.81,0.65,0.45,0,0,0,0,0,0,0,0,0
2016,292300190,0,0,0,271624001,0,0,20676189,0,0,0,0,12146158,0,12146158,8096089,4050069,3855105,3964939,-53999518,1977779,59972757,0,0,0,12.67,12.40,142.59,195.16,222.97,0,0,1313.70,0,69.18,0.12,22.11,21.65,1.57,1.54,0,0,0,0,0,0,0,0,0
2017,282056094,0,0,0,255886219,0,0,26169875,0,0,0,0,13009972,0,13009972,8438202,4571770,4717567,6427622,-7506755,-97543,-11187084,0,0,0,14.41,20.26,-7.21,12.88,62.11,0,0,977.79,0,63.55,0.11,19.52,27.44,1.59,2.24,0,0,0,0,0,0,0,0,0
2018,322249504,0,0,0,288048343,0,0,34201161,0,0,0,0,14455915,0,14455915,8008783,6447132,6564305,8002258,-31630816,-139666,32111112,0,0,0,24.49,30.39,-16.92,41.02,24.50,0,0,842.22,0,56.98,0.09,21.36,26.51,2.13,2.65,0,0,0,0,0,0,0,0,0
