구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,19296257,14662529,4633728,0,23417172,3955100,19462072,-4120916,500,699500,0,0,21703130,0,21703130,9718755,11984376,11332125,10225931,10038771,-761703,-1114000,0,0,0,55.22,47.12,0,0,0,14.83,370.72,완전잠식,0,100.00,0,0,0,0,0,10957,-4415,0,0,0,0,0,0.00,0.00
2016,44336243,40448196,3888048,0,22704429,9158491,13545938,21631815,500,739430,0,0,33690170,0,33690170,5568710,28121460,28397391,24424744,22798655,-1246709,0,0,0,0,83.47,72.50,55.23,134.65,138.85,81.00,441.65,104.96,0,100.00,1.06,321.19,278.97,88.39,76.77,26170,23178,0,0,0,0,0,0.00,0.00
2017,101692680,93335424,8357256,0,23144526,19914903,3229622,78548155,500,10266300,0,0,92730435,0,92730435,33162265,59568170,58375809,50861093,46576175,-27460638,-3405523,0,0,0,64.24,54.85,175.24,111.82,108.24,395.83,468.67,29.47,0,100.00,1.27,118.92,101.54,81.58,69.66,4954,8073,0,0,0,0,2172.14,0.00,0.00
2017,296580573,279877489,16703084,0,21383262,19757235,1626027,275197312,500,12066300,0,0,52383847,0,52383847,30727112,21656735,17705211,14730524,26521904,-8316808,178750008,0,0,0,41.34,28.12,-43.51,-63.64,-71.04,3009.55,1416.58,7.77,0,100.00,0.26,12.24,8.33,10.88,7.40,1294,23166,191.31,10.69,53.80,179.12,190.53,137.95,131.85
2018,712530157,354488882,358041275,0,304504408,115076786,189427622,408025749,500,12943000,0,0,404763992,0,404763992,236655029,168108963,175357433,146446177,159275392,-304981799,138607909,0,0,0,41.53,36.18,336.50,182.21,187.93,104.14,308.05,74.63,0,100.00,0.80,49.21,42.87,33.32,29.02,11596,33371,17.93,6.23,6.49,17.36,85.96,16.01,15.56
