구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,652616127,283789995,368826132,0,339240243,257469617,81770626,313375884,500,13763533,0,0,446731041,288960734,157770307,135689108,22081199,9344307,7062695,29455780,-18293749,-13447824,450,6127837,0,1.58,6.88,흑전,104.53,3.76,110.22,108.25,1.47,35.32,0.69,7.31,2.34,3.42,1.09,580,22520,52.89,1.36,0.95,15.14,4.77,24.99,13.14
2017,639346109,261988397,377357712,0,348634727,197453859,151180869,290711381,500,12594080,0,0,417970014,285109722,132860292,134730914,-1870621,6696015,3453096,6790746,-2540481,18744834,265,3298710,0,0.83,5.51,적전,흑전,0,132.68,119.92,0.80,31.79,0.66,-0.65,1.19,-0.30,0.55,387,22778,85.37,1.45,0.99,18.45,-0.28,0,36.50
2016,622848956,242539958,380308997,0,333598608,192862728,140735881,289250347,500,12594080,0,0,396134014,268623976,127510038,123869731,3640307,-9775014,-7400629,-8501956,-63783044,73100786,125,1555995,0,-1.87,10.51,-41.49,적지,1.17,125.76,115.33,0.48,32.19,0.69,1.23,-2.50,0.63,-1.28,-512,22506,0,1.17,0.83,39.66,0.91,135.91,26.85
2015,530587277,200233450,330353827,0,226881695,122142364,104739331,303705583,500,12594080,0,0,358447724,238210291,120237433,114016175,6221258,-717290,-1802720,14640168,-22225688,12173703,100,1244796,0,-0.50,2.91,-39.69,적전,2.27,163.93,74.70,0.34,33.54,0.69,2.03,-0.59,1.19,-0.34,-134,23904,0,1.23,1.03,29.61,5.77,73.51,22.43
2014,515487015,190133343,325353672,0,207712898,116004271,91708627,307774117,500,12594080,0,0,348310911,233913863,114397049,104082069,10314980,3655253,1473262,36562091,-78460495,46003666,150,1867194,0,0.42,6.21,38.23,-88.03,3.55,163.90,67.49,0.76,32.84,0.70,3.43,0.49,2.09,0.30,119,24642,166.04,0.80,0.70,16.81,1.65,32.18,14.19
2013,473529212,204828306,268700906,0,179252807,125832809,53419998,294276404,500,11600000,0,0,327936251,228815516,99120735,91658515,7462220,15523246,12309555,9278934,-20696857,12385027,200,2320000,0,3.75,4.22,-13.21,113.40,4.11,162.78,60.91,1.19,30.23,0.72,2.57,4.23,1.64,2.71,1061,25369,15.83,0.66,0.59,8.34,2.56,33.41,13.46
2012,436393122,180790564,255602558,0,149141042,97153544,51987498,287252080,500,11600000,0,0,314647673,215161319,99486354,90888138,8598216,9915339,5768269,12275221,-51703587,38829843,150,1740000,0,1.83,-5.53,-61.61,-65.20,19.28,186.09,51.92,0.75,31.62,0.75,3.04,2.04,2.04,1.37,497,24763,40.32,0.81,0.74,13.50,2.24,31.85,13.65
2011,408212956,197901949,210311007,0,129876434,96388009,33488425,278336522,500,11600000,0,0,333059365,208068608,124990757,102594258,22396499,20853990,16573866,48084918,-25388619,-21640488,400,4640000,0,4.98,3.70,-18.87,-20.34,60.42,205.32,46.66,3.28,37.53,0.83,8.17,6.05,5.57,4.12,1429,23995,8.54,0.51,0.42,5.23,8.01,6.32,4.30
2010,395991037,200938839,195052197,0,126213062,88231779,37981283,269777975,500,11600000,0,0,321185581,195466885,125718696,98111863,27606833,28362146,20805474,10929969,-8276688,-2950567,530,6148000,0,6.48,0,0,0,34.04,227.74,46.78,3.21,39.14,0,0,0,0,0,1794,23257,9.20,0.71,0.60,6.36,0,7.47,5.59
2009,318779403,186749882,132029521,0,111303960,93409042,17894918,207475443,500,11600000,0,0,293442084,177170486,116271598,96867020,19404578,24020330,18005523,22436852,-16021280,-6843288,465,5394000,0,6.14,6.67,-22.57,163.77,57.58,199.93,53.65,3.58,39.62,0.95,9.74,9.04,6.29,5.83,1552,17886,8.38,0.73,0.51,5.84,6.91,8.39,5.98
