구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,681750819,310736335,371014484,0,246717950,228518804,18199146,435032869,500,65429516,0,0,306150809,271995017,34155792,23965220,10190572,71517279,69198558,37360242,34396141,10049492,60,3632594,0,22.60,32.74,-12.89,436.60,4.07,135.98,56.71,2.46,11.16,0.58,3.02,20.48,1.92,13.02,1463,6888,1.67,0.35,0.38,1.46,3.12,15.67,8.01
2017,381158251,150671614,230486637,0,140332152,130651105,9681046,240826100,500,29084925,0,0,230634812,193009825,37624987,25927072,11697915,9576891,12895699,-9543549,-377362,-10260990,80,1989425,0,5.59,-13.64,-50.36,-20.32,10.10,115.32,58.27,1.94,16.31,0.58,4.86,5.36,2.93,3.23,443,8719,9.31,0.47,0.52,6.10,8.15,12.16,7.70
2016,417865468,176778523,241086946,0,177448939,155344858,22104080,240416530,500,29084925,0,0,267074156,217713888,49360268,25794076,23566192,21702147,16183843,35245662,-4526973,-4452346,100,2650978,0,6.06,-0.91,10.95,-1.62,16.75,113.80,73.81,2.11,18.48,0.64,9.98,6.85,5.61,3.85,556,8429,8.52,0.56,0.52,6.25,9.36,5.88,4.71
2015,422833445,174086524,248746921,0,190825603,169308019,21517584,232007841,500,29084925,0,0,269528038,221412942,48115096,26874065,21241031,21963273,16449973,10256628,-15982486,3951056,120,3248141,0,6.10,2.42,22.48,14.94,14.66,102.82,82.25,2.14,17.85,0.67,9.42,7.29,5.28,4.09,565,8043,9.91,0.70,0.60,7.39,8.75,8.91,7.05
2014,381939281,144850453,237088827,0,162814028,136708331,26105697,219125252,500,29084925,0,0,263152264,220084616,43067648,25725748,17341900,16767926,14312319,34443800,10539189,-28130371,80,2161252,0,5.44,27.90,-26.52,-28.59,8.48,105.96,74.30,1.56,16.37,0.71,8.10,6.69,4.66,3.85,492,7586,10.40,0.67,0.57,7.58,8.95,9.39,7.18
2013,361985890,108635043,253350847,0,153154843,133795401,19359442,208831047,500,29084925,0,0,205751154,164405183,41345972,17746622,23599349,27807681,20043596,12060558,-49795709,23306146,80,2161252,0,9.74,-8.70,-6.32,3.93,16.58,81.19,73.34,1.15,20.10,0.60,11.90,10.11,6.93,5.89,689,7247,10.10,0.96,0.98,8.59,14.28,10.95,9.53
2012,318665505,152757766,165907739,0,130804553,108358727,22445826,187860952,500,29084925,0,0,225353321,182861979,42491342,17300065,25191277,24369484,19285856,13157000,-50742985,-2363232,100,2701000,0,8.56,4.64,-12.80,-22.78,15.51,140.97,69.63,1.31,18.86,0.72,14.12,10.81,8.00,6.13,663,6526,11.49,1.17,0.98,9.87,28.32,8.80,7.81
2011,310879328,152885455,157993873,0,141938059,116979241,24958819,168941269,500,29084925,0,0,215365697,170409718,44955979,16067582,28888397,33983564,24976613,18427061,-8704426,10854451,100,2701000,0,11.60,18.47,24.95,21.75,22.11,130.69,84.02,2.03,20.87,0.74,18.38,15.90,9.96,8.61,859,5876,5.74,0.84,0.67,5.23,37.81,4.96,4.58
2010,269452191,133475002,135977188,0,124127159,110704496,13422663,145325032,500,29084925,0,0,181795010,143921095,37873915,14753504,23120411,28178981,20514721,23334250,-6902496,18039662,100,2701566,0,11.28,0,0,0,14.75,120.57,85.41,2.46,20.83,0,0,0,0,0,705,5064,5.77,0.80,0.65,5.16,0,5.12,4.64
2009,176980102,73995930,102984172,0,72800144,68431094,4369050,104179958,500,27561000,0,0,122569148,96843144,25726003,14014701,11711303,17247190,13692827,12897193,-38548473,-3657749,80,2007338,0,11.17,-7.01,31.34,-46.32,10.30,108.13,69.88,2.60,20.99,0.72,11.92,13.93,6.84,8.00,497,3865,6.20,0.80,0.69,5.21,25.44,7.25,5.93
