구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,109384706,70398107,38986599,0,37429629,36159284,1270345,71955076,500,21451055,0,0,76261520,0,76261520,64931480,11330040,12961539,10355881,14600899,-7244090,25,150,3217658,31.07,14.86,13.58,61.90,223.02,844.16,195.30,194.69,52.02,1.64,100.00,0.80,18.80,17.19,11.95,10.92,727,3354,12.59,2.73,1.71,9.75,40.02,17.32,13.68
2010,140639624,98132704,42506920,0,51789126,51129402,659724,88850498,500,21454555,0,0,154994230,118995637,35998593,6953984,29044609,27856786,21425441,26180327,-13104068,-3185318,150,3218183,15.02,18.74,13.82,0,0,0,98.91,191.93,58.29,1.11,23.23,0,0,0,0,0,999,4141,13.52,3.26,1.87,11.95,0,9.97,9.09
2011,165574497,112793874,52780623,0,57265674,56960053,305621,108308824,500,21463555,0,0,200694022,161640868,39053153,8348806,30704348,30155683,22392291,46111074,-30993158,-3140603,150,3220000,14.38,15.30,11.16,29.48,5.71,4.51,0,198.02,52.87,1.27,19.46,1.31,31.15,22.71,20.05,14.63,1044,5046,11.31,2.34,1.26,10.04,96.81,8.25,7.55
2012,172338241,109583830,62754411,0,43522579,42974404,548175,128815662,500,21463555,0,0,193515017,153201636,40313382,12495909,27817473,30809669,23090640,16216099,-7171292,-3219533,150,3220000,13.95,14.37,11.93,-3.58,-9.40,3.12,0,255.00,33.79,1.15,20.83,1.15,23.46,19.48,16.46,13.67,1076,6002,12.13,2.17,1.45,10.84,76.12,10.07,9.17
2013,203084253,145725750,57358503,0,51865139,50900861,964279,151219114,500,21463555,0,0,197205407,160327139,36878268,8679005,28199263,31213092,24655521,17211325,-1362588,-3219533,250,5365889,21.76,14.30,12.50,1.91,1.37,6.78,0,286.29,34.30,1.60,18.70,1.05,20.14,17.61,15.02,13.13,1149,7045,13.58,2.21,1.70,12.13,53.70,11.87,10.75
2014,220630106,169566694,51063412,0,65156395,62925282,2231113,155473711,500,21463555,0,0,198639567,178330795,20308773,7102030,13206743,16616586,8771236,34193007,-13914818,-5365889,250,5365889,61.18,6.65,4.42,0.73,-53.17,-64.42,0,269.47,41.91,1.72,10.22,0.94,8.61,5.72,6.23,4.14,409,7244,35.48,2.00,1.57,27.14,19.64,23.57,19.57
2015,223891016,177068481,46822535,0,67539172,63955870,3583302,156351844,500,21463555,0,0,215442747,197560186,17882561,6599945,11282617,13313518,6073139,-8050438,-8435358,-5365889,150,3219533,53.01,5.24,2.82,8.46,-14.57,-30.76,0,276.86,43.20,0.99,8.30,0.97,7.24,3.90,5.08,2.73,283,7285,53.37,2.07,1.50,37.14,16.19,28.73,23.26
2016,239635541,197074189,42561351,0,83750477,77366207,6384270,155885064,500,21463555,0,0,257673244,236175621,21497623,7189657,14307966,18346055,3120400,24799324,-18615109,-3219533,100,2146356,68.78,5.55,1.21,19.60,26.81,-48.62,0,254.73,53.73,1.22,8.34,1.11,9.16,2.00,6.17,1.35,145,7263,56.40,1.13,0.68,31.36,8.75,12.30,10.48
2017,211510721,163253777,48256943,0,63133700,57017915,6115785,148377020,500,21463555,0,0,197964758,185970738,11994019,11859274,134745,4563115,-6068056,1382777,-192123,-2146356,0,0,0,0.07,-3.07,-23.17,-99.06,적전,0,286.32,42.55,0,6.06,0.88,0.09,-3.99,0.06,-2.69,-283,6913,0,1.33,1.00,0,-1.46,1468.65,87.07
2018,212504969,162076103,50428866,0,56408949,53444817,2964132,156096020,500,21463555,0,0,159763051,152307365,7455686,4231931,3223754,15305699,8253858,4109312,18411051,0,75,1609767,19.50,2.02,5.17,-19.30,2292.48,흑전,0,303.26,36.14,1.52,4.67,0.75,2.12,5.42,1.52,3.89,385,7273,12.85,0.68,0.66,10.61,13.51,32.89,21.37
