구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,58252052,52362804,5889249,0,15028254,13379007,1649247,43223799,500,7500000,0,0,61915894,48272566,13643328,11089053,2554275,3030007,2947962,-2142887,-2018662,-540176,200,1318000,0,4.76,11.17,0.04,9.60,124.43,391.38,34.77,4.20,22.04,1.12,6.04,6.97,4.60,5.31,393,6064,12.11,0.79,0.58,8.42,20.83,13.98,9.28
2017,52805922,46594800,6211122,0,11424810,9017114,2407696,41381112,500,7500000,0,0,55696884,41731588,13965295,11411945,2553350,2797582,2689779,12890301,-1215791,-2882618,200,1318238,0,4.83,-26.40,-50.34,-46.21,70.76,516.74,27.61,3.77,25.07,0.96,6.26,6.59,4.40,4.64,359,5818,14.81,0.91,0.72,9.89,18.58,15.60,10.24
2016,63187419,56693580,6493838,0,22974650,20487797,2486854,40212768,500,7500000,0,0,75672413,59491634,16180779,11039547,5141232,5667036,5000936,4205426,-6819564,-417439,250,1648000,0,6.61,21.43,8.10,7.55,94.64,276.72,57.13,4.06,21.38,1.33,13.36,13.00,9.02,8.77,667,5662,9.24,1.09,0.61,7.42,27.62,8.99,7.26
2015,50832440,45860960,4971480,0,14080936,11175373,2905563,36751504,500,7500000,0,0,62319957,47016903,15303054,10547143,4755911,5272052,4649798,1537942,172456,-2255343,220,1450000,0,7.46,7.27,21.19,6.14,145.17,410.38,38.31,4.36,24.56,1.26,13.58,13.28,9.65,9.43,620,5201,8.15,0.97,0.61,6.47,32.20,7.96,6.35
2014,47774052,42398906,5375146,0,14493475,12671561,1821914,33280577,500,7500000,0,0,58095666,42949500,15146166,11221821,3924345,4493349,4380888,5801285,-2953855,-941986,200,1318238,0,7.54,6.44,34.77,26.56,94.64,334.60,43.55,5.41,26.07,1.26,12.42,13.86,8.51,9.50,584,4738,6.33,0.78,0.48,5.09,30.59,7.07,5.56
2013,44420975,38987062,5433913,0,14500233,13751023,749210,29920742,500,7500000,0,0,54579200,41342356,13236844,10324938,2911906,3601206,3461566,2734052,-2138764,3110333,180,1186000,0,6.34,21.62,20.02,16.88,37.65,283.52,48.46,5.82,24.25,1.36,10.30,12.25,7.24,8.60,462,4290,6.71,0.72,0.43,5.14,19.52,7.97,5.85
2012,36069499,30654850,5414649,0,9460121,8793554,666567,26609378,500,7500000,0,0,44876661,32400385,12476277,10050173,2426104,3024936,2961578,2592446,-3517271,116038,150,944000,0,6.60,12.20,25.30,14.76,32.33,348.61,35.55,6.71,27.80,1.29,9.50,11.59,7.00,8.54,395,3947,5.66,0.57,0.37,4.02,18.11,6.91,4.61
2011,33277418,28264871,5012548,0,8801594,8125288,676306,24475824,500,7500000,0,0,39995683,30418550,9577133,7640947,1936187,2597865,2580680,1081601,-1626801,1123450,130,818000,0,6.45,0,0,0,43.27,347.86,35.96,6.42,23.95,0,0,0,0,0,344,3663,5.89,0.55,0.38,4.19,0,7.84,5.10
2010,26090568,22002595,4087974,0,3088704,3087970,734,23001864,500,7500000,0,0,29816358,22446941,7369417,6041648,1327769,2074667,2020876,3082777,-2648366,-1084871,100,629000,0,6.78,-9.81,-52.57,-24.42,108.73,712.53,13.43,4.29,24.72,1.18,5.95,9.06,5.24,7.97,269,3466,8.65,0.67,0.59,6.35,12.33,13.16,8.50
2009,24613654,20416103,4197550,0,3003546,2907268,96278,21610107,500,7500000,0,0,33058602,24418257,8640346,5840906,2799439,3439966,2673911,344089,245273,-1656361,100,629000,0,8.09,-9.23,-26.72,-19.41,68.30,702.24,13.90,4.59,26.14,1.32,13.12,12.53,11.20,10.69,357,3281,6.11,0.66,0.49,4.72,23.95,5.84,4.55
