구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,115891116,82152533,33738583,0,7244711,6481266,763445,108646405,500,7080273,0,0,52757142,24154536,28602606,16416570,12186036,12124695,11398636,14922517,-34089059,604,0,0,0,21.61,12.10,-1.79,25.41,0,1267.54,6.67,0,54.22,0.48,11.84,11.07,11.12,10.40,1608,15342,16.17,1.69,3.49,12.16,45.74,15.11,11.55
2017,103278676,65043851,38234825,0,6063657,5302212,761445,97215019,500,7080273,0,0,47062107,22035814,25026293,12618596,12407697,9139415,9089245,11122157,-9729560,10052,0,0,0,19.31,11.57,15.14,-18.28,0,1226.73,6.24,0,53.18,0.48,13.38,9.80,12.54,9.18,1284,13729,18.23,1.70,3.52,13.31,51.41,13.35,10.51
2016,94667365,58463563,36203802,0,6435353,5805844,629509,88232012,500,7080273,0,0,42182326,21449216,20733111,9956463,10776647,12937821,11122748,13305428,4820724,0,0,0,0,26.37,0,0,0,0,1006.98,7.29,0,49.15,0.48,13.03,13.45,12.26,12.66,1571,12462,13.05,1.65,3.44,10.28,41.05,13.47,10.54
2015,81099981,46715925,34384056,0,3969882,3616123,353758,77130099,500,7080273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291.88,5.15,0,0,0,0,0,0,0,0,10894,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
