구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,87832771,30228605,57604166,0,27273182,19414714,7858468,60559589,500,17530500,0,0,79254760,62119426,17135334,14203095,2932239,1220674,1478897,1261107,-2505030,1242822,0,0,0,3.70,1.87,27.93,64.19,127.52,6.33,155.70,45.04,0,21.62,0.93,4.88,2.46,3.42,1.73,84,3740,23.89,0.54,0.45,16.02,5.50,14.54,11.65
2010,93317778,35426486,57891291,0,31682622,25079030,6603592,61635155,500,17530500,0,0,72063511,55469842,16593668,14182363,2411305,1119854,1320281,5010624,-747202,-4207621,25,399948,30.29,3.35,1.83,0,0,0,4.36,141.26,51.40,1.21,23.03,0,0,0,0,0,75,3801,27.42,0.54,0.50,17.66,0,18.52,14.21
2011,90597063,39304632,51292431,0,25071899,19209741,5862158,65525163,500,17530500,0,0,80976405,59138204,21838201,18464852,3373348,3481498,3349280,-1324898,6995275,-4832739,25,399000,11.90,4.17,4.14,12.37,39.90,153.68,11.46,204.61,38.26,1.16,26.97,0.88,5.31,5.27,3.67,3.64,191,4006,11.29,0.54,0.47,9.04,6.66,12.22,9.80
2012,101942031,43004495,58937536,0,33643069,25041145,8601924,68298962,500,17530500,0,0,83325226,61696606,21628620,15890220,5738401,3706362,3375749,9110540,-18688017,8951896,50,800000,23.21,6.89,4.05,2.90,70.11,0.79,33.55,171.74,49.26,1.91,25.96,0.87,8.58,5.05,5.96,3.51,197,4168,13.30,0.63,0.55,10.52,11.79,10.24,8.84
2013,111496084,42024954,69471130,0,40855591,32995161,7860430,70640493,500,17530500,0,0,95237687,72355678,22882009,17846062,5035947,3411186,3033460,6334550,-3289215,-2674051,50,799897,24.98,5.29,3.19,14.30,-12.24,-10.14,11.59,127.37,57.84,1.83,24.03,0.89,7.25,4.37,4.72,2.84,183,4312,14.95,0.63,0.50,10.77,10.46,11.70,9.38
2014,105861241,36746243,69114998,0,30298584,12628364,17670220,75562657,500,17530500,0,0,103538393,76462558,27075835,17432375,9643460,8909063,5785993,5616572,-1135669,-1894797,100,1599794,27.57,9.31,5.59,8.72,91.49,90.74,17.69,290.98,40.10,1.05,26.15,0.95,13.19,7.92,8.87,5.32,331,4593,28.70,2.07,1.61,23.08,14.78,18.03,15.73
2015,110081235,42184755,67896480,0,21212386,14050664,7161722,88868849,500,17530500,0,0,110754965,79687204,31067760,21234761,9832999,9319186,7245623,6134548,-1850093,-3308784,125,2074742,28.48,8.88,6.54,6.97,1.97,25.23,45.47,300.23,23.87,0.95,28.05,1.03,11.96,8.81,9.11,6.71,416,5243,31.77,2.52,2.09,27.03,17.84,23.53,20.83
2016,117782559,45164091,72618468,0,23737356,16626615,7110741,94045203,500,17530500,0,0,113892164,82583454,31308710,22466291,8842419,8846376,7219659,4948273,-6061985,-1834091,150,2489691,34.48,7.76,6.34,2.83,-10.07,-0.36,136.62,271.64,25.24,1.55,27.49,1.00,9.67,7.89,7.76,6.34,412,5538,23.55,1.75,1.49,20.28,15.18,19.23,16.99
2017,128890686,56083032,72807654,0,26611502,19336672,7274830,102279184,500,17530500,0,0,143089164,107255681,35833483,23132119,12701364,12297179,10724204,14898480,-3740981,-2730313,165,2738660,25.54,8.88,7.49,25.64,43.64,48.54,192.51,290.03,26.02,2.08,25.04,1.16,12.94,10.92,10.30,8.70,612,6008,12.98,1.32,0.97,11.67,22.62,10.96,10.01
2018,147620181,74380442,73239739,0,34536321,26775322,7761000,113083860,500,17530500,0,0,163612643,118890556,44722087,27526009,17196078,17696829,13874939,14854290,-8555735,-2738642,195,3236598,23.33,10.51,8.48,14.34,35.39,29.38,254.28,277.79,30.54,2.89,27.33,1.18,15.97,12.89,12.44,10.04,791,6625,8.53,1.02,0.72,7.88,28.25,6.88,6.45
