구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,1847402180,1396201222,451200958,0,1591596374,920324979,671271395,255805805,5000,3160646,0,0,1096710075,957483401,139226673,66437961,72788712,66085548,39666688,-68871639,-154298231,257380593,0,0,0,6.64,3.62,46.11,47.22,97.20,2.57,151.71,622.19,0,12.69,0.66,30.96,16.87,4.35,2.37,0,0,0,0,0,0,4.90,11.83,11.17
2010,1884463153,1432667187,451795965,0,1542386379,1055707878,486678501,342076773,5000,3160646,0,0,1405196374,1252980967,152215407,78668428,73546979,44013672,27861712,170815816,70357057,-262737297,0,0,0,5.23,1.98,28.13,1.04,-29.76,3.75,135.71,450.89,0,10.83,0.75,24.60,9.32,3.94,1.49,0,0,0,0,0,0,5.17,10.42,9.92
2011,1121186747,739172696,382014051,0,828361862,646755302,181606560,292824885,5000,3160646,0,0,405905616,355202880,50702736,12326122,38376614,-5877725,-7038981,172437336,-23531688,-164777568,0,0,0,9.45,-1.73,-71.11,-47.82,적전,2.50,114.29,282.89,0,12.49,0.27,12.09,-2.22,2.55,-0.47,0,0,0,0,0,0,6.49,12.40,12.23
2012,951676318,472618478,479057840,0,675044943,530366593,144678350,276631374,5000,3160646,0,0,315939887,275185978,40753909,19160689,21593220,-8451153,-6544467,-21836341,-62118259,43988430,0,0,0,6.83,-2.07,-22.16,-43.73,적지,1.16,89.11,244.02,0,12.90,0.30,7.58,-2.30,2.08,-0.63,0,0,0,0,0,0,2.93,27.20,26.38
2013,660671142,176829060,483842082,0,319523474,114196824,205326650,341147668,5000,3160646,0,0,56421654,37792395,18629258,11491003,7138256,-308321,-433830,-28720747,67590826,-45512349,0,0,0,12.65,-0.77,-82.14,-66.94,적지,0.48,154.85,93.66,0,33.02,0.07,2.31,-0.14,0.89,-0.05,0,0,0,0,0,0,2.39,20.89,19.48
2014,652918969,149354223,503564746,0,306153810,119526813,186626997,346765159,500,31606460,0,0,93563533,71286342,22277191,9299841,12977350,6154549,5891514,21190759,8648518,-30728353,0,0,0,13.87,6.30,65.83,81.80,흑전,1.18,124.95,88.29,0,23.81,0.14,3.77,1.71,1.98,0.90,0,0,0,0,0,0,5.92,11.39,10.96
2015,539815469,133450860,406364609,0,213267867,133752458,79515409,326547602,500,31606460,0,0,82231918,88468760,-6236842,8819908,-15056749,-19050486,-18929302,-4357210,-10859633,2522880,0,0,0,-18.31,-23.02,-12.11,적전,적전,0,99.77,65.31,0,-7.58,0.14,-4.47,-5.62,-2.52,-3.17,0,0,0,0,0,0,-8.81,0,0
2016,1678463476,1265225571,413237905,0,1214672605,783617641,431054964,463790871,500,42545176,0,0,39512411,16407047,23105364,9449326,13656037,134817463,134880625,-30348314,281026792,58801986,0,0,0,34.56,341.36,-51.95,흑전,흑전,3.91,161.46,261.90,0,58.48,0.04,3.46,34.13,1.23,12.16,0,0,0,0,0,0,6.26,5.33,5.30
2017,1934487656,1333226860,601260795,0,1414126121,845351914,568774207,520361535,500,42545176,0,0,1692897243,1433937786,258959456,66142438,192817019,149703825,71421767,229964655,-54752890,-145894734,0,0,0,11.39,4.22,4184.47,1311.95,-47.05,12.20,157.71,271.76,0,15.30,0.94,39.18,14.51,10.67,3.95,0,0,0,0,0,0,28.26,1.16,1.14
2018,1848042486,1126502337,721540149,0,1198300103,769462935,428837168,649742383,500,42545176,0,0,1531577117,1290167024,241410093,54871839,186538254,201869260,135848278,-69095196,-5249828,-67089226,0,0,0,12.18,8.87,-9.53,-3.26,90.21,12.94,146.40,184.43,0,15.76,0.81,31.88,23.22,9.86,7.18,0,0,0,0,0,0,25.57,2.08,2.05
