구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,9060054,2093081,6966973,0,5178977,975744,4203234,3881077,5000,1169442,0,0,2593823,2971744,-377920,660079,-1037999,-2565994,-2565994,-1603500,-1851116,3746789,0,0,0,-40.02,-98.93,-52.55,적지,적지,0,214.51,133.44,0,-14.57,0.29,-34.44,-85.13,-11.60,-28.67,0,0,0,0,0,0,-16.60,0,0
2010,7825844,1312950,6512895,0,4577389,88826,4488563,3248456,5000,1169442,0,0,905985,1164000,-258015,321305,-579321,-620061,-620061,-527266,219262,0,0,0,0,-63.94,-68.44,-65.07,적지,적지,0,1478.11,140.91,0,-28.48,0.11,-16.25,-17.39,-6.86,-7.34,0,0,0,0,0,0,-8.11,0,0
2011,7371413,1061338,6310074,0,4548147,441552,4106595,2823265,5000,1169442,0,0,475737,446475,29262,396716,-367454,-427022,-427022,963,53844,-56903,0,0,0,-77.24,-89.76,-47.49,적지,적지,0,240.37,161.10,0,6.15,0.06,-12.10,-14.07,-4.84,-5.62,0,0,0,0,0,0,-5.60,0,0
2012,3628690,518664,3110026,0,1771121,1296350,474771,1857568,5000,1169442,0,0,246826,216804,30021,256650,-226628,-967955,-967955,144476,2700000,-2965620,0,0,0,-91.82,-392.16,-48.12,적지,적지,0,40.01,95.35,0,12.16,0.04,-9.68,-41.36,-4.12,-17.60,0,0,0,0,0,0,-4.89,0,0
2013,3530379,425432,3104948,0,1729622,1317549,412073,1800757,5000,1169442,0,0,77800,27316,50484,69496,-19011,-58352,-58352,52223,80000,-143320,0,0,0,-24.44,-75.00,-68.48,적지,적지,0,32.29,96.05,0,64.89,0.02,-1.04,-3.19,-0.53,-1.63,0,0,0,0,0,0,-0.68,0,0
2014,3305390,211187,3094204,0,1594416,1179649,414767,1710974,5000,1169442,0,0,74754,31536,43218,87151,-43933,-73657,-73657,300810,0,-307164,0,0,0,-58.77,-98.53,-3.92,적지,적지,0,17.90,93.19,0,57.81,0.02,-2.50,-4.19,-1.29,-2.16,0,0,0,0,0,0,-1.77,0,0
2015,3188374,97114,3091260,0,1529420,1114654,414767,1658954,5000,1169442,0,0,135761,90103,45657,83046,-37389,-56559,-56559,26088,13093,-60000,0,0,0,-27.54,-41.66,81.61,적지,적지,0,8.71,92.19,0,33.63,0.04,-2.22,-3.36,-1.15,-1.74,0,0,0,0,0,0,-1.67,0,0
2016,3172728,81748,3090979,0,1551523,31731,1519792,1621205,5000,1169442,0,0,30000,0,30000,43614,-13614,-45243,-45243,38839,0,0,0,0,0,-45.38,-150.81,-77.90,적지,적지,0,257.63,95.70,0,100.00,0.01,-0.83,-2.76,-0.43,-1.42,0,0,0,0,0,0,-0.72,0,0
2017,3153379,71893,3081486,0,1551068,28776,1522292,1602311,5000,1169442,0,0,60000,0,60000,69456,-9456,-39400,-39400,15182,0,0,0,0,0,-15.76,-65.67,100.00,적지,적지,0,249.84,96.80,0,100.00,0.02,-0.59,-2.44,-0.30,-1.25,0,0,0,0,0,0,-0.61,0,0
2018,3139044,57751,3081293,0,1530227,5436,1524792,1608817,5000,5847,0,0,63000,0,63000,78674,-15674,8180,8180,-12139,0,-1481,0,0,0,-24.88,12.98,5.00,적지,흑전,0,1062.38,95.12,0,100.00,0.02,-0.98,0.51,-0.50,0.26,0,0,0,0,0,0,-1.02,0,0
